"id","entity-name","year","round"
"other-multilaterals","Other Multilaterals",2010,0
"other-multilaterals","Other Multilaterals",2011,0
"other-multilaterals","Other Multilaterals",2012,0
"other-multilaterals","Other Multilaterals",2013,0
"other-multilaterals","Other Multilaterals",2014,0
"other-multilaterals","Other Multilaterals",2015,0
"PT","Portugal",2000,126478809
"PT","Portugal",2001,-1712263
"PT","Portugal",2002,-2061301
"PT","Portugal",2003,-2136287
"PT","Portugal",2004,-730447206
"PT","Portugal",2005,-2794073
"PT","Portugal",2006,-19846098
"PT","Portugal",2007,-206538847
"PT","Portugal",2008,0
"PT","Portugal",2009,0
"PT","Portugal",2010,0
"PT","Portugal",2011,0
"PT","Portugal",2012,1742527
"PT","Portugal",2013,2520346
"PT","Portugal",2014,1550810
"PT","Portugal",2015,-450000
"SA","Saudi Arabia",2000,0
"SA","Saudi Arabia",2001,0
"SA","Saudi Arabia",2002,0
"SA","Saudi Arabia",2003,0
"SA","Saudi Arabia",2004,0
"SA","Saudi Arabia",2005,0
"SA","Saudi Arabia",2006,0
"SA","Saudi Arabia",2007,0
"SA","Saudi Arabia",2008,0
"SA","Saudi Arabia",2009,0
"SA","Saudi Arabia",2010,0
"SA","Saudi Arabia",2011,0
"SA","Saudi Arabia",2012,0
"SA","Saudi Arabia",2013,0
"SA","Saudi Arabia",2014,0
"SA","Saudi Arabia",2015,0
"ES","Spain",2000,5347032
"ES","Spain",2001,235959091
"ES","Spain",2002,80029005
"ES","Spain",2003,86261717
"ES","Spain",2004,25857660
"ES","Spain",2005,66221802
"ES","Spain",2006,0
"ES","Spain",2007,5274626
"ES","Spain",2008,0
"ES","Spain",2009,2794533
"ES","Spain",2010,0
"ES","Spain",2011,3292293
"ES","Spain",2012,2157360
"ES","Spain",2013,12125685
"ES","Spain",2014,3157094
"ES","Spain",2015,5800000
"SE","Sweden",2000,181669
"SE","Sweden",2001,1802117
"SE","Sweden",2002,2551633
"SE","Sweden",2003,-17973394
"SE","Sweden",2004,-67444662
"SE","Sweden",2005,-4249274
"SE","Sweden",2006,-1771762
"SE","Sweden",2007,-42597065
"SE","Sweden",2008,27013240
"SE","Sweden",2009,66936931
"SE","Sweden",2010,45770
"SE","Sweden",2011,-108695380
"SE","Sweden",2012,-40783750
"SE","Sweden",2013,-18720629
"SE","Sweden",2014,-24278431
"SE","Sweden",2015,46030000
"CH","Switzerland",2000,14248403
"CH","Switzerland",2001,12037932
"CH","Switzerland",2002,5572953
"CH","Switzerland",2003,89120
"CH","Switzerland",2004,0
"CH","Switzerland",2005,0
"CH","Switzerland",2006,23158359
"CH","Switzerland",2007,0
"CH","Switzerland",2008,0
"CH","Switzerland",2009,0
"CH","Switzerland",2010,0
"CH","Switzerland",2011,0
"CH","Switzerland",2012,0
"CH","Switzerland",2013,0
"CH","Switzerland",2014,0
"CH","Switzerland",2015,0
"TR","Turkey",2000,0
"TR","Turkey",2001,0
"TR","Turkey",2002,0
"TR","Turkey",2003,56277181
"TR","Turkey",2004,920246091
"TR","Turkey",2005,402287854
"TR","Turkey",2006,-123301384
"TR","Turkey",2007,-35462960
"TR","Turkey",2008,-1953943
"TR","Turkey",2009,-9465011
"TR","Turkey",2010,-19902561
"TR","Turkey",2011,9495961
"TR","Turkey",2012,45933508
"TR","Turkey",2013,-10623685
"TR","Turkey",2014,62564992
"TR","Turkey",2015,112780000
"AE","UAE",2000,0
"AE","UAE",2001,0
"AE","UAE",2002,0
"AE","UAE",2003,0
"AE","UAE",2004,0
"AE","UAE",2005,0
"AE","UAE",2006,0
"AE","UAE",2007,0
"AE","UAE",2008,0
"AE","UAE",2009,8858601
"AE","UAE",2010,-1691875
"AE","UAE",2011,21730329
"AE","UAE",2012,54855039
"AE","UAE",2013,6663118
"AE","UAE",2014,449580141
"AE","UAE",2015,3836180000
"GB","United Kingdom",2000,-101988872
"GB","United Kingdom",2001,33427959
"GB","United Kingdom",2002,-5306617
"GB","United Kingdom",2003,61413253
"GB","United Kingdom",2004,-165974547
"GB","United Kingdom",2005,-103683053
"GB","United Kingdom",2006,-188025295
"GB","United Kingdom",2007,-38775881
"GB","United Kingdom",2008,-21710817
"GB","United Kingdom",2009,-14277336
"GB","United Kingdom",2010,-20486481
"GB","United Kingdom",2011,-40367762
"GB","United Kingdom",2012,36444188
"GB","United Kingdom",2013,187516380
"GB","United Kingdom",2014,38527357
"GB","United Kingdom",2015,0
"US","United States",2000,753691874
"US","United States",2001,989850939
"US","United States",2002,292688049
"US","United States",2003,1352667612
"US","United States",2004,-837326673
"US","United States",2005,-1250204282
"US","United States",2006,-4652253846
"US","United States",2007,-1841164315
"US","United States",2008,-1217219335
"US","United States",2009,1085131447
"US","United States",2010,175311108
"US","United States",2011,1321086391
"US","United States",2012,2569528752
"US","United States",2013,1465773518
"US","United States",2014,212327140
"US","United States",2015,-42760000
