id,sectoral,level,name
use-of-pecial-drawing-right-allocation,FALSE,3,Use Of pecial Drawing Right  Allocation
use-of-sovereign-wealth-fund-resources,FALSE,3,Use of Sovereign Wealth Fund Resources
wages,FALSE,3,Wages
wages-and-other-remunerations,FALSE,3,Wages and Other Remunerations
wages-and-salaries,FALSE,3,Wages and Salaries
war-reparations,FALSE,3,War Reparations
west-african-economic-and-monetary-union-financing,FALSE,3,West African Economic and Monetary Union Financing
adjustment-aid,FALSE,4,Adjustment Aid
administrative-fees,FALSE,4,Administrative Fees
afghanistan-reconstruction-trust-fund,FALSE,4,Afghanistan Reconstruction Trust Fund
agricultural-swap,FALSE,4,Agricultural Swap
amortization,FALSE,4,Amortization
amortizations,FALSE,4,Amortizations
autonomous-and-local-entities,FALSE,4,Autonomous and Local Entities
basket-grants,FALSE,4,Basket Grants
block-grants-to-states,FALSE,4,Block grants to states
budget,FALSE,4,Budget
budget-loans,FALSE,4,Budget Loans
budget-support,FALSE,4,Budget Support
budgetary-loans,FALSE,4,Budgetary Loans
budgeted-goods-and-services,FALSE,4,Budgeted Goods and Services
capital-revenue,FALSE,4,Capital Revenue
capital-transfers,FALSE,4,Capital Transfers
census,FALSE,4,Census
central-bank-operating-balance,FALSE,4,Central Bank Operating Balance
civil-expenditure,FALSE,4,Civil Expenditure
civil-service,FALSE,4,Civil Service
clearance-of-zesco-tax-arrear,FALSE,4,Clearance of Zesco Tax Arrear
commercial-borrowing,FALSE,4,Commercial Borrowing
common-charges,FALSE,4,Common Charges
compact-special,FALSE,4,Compact Special
companies-income-tax,FALSE,4,Companies Income Tax
company-income-tax,FALSE,4,Company Income Tax
company-tax,FALSE,4,Company Tax
concessional-project-loans,FALSE,4,Concessional Project Loans
consumption-and-sales-tax,FALSE,4,Consumption and Sales Tax
consumption-taxes,FALSE,4,Consumption Taxes
corporate-income-tax,FALSE,4,Corporate Income Tax
current-transfers,FALSE,4,Current Transfers
customs,FALSE,4,Customs
customs-administration,FALSE,4,Customs Administration
customs-and-excise,FALSE,4,Customs and Excise
customs-duties,FALSE,4,Customs Duties
customs-duties-and-export-taxes,FALSE,4,Customs Duties and Export Taxes
customs-levies,FALSE,4,Customs Levies
customs-receipts,FALSE,4,Customs Receipts
debt-relief-financed,FALSE,4,Debt-Relief Financed
deposits-abroad,FALSE,4,Deposits Abroad
direct-and-indirect-taxes,FALSE,4,Direct and Indirect Taxes
direct-tax,FALSE,4,Direct Tax
direct-taxes,FALSE,4,Direct Taxes
disbursements,FALSE,4,Disbursements
dividend-and-interest-income,FALSE,4,Dividend and Interest Income
dividends,FALSE,4,Dividends
domestic,FALSE,4,Domestic
domestic-arrears-payments,FALSE,4,Domestic Arrears Payments
domestic-crude,FALSE,4,Domestic Crude
domestic-financed-reconstruction-expenditure,FALSE,4,Domestic Financed Reconstruction Expenditure
domestic-interest-payments,FALSE,4,Domestic Interest Payments
domestic-petroleum-taxes,FALSE,4,Domestic Petroleum Taxes
domestic-sales,FALSE,4,Domestic Sales
domestic-taxes,FALSE,4,Domestic Taxes
domestically-financed,FALSE,4,Domestically Financed
earmarked-revenue,FALSE,4,Earmarked Revenue
ebola-related,FALSE,4,Ebola-related
education-swap,FALSE,4,Education Swap
election-costs,FALSE,4,Election Costs
emergency-and-contingency-fund,FALSE,4,Emergency and contingency fund
employment-costs,FALSE,4,Employment Costs
energy-sector,FALSE,4,Energy Sector
exceptional-financing,FALSE,4,Exceptional Financing
exceptional-security,FALSE,4,Exceptional Security
excise,FALSE,4,Excise
excise-and-others,FALSE,4,Excise and Others
excise-taxes,FALSE,4,Excise Taxes
excises,FALSE,4,Excises
exonerations,FALSE,4,Exonerations
explicit-fuel-subsidy,FALSE,4,Explicit Fuel Subsidy
expropriation,FALSE,4,Expropriation
external,FALSE,4,External
external-interest-payments,FALSE,4,External Interest Payments
extraction-royalty,FALSE,4,Extraction Royalty
federal,FALSE,4,Federal
federal-government-independent-revenue,FALSE,4,Federal Government Independent Revenue
federal-government-tax-revenue,FALSE,4,Federal Government Tax Revenue
federal-nontax,FALSE,4,Federal Nontax
fees-and-penalties,FALSE,4,Fees and Penalties
fertilizer-and-seed-subsidy,FALSE,4,Fertilizer and Seed Subsidy
financed-by-oil-for-food-program,FALSE,4,Financed by Oil-For-Food Program
fishing-access-revenue,FALSE,4,Fishing Access Revenue
fishing-license-fees,FALSE,4,Fishing License Fees
foreign,FALSE,4,Foreign
foreign-financed,FALSE,4,Foreign Financed
fuel-subsidies,FALSE,4,Fuel Subsidies
gas-sales,FALSE,4,Gas Sales
general,FALSE,4,General
generic-goods-and-services,FALSE,4,Generic Goods and Services
global-fund,FALSE,4,Global Fund
gold-financing-loan,FALSE,4,Gold Financing Loan
goods-and-services,FALSE,4,Goods and Services
government-crude-receipts,FALSE,4,Government Crude Receipts
government-share-from-oil-exports,FALSE,4,Government Share from Oil Exports
grant-financed-reconstruction-expenditure,FALSE,4,Grant Financed Reconstruction Expenditure
grants,FALSE,4,Grants
gross-revenue-tax,FALSE,4,Gross Revenue Tax
guyana-redd-plus-investment-fund,FALSE,4,Guyana REDD-Plus Investment Fund
health-swap,FALSE,4,Health Swap
heavily-indebted-poor-countries-and-multilateral-debt-relief-initiative-financed,FALSE,4,Heavily Indebted Poor Countries and Multilateral Debt Relief Initiative financed
heavily-indebted-poor-countries-initiative-resources,FALSE,4,Heavily Indebted Poor Countries Initiative Resources
housing-subsidies,FALSE,4,Housing Subsidies
implicit-fuel-subsidy,FALSE,4,Implicit Fuel Subsidy
import-and-excise-duties,FALSE,4,Import and Excise Duties
import-duties,FALSE,4,Import Duties
import-duty,FALSE,4,Import Duty
import-taxes,FALSE,4,Import Taxes
income-and-profit-taxes,FALSE,4,Income and Profit Taxes
income-and-profits,FALSE,4,Income and Profits
income-and-property,FALSE,4,Income and Property
income-taxes,FALSE,4,Income Taxes
indirect-and-other-taxes,FALSE,4,Indirect and Other Taxes
indirect-tax,FALSE,4,Indirect Tax
indirect-taxes,FALSE,4,Indirect Taxes
instituto-para-el-desarrollo-humano-and-royalties,FALSE,4,Instituto Para El Desarrollo Humano and Royalties
interest,FALSE,4,Interest
interest-and-dividends,FALSE,4,Interest and Dividends
interest-payments,FALSE,4,Interest Payments
intergovernmental-transfers,FALSE,4,Intergovernmental Transfers
international-trade,FALSE,4,International Trade
international-trade-and-operations-tax,FALSE,4,International Trade and Operations Tax
international-trade-taxes,FALSE,4,International Trade Taxes
investment-income,FALSE,4,Investment Income
loan-financed-reconstruction-expenditure,FALSE,4,Loan Financed Reconstruction Expenditure
loans,FALSE,4,Loans
local-government-authority,FALSE,4,Local Government Authority
local-government-fees,FALSE,4,Local Government Fees
maize-purchases,FALSE,4,Maize Purchases
military,FALSE,4,Military
military-expenditure,FALSE,4,Military Expenditure
mining-revenue,FALSE,4,Mining Revenue
mining-royalties-and-license,FALSE,4,Mining Royalties and License
ministerial-and-departmental-fees-aia,FALSE,4,Ministerial and Departmental Fees AIA
miscellaneous-and-unidentified-revenue,FALSE,4,Miscellaneous and Unidentified Revenue
mitigating-measures,FALSE,4,Mitigating Measures
monuc-receipts,FALSE,4,Monuc Receipts
multilateral-debt-relief-initiative,FALSE,4,Multilateral Debt Relief Initiative
multilateral-debt-relief-initiative-imf-related,FALSE,4,Multilateral Debt Relief Initiative Imf Related
national-aids-commission,FALSE,4,National Aids Commission
national-and-local-elections,FALSE,4,National and Local Elections
national-board-of-revenue-nbr-taxes,FALSE,4,National Board of Revenue (NBR) taxes
national-board-of-revenue-nbr-taxes,FALSE,4,National Board of Revenue NBR taxes
nationalization-cost,FALSE,4,Nationalization Cost
nato-training-mission-afghanistan,FALSE,4,NATO Training Mission-Afghanistan
net-borrowing,FALSE,4,Net Borrowing
net-revenue-from-oil,FALSE,4,Net Revenue from Oil
non-heavily-indebted-poor-countries-and-multilateral-debt-relief-initiative-financed,FALSE,4,Non Heavily Indebted Poor Countries and Multilateral Debt Relief Initiative financed
non-concessional-borrowing,FALSE,4,Non-concessional Borrowing
non-national-board-of-revenue-nbr-taxes,FALSE,4,Non-National Board of Revenue NBR taxes
non-oil,FALSE,4,Non-Oil
non-tax-revenue,FALSE,4,Non-Tax Revenue
nonconcessional-borrowing,FALSE,4,Nonconcessional Borrowing
nonpension-payments,FALSE,4,Nonpension Payments
nonproject-financing,FALSE,4,Nonproject Financing
nonproject-support,FALSE,4,Nonproject Support
nontax-domestic-revenues,FALSE,4,Nontax Domestic Revenues
nontax-external-revenues,FALSE,4,Nontax External Revenues
nontax-revenue,FALSE,4,Nontax Revenue
nontax-revenue-with-grants-and-balance,FALSE,4,Nontax Revenue with Grants and Balance
off-budget-grant-financed-current-spending,FALSE,4,Off-budget grant-financed current spending
oil,FALSE,4,Oil
oil-account-contribution-to-the-budget,FALSE,4,Oil Account Contribution to The Budget
oil-and-gas-revenue,FALSE,4,Oil and Gas Revenue
oil-derivative-imports,FALSE,4,Oil Derivative Imports
oil-exports-revenues,FALSE,4,Oil Exports Revenues
oil-revenue,FALSE,4,Oil Revenue
oil-for-food-program-financed-reconstruction-expenditure,FALSE,4,Oil-For-Food Program Financed Reconstruction Expenditure
oilgas-receipts,FALSE,4,OilGas Receipts
on-domestic-debt,FALSE,4,On Domestic Debt
on-external-debt,FALSE,4,On External Debt
operating-expenditures-of-oil-related-public-enterprises,FALSE,4,Operating Expenditures of Oil-Related Public Enterprises
operating-surplus-of-the-central-bank,FALSE,4,Operating Surplus of the Central Bank
operating-surplus-of-the-public-enterprises,FALSE,4,Operating Surplus of the Public Enterprises
oter-interest-payments,FALSE,4,Oter Interest Payments
other,FALSE,4,Other
other-current-revenue,FALSE,4,Other  Current Revenue
other-benefits-and-spending,FALSE,4,Other Benefits and Spending
other-bonds,FALSE,4,Other Bonds
other-borrowing,FALSE,4,Other Borrowing
other-central-government-revenue,FALSE,4,Other Central Government Revenue
other-concessional,FALSE,4,Other Concessional
other-current-grants,FALSE,4,Other Current Grants
other-deomestically-financed,FALSE,4,Other Deomestically Financed
other-direct-taxes,FALSE,4,Other Direct Taxes
other-disbursements,FALSE,4,Other Disbursements
other-domestically-financed,FALSE,4,Other Domestically Financed
other-domnestically-financed,FALSE,4,Other Domnestically Financed
other-expenditure,FALSE,4,Other Expenditure
other-goods-and-services,FALSE,4,Other Goods and Services
other-goods-and-services-financed-by-donors,FALSE,4,Other Goods and Services Financed by Donors
other-grants,FALSE,4,Other Grants
other-grants-and-transfers,FALSE,4,Other Grants and Transfers
other-hydrocarbon-tax,FALSE,4,Other Hydrocarbon Tax
other-indirect-taxes,FALSE,4,Other Indirect Taxes
other-investment-expenditure,FALSE,4,Other Investment Expenditure
other-loans,FALSE,4,Other Loans
other-nontax,FALSE,4,Other Nontax
other-nontax-revenues,FALSE,4,Other Nontax Revenues
other-oil-revenue,FALSE,4,Other Oil Revenue
other-oil-taxes,FALSE,4,Other Oil Taxes
other-recurrent,FALSE,4,Other Recurrent
other-revenue,FALSE,4,Other Revenue
other-subsidies,FALSE,4,Other Subsidies
other-subsidies-and-transfers,FALSE,4,Other Subsidies and Transfers
other-taxes,FALSE,4,Other Taxes
other-taxes-on-goods-and-services,FALSE,4,Other Taxes on Goods and Services
other-transfers,FALSE,4,Other Transfers
other-transfers-and-subsidies,FALSE,4,Other Transfers and Subsidies
others,FALSE,4,Others
overhead-cost,FALSE,4,Overhead Cost
overhead-costs-for-donors-financed-projects,FALSE,4,Overhead Costs for Donors Financed Projects
own-resource-financed,FALSE,4,Own-Resource Financed
payments-for-peacekeeping-operations,FALSE,4,Payments for Peacekeeping Operations
payroll-taxes,FALSE,4,Payroll Taxes
pension,FALSE,4,Pension
pension-and-gratuities,FALSE,4,Pension and Gratuities
pension-and-social-assistance,FALSE,4,Pension and Social Assistance
pension-payments,FALSE,4,Pension Payments
pensions,FALSE,4,Pensions
personal-income-tax,FALSE,4,Personal Income Tax
personnel,FALSE,4,Personnel
petrocaribe,FALSE,4,Petrocaribe
petroleum-profit-tax,FALSE,4,Petroleum Profit Tax
petroleum-profit-tax-and-royalty,FALSE,4,Petroleum Profit Tax and Royalty
petroleum-royalties-and-taxes,FALSE,4,Petroleum Royalties And Taxes
petroleum-royalty,FALSE,4,Petroleum Royalty
placements,FALSE,4,Placements
profit-taxes,FALSE,4,Profit Taxes
profit-transfers,FALSE,4,Profit Transfers
profits-simplified-and-presumptive,FALSE,4,Profits Simplified and Presumptive
program,FALSE,4,Program
program-financing,FALSE,4,Program Financing
program-loans,FALSE,4,Program Loans
programs,FALSE,4,Programs
project,FALSE,4,Project
project-financing,FALSE,4,Project Financing
project-loans,FALSE,4,Project Loans
projects,FALSE,4,Projects
projects-loans,FALSE,4,Projects Loans
property,FALSE,4,Property
property-income,FALSE,4,Property Income
property-taxes,FALSE,4,Property Taxes
protection-of-basic-services-pbs,FALSE,4,Protection of Basic Services PBS
provincial,FALSE,4,Provincial
provincial-nontax,FALSE,4,Provincial Nontax
provincial-revenue-tax-revenue,FALSE,4,Provincial Revenue Tax Revenue
provincial-taxes,FALSE,4,Provincial Taxes
public-enterprises-operating-balance,FALSE,4,Public Enterprises Operating Balance
public-financial-and-economic-management-pfem,FALSE,4,Public Financial and Economic Management PFEM
r,FALSE,4,R6
r,FALSE,4,R7
referendum-costs,FALSE,4,Referendum Costs
repayments,FALSE,4,Repayments
road-maintenance,FALSE,4,Road Maintenance
royalties,FALSE,4,Royalties
royalties-and-dividends,FALSE,4,Royalties and Dividends
rural-electrification-program,FALSE,4,Rural Electrification Program
salary,FALSE,4,Salary
sales-of-goods-and-services,FALSE,4,Sales of Goods And Services
sales-tax,FALSE,4,Sales Tax
sales-tax-and-vat,FALSE,4,Sales Tax And Vat
sectoral,FALSE,4,Sectoral
shared-infrastructure-and-social-spending,FALSE,4,Shared Infrastructure and Social Spending
short-term-external-debt,FALSE,4,Short Term External Debt
signature-bonus,FALSE,4,Signature Bonus
slgs-independent-revenue,FALSE,4,Slgs Independent Revenue
social-contributions,FALSE,4,Social Contributions
social-safety-net,FALSE,4,Social Safety Net
social-security-contributions,FALSE,4,Social Security Contributions
south,FALSE,4,South
special-tax-on-petroleum-products,FALSE,4,Special Tax on Petroleum Products
state-and-local-governments-internal-revenue,FALSE,4,State And Local Governments Internal Revenue
state-tax-revenue,FALSE,4,State Tax Revenue
states,FALSE,4,States
statistical-fee,FALSE,4,Statistical Fee
statutory-expenditures,FALSE,4,Statutory Expenditures
subsidies,FALSE,4,Subsidies
subsidies-and-non-security-transfers,FALSE,4,Subsidies and Non-Security Transfers
subsidies-and-other-current-transfers,FALSE,4,Subsidies and Other Current Transfers
supplementary-federal-expenditure,FALSE,4,Supplementary Federal Expenditure
tax-administration,FALSE,4,Tax Administration
tax-refunds,FALSE,4,Tax Refunds
tax-revenue,FALSE,4,Tax Revenue
taxes,FALSE,4,Taxes
taxes-not-elsewhere-classified,FALSE,4,Taxes Not Elsewhere Classified
taxes-on-goods-and-services,FALSE,4,Taxes on Goods and Services
taxes-on-income-and-profits,FALSE,4,Taxes on Income and Profits
taxes-on-income-profits-and-capital-gains,FALSE,4,Taxes On Income Profits and Capital Gains
taxes-on-international-trade,FALSE,4,Taxes on International Trade
taxes-on-international-trade-and-transactions,FALSE,4,Taxes on International Trade and Transactions
taxes-on-petroleum-products,FALSE,4,Taxes on Petroleum Products
taxes-on-profits-and-property,FALSE,4,Taxes on Profits and Property
taxes-on-properties,FALSE,4,Taxes on Properties
taxes-on-property,FALSE,4,Taxes on Property
the-law-and-order-trust-fund-forafghanistan,FALSE,4,The Law and Order Trust Fund forAfghanistan
to-nonresidents,FALSE,4,to Nonresidents
to-residents,FALSE,4,to Residents
trade-taxes,FALSE,4,Trade Taxes
transfers,FALSE,4,Transfers
transfers-and-subsidies,FALSE,4,Transfers and Subsidies
transfers-to-households,FALSE,4,Transfers to Households
transfers-to-oil-producing-states-and-communities,FALSE,4,Transfers to oil producing states and communities
transfers-to-public-entities,FALSE,4,Transfers to Public Entities
transfers-to-road-and-revenue-authorities,FALSE,4,Transfers To Road and Revenue Authorities
transfers-to-state-owned-enterprises,FALSE,4,Transfers to State Owned Enterprises
transfers-to-states,FALSE,4,Transfers to states
transit-fees,FALSE,4,Transit Fees
travel,FALSE,4,Travel
treasury,FALSE,4,Treasury
tv-license-fees,FALSE,4,TV License Fees
use-of-goods-and-services,FALSE,4,Use of Goods and Services
value-added-tax,FALSE,4,Value Added Tax
value-added-tax-and-excise,FALSE,4,Value added Tax and Excise
value-added-tax,FALSE,4,Value-added Tax
wage-and-salary-tax,FALSE,4,Wage and Salary Tax
wages-and-contributions,FALSE,4,Wages and Contributions
wages-and-salaries,FALSE,4,Wages and Salaries
all-other-tax-national,FALSE,5,All Other Tax National
before-rescheduling,FALSE,5,Before Rescheduling
bonuses-and-rents,FALSE,5,Bonuses and Rents
capital,FALSE,5,Capital
capital-gain-tax,FALSE,5,Capital Gain Tax
cigarette-tax,FALSE,5,Cigarette Tax
communications-service-tax,FALSE,5,Communications Service Tax
corporate-income-tax,FALSE,5,Corporate Income Tax
corporate-tax,FALSE,5,Corporate Tax
current,FALSE,5,Current
custom-duties,FALSE,5,Custom Duties
customs,FALSE,5,Customs
customs-and-excise-duties,FALSE,5,Customs and Excise Duties
customs-department,FALSE,5,Customs Department
customs-duties,FALSE,5,Customs Duties
customs-levies-funds,FALSE,5,Customs Levies Funds
defense,FALSE,5,Defense
direct-taxes,FALSE,5,Direct Taxes
domestic,FALSE,5,Domestic
domestic-indirect-taxes,FALSE,5,Domestic Indirect Taxes
domestic-taxes-on-goods-and-services,FALSE,5,Domestic Taxes on Goods and Services
education-fund,FALSE,5,Education Fund
enterprise-income-tax,FALSE,5,Enterprise Income Tax
enterprise-profits-tax,FALSE,5,Enterprise Profits Tax
excise,FALSE,5,Excise
excises,FALSE,5,Excises
excises-and-other-internal-indirect-taxes,FALSE,5,Excises and Other Internal Indirect Taxes
excises-on-petroleum-products,FALSE,5,Excises on Petroleum Products
external,FALSE,5,External
federal-excise-duty,FALSE,5,Federal Excise Duty
fertilizer-support-program,FALSE,5,Fertilizer Support Program
fuel,FALSE,5,Fuel
gas-infrastructure-development-cess,FALSE,5,Gas Infrastructure Development Cess
gas-surcharges-and-other,FALSE,5,Gas Surcharges and Other
general-sales-tax,FALSE,5,General Sales Tax
gst-and-nonoil-excises,FALSE,5,Gst and Nonoil Excises
hydrocongo,FALSE,5,Hydrocongo
hydropower,FALSE,5,Hydropower
import-duties,FALSE,5,Import Duties
import-duties-and-taxes,FALSE,5,Import Duties and Taxes
import-taxall-others,FALSE,5,Import TaxAll Others
import-taxfuel,FALSE,5,Import TaxFuel
income-tax,FALSE,5,Income Tax
income-taxes,FALSE,5,Income Taxes
indirect-taxes,FALSE,5,Indirect Taxes
individual-income-tax,FALSE,5,Individual Income Tax
land-tax,FALSE,5,Land Tax
local-government-taxes,FALSE,5,Local Government Taxes
mining,FALSE,5,Mining
national-judicial-council,FALSE,5,National Judicial Council
national-refinery-coraf,FALSE,5,National Refinery Coraf
new-turnover-tax,FALSE,5,New Turnover Tax
nigerian-national-petroleum-corporation-cash-calls,FALSE,5,Nigerian National Petroleum Corporation Cash Calls
oil-and-gas-surcharges-and-other,FALSE,5,Oil And Gas Surcharges And Other
oil-excises,FALSE,5,Oil Excises
oil-sector,FALSE,5,Oil Sector
on-restructured-obligations,FALSE,5,On Restructured Obligations
other,FALSE,5,Other
other-direct-taxes,FALSE,5,Other Direct Taxes
other-domestic-interest,FALSE,5,Other Domestic Interest
other-indirect-taxes,FALSE,5,Other Indirect Taxes
other-national-board-of-revenue-nbr-taxes,FALSE,5,other National Board of Revenue NBR taxes
other-tax,FALSE,5,Other Tax
other-tax-revenue,FALSE,5,Other Tax Revenue
other-taxes,FALSE,5,Other Taxes
other-taxes-on-good-and-services,FALSE,5,Other Taxes on Good and Services
other-transfers,FALSE,5,Other Transfers
others,FALSE,5,Others
personal-income-tax,FALSE,5,Personal Income Tax
petroleum-operations,FALSE,5,Petroleum Operations
petroleum-surcharge,FALSE,5,Petroleum Surcharge
profit-sharing,FALSE,5,Profit Sharing
profit-taxes,FALSE,5,Profit Taxes
property,FALSE,5,Property
refined-petroleum-products,FALSE,5,Refined Petroleum Products
retail-sales-tax,FALSE,5,Retail Sales Tax
road-tax-and-emergency-fund,FALSE,5,Road Tax And Emergency Fund
royalties,FALSE,5,Royalties
salary-defenseinterior,FALSE,5,Salary DefenseInterior
salary-others,FALSE,5,Salary Others
sales-taxes,FALSE,5,Sales Taxes
sales-taxvalue-added-tax,FALSE,5,Sales TaxValue-Added Tax
self-employed-tax,FALSE,5,Self-Employed Tax
social-contributions-national-health-insurance,FALSE,5,Social Contributions National Health Insurance
social-fund,FALSE,5,Social Fund
social-tax,FALSE,5,Social Tax
strategic-food-reserve,FALSE,5,Strategic Food Reserve
tax-department,FALSE,5,Tax Department
tax-refund,FALSE,5,Tax Refund
taxes-on-aluminum-and-cotton,FALSE,5,Taxes on aluminum and cotton
taxes-on-goods-and-services,FALSE,5,Taxes on Goods and Services
taxes-on-income,FALSE,5,Taxes on Income
taxes-on-income-and-profit,FALSE,5,Taxes on Income and Profit
taxes-on-income-and-profits,FALSE,5,Taxes on Income and Profits
taxes-on-income-profits-and-capital-gains,FALSE,5,Taxes On Income Profits and Capital Gains
taxes-on-international-trade,FALSE,5,Taxes on International Trade
taxes-on-international-trade-and-transactions,FALSE,5,Taxes on International Trade and Transactions
taxes-on-petroleum-products,FALSE,5,Taxes on Petroleum Products
taxes-on-profits,FALSE,5,Taxes on Profits
to-banks,FALSE,5,To Banks
to-national-bank-of-tajikistan,FALSE,5,To National Bank of Tajikistan
transfer-to-niger-delta-dev-comm,FALSE,5,Transfer To Niger Delta Dev Comm
vallue-added-tax,FALSE,5,Vallue Added Tax
value-added-tax,FALSE,5,Value Added Tax
value-added-tax-and-luxury-taxes,FALSE,5,Value Added Tax and Luxury Taxes
value_added-tax-and-supplementary-duties,FALSE,5,Value_added  Tax and Supplementary Duties
value-added-tax,FALSE,5,Value-Added Tax
vat,FALSE,5,Vat
windfall-tax,FALSE,5,Windfall Tax
excise-taxes,FALSE,6,Excise Taxes
grants,FALSE,6,Grants
other,FALSE,6,Other
other-internal-indirect-taxes,FALSE,6,Other Internal Indirect Taxes
pensions-for-defense-and-civil-government,FALSE,6,Pensions for defense and civil government
running-of-the-civil-government,FALSE,6,Running of the civil government
subsidies,FALSE,6,Subsidies
agriculture,TRUE,1,Agriculture
defence,TRUE,1,Defence
education,TRUE,1,Education
health,TRUE,1,Health
interest-payments,TRUE,1,Interest Payments
other,TRUE,1,Other
social-protection,TRUE,1,Social Protection
wash,TRUE,1,WASH
community-mobilisation-and-empowerment---district-governments,TRUE,2,Community Mobilisation and Empowerment - District Governments
domestic-interest-payments,TRUE,2,Domestic Interest Payments
external-interest-payments,TRUE,2,External Interest Payments
external-security,TRUE,2,External Security
local-governments,TRUE,2,Local Governments
ministry-of-agriculture-animal-fisheries,TRUE,2,"Ministry of Agriculture, Animal & Fisheries"
ministry-of-defence,TRUE,2,Ministry of Defence
ministry-of-health,TRUE,2,Ministry of health
national-agricultural-advisory-services-secretariat,TRUE,2,National Agricultural Advisory Services Secretariat
national-agricultural-research-organisation,TRUE,2,National Agricultural Research Organisation
other,TRUE,2,Other
policy-planning-and-support-services,TRUE,2,"Policy, Planning and Support Services"
pre-primary-and-primary-education,TRUE,2,Pre-primary and Primary education
promotion-of-labour-productivity-and-employment,TRUE,2,Promotion of Labour Productivity and Employment
rural-water-supply-and-sanitation---central-government,TRUE,2,Rural Water Supply and Sanitation - Central Government
rural-water-supply-and-sanitation---district-governments,TRUE,2,Rural Water Supply and Sanitation - District Governments
secondary-education,TRUE,2,Secondary education
social-protection-for-vulnerable-groups,TRUE,2,Social Protection for Vulnerable Groups
tertiaryhigher-education,TRUE,2,Tertiary/Higher education
urban-water-supply-and-sanitation-----district-governments,TRUE,2,Urban Water Supply and Sanitation -  - District Governments
urban-water-supply-and-sanitation---central-government,TRUE,2,Urban Water Supply and Sanitation - Central Government
water-for-production,TRUE,2,Water for Production
water-resources-management,TRUE,2,Water Resources Management
sector-monitoring-and-quality-assurance,TRUE,3, Sector Monitoring and Quality Assurance
support-to-national-library-of-uganda,TRUE,3, Support to National Library of Uganda
abi-zonal-agricultural-research-and-development-institute,TRUE,3,Abi Zonal Agricultural Research and Development Institute
agricultural-technology-and-agribusiness-advisory-services,TRUE,3,Agricultural Technology and Agribusiness Advisory Services
agriculture-advisory-services,TRUE,3,Agriculture Advisory Services
animal-resources,TRUE,3,Animal Resources
arua-referral-hospital,TRUE,3,Arua Referral Hospital
buginyaya-zonal-agricultural-research-and-development-institute,TRUE,3,Buginyaya Zonal Agricultural Research and Development Institute
bulindi-zonal-agricultural-research-and-development-institute,TRUE,3,Bulindi Zonal Agricultural Research and Development Institute
busitema-university,TRUE,3,Busitema University
butabika-hospital,TRUE,3,Butabika Hospital
central-government,TRUE,3,Central Government
central-government---skills-development,TRUE,3,Central Government - Skills Development
clinical-and-public-health,TRUE,3,Clinical and public health
crops,TRUE,3,Crops
dairy-development-authority,TRUE,3,Dairy Development Authority
disability-and-elderly,TRUE,3,Disability and Elderly
district-governments,TRUE,3,District Governments
district-governments---education-inspection-and-monitoring,TRUE,3,District Governments - Education Inspection and Monitoring
district-governments---skills-development,TRUE,3,District Governments - Skills Development
district-production-services,TRUE,3,District Production Services
eastern-africa-agricultural-productivity-adaptable-program,TRUE,3,Eastern Africa Agricultural Productivity Adaptable Program
education-service-commission,TRUE,3,Education Service Commission
employment-services,TRUE,3,Employment Services
energy-for-rural-transformation,TRUE,3,Energy for Rural Transformation
external-security,TRUE,3,External Security
finance-and-administration,TRUE,3,Finance and Administration
fort-portal-referral-hospital,TRUE,3,Fort Portal Referral Hospital
functional-adult-literacy-project,TRUE,3,Functional Adult Literacy project
gulu-referral-hospital,TRUE,3,Gulu Referral Hospital
gulu-university,TRUE,3,Gulu University
headquarters,TRUE,3,Headquarters
headquarters-planning-and-policy,TRUE,3,"Headquarters, Planning and Policy"
health-research,TRUE,3,Health Research
health-service-commission,TRUE,3,Health Service Commission
health-systems-development,TRUE,3,Health systems development
higher-education,TRUE,3,Higher Education
hoima-referral-hospital,TRUE,3,Hoima Referral Hospital
industrial-court,TRUE,3,Industrial Court
internal-audit,TRUE,3,Internal Audit
investment-subsidy-to-national-water-and-sewerage-corporation,TRUE,3,Investment Subsidy to National Water and Sewerage Corporation
jinja-referral-hospital,TRUE,3,Jinja Referral Hospital
kabale-referral-hospital,TRUE,3,Kabale Referral Hospital
kacwekano-zonal-agricultural-research-and-development-institute,TRUE,3,Kacwekano Zonal Agricultural Research and Development Institute
kampala-capital-city-authority,TRUE,3,Kampala Capital City Authority
kampala-capital-city-authority,TRUE,3,Kampala Capital City Authority 
kampala-capital-city-authority-community-health-management,TRUE,3,Kampala Capital City Authority (community health management)
kampala-water-lake-victoria-water-and-sanitation,TRUE,3,Kampala Water Lake Victoria Water and Sanitation
kyambogo-university,TRUE,3,Kyambogo University
labour-and-industrial-relations,TRUE,3,Labour and Industrial Relations
lake-victoria-environment-management-project,TRUE,3,Lake Victoria Environment Management Project
lake-victoria-water-and-sanitation-phase-ii-project,TRUE,3,Lake Victoria Water and Sanitation Phase II Project
lira-referral-hospital,TRUE,3,Lira Referral Hospital
makerere-university,TRUE,3,Makerere University
makerere-university-business-school,TRUE,3,Makerere University Business School
mapping-of-ground-water-resurces-in-uganda,TRUE,3,Mapping of Ground Water Resurces in Uganda
masaka-referral-hospital,TRUE,3,Masaka Referral Hospital
mbale-referral-hospital,TRUE,3,Mbale Referral Hospital
mbarara-referral-hospital,TRUE,3,Mbarara Referral Hospital
mbarara-university,TRUE,3,Mbarara University
