id,year,sector,sector-rank,sector-value,purpose-code,purpose-name,purpose-rank,purpose-value
undp,2014,humanitarian,3,52364851.61,74010,Disaster prevention and preparedness,1,26403187.41
undp,2014,humanitarian,3,52364851.61,72050,Relief co-ordination; protection and support services,4,222429.36
undp,2014,other,2,67123301.11,43030,Urban development and management,3,3539337.54
undp,2014,other,2,67123301.11,99810,Sectors not specified,2,17544024.75
undp,2014,other,2,67123301.11,43010,Multisector aid,1,42920333.12
undp,2014,other,2,67123301.11,0,Other,6,524133.81
undp,2014,other,2,67123301.11,99820,Promotion of development awareness  (non-sector allocable),5,932386.08
undp,2014,other,2,67123301.11,43040,Rural development,4,1663085.80
undp,2014,other-social-services,5,12996249.27,16062,Statistical capacity building,3,2358935.97
undp,2014,other-social-services,5,12996249.27,16010,Social/welfare services,1,6053709.94
undp,2014,other-social-services,5,12996249.27,16020,Employment policy and administrative management,2,3665864.00
undp,2014,other-social-services,5,12996249.27,16064,Social mitigation of HIV/AIDS,4,592852.07
undp,2014,other-social-services,5,12996249.27,16050,Multisector aid for basic social services,5,175740.84
undp,2014,other-social-services,5,12996249.27,0,Other,6,149146.44
unece,2014,environment,1,5365424.47,41010,Environmental policy and admin. mgmt,1,5060825.70
unece,2014,environment,1,5365424.47,41082,Environmental research,2,304598.77
unece,2014,governance-and-security,5,991517.80,15240,Reintegration and SALW control,1,741213.42
unece,2014,governance-and-security,5,991517.80,15170,Women's equality organisations and institutions,3,56296.35
unece,2014,governance-and-security,5,991517.80,15210,Security system management and reform,2,194008.03
unece,2014,industry-and-trade,4,1260360.78,32110,Industrial policy & admin. mgmt,2,561730.19
unece,2014,industry-and-trade,4,1260360.78,33110,Trade policy and admin. management,4,3834.51
unece,2014,industry-and-trade,4,1260360.78,33120,Trade facilitation,3,127507.77
unece,2014,industry-and-trade,4,1260360.78,33150,Trade-related adjustment,1,567288.30
unece,2014,infrastructure,3,1923819.03,23640,Gas distribution,2,277242.07
unece,2014,infrastructure,3,1923819.03,21020,Road transport,1,1414625.96
unece,2014,infrastructure,3,1923819.03,21030,Rail transport,3,141013.27
unece,2014,infrastructure,3,1923819.03,21010,Transport policy & administrative management,4,83438.09
unece,2014,infrastructure,3,1923819.03,23320,Coal-fired electric power plants,5,7499.64
unece,2014,water-and-sanitation,2,2844990.17,14010,Water resources policy/administrative management,1,2812210.07
unece,2014,water-and-sanitation,2,2844990.17,14022,Sanitation - large systems,2,32780.10
unfpa,2014,health,1,336801989.42,13010,Population policy and administrative management,1,224999065.00
unfpa,2014,health,1,336801989.42,13020,Reproductive health care,2,68857747.39
unfpa,2014,health,1,336801989.42,13030,Family planning,3,33601281.22
unfpa,2014,health,1,336801989.42,13040,Std control including hiv/aids,4,9343895.80
unhcr,2014,humanitarian,1,339803896.43,72010,Material relief assistance and services ,1,339803896.43
unhcr,2014,other,2,135753319.35,91010,Administrative costs (non-sector allocable),1,135753319.35
unicef,2014,education,4,81174707.94,11120,Education facilities and training,4,2526144.96
unicef,2014,education,4,81174707.94,0,Other,6,3508106.68
unicef,2014,education,4,81174707.94,11182,Educational research,5,1980857.32
unicef,2014,education,4,81174707.94,11110,Education policy & administrative management,1,49451788.67
unicef,2014,education,4,81174707.94,11220,Primary education,2,20258966.75
unicef,2014,education,4,81174707.94,11240,Early childhood education,3,3448843.56
unicef,2014,governance-and-security,5,72928561.29,15112,Decentralisation and support to subnational government,4,10062996.49
unicef,2014,governance-and-security,5,72928561.29,15110,Public sector policy and administrative management,1,16650559.42
unicef,2014,governance-and-security,5,72928561.29,15160,Human rights,3,13096369.22
unicef,2014,governance-and-security,5,72928561.29,15150,Democratic participation and civil society,2,14600597.62
unicef,2014,governance-and-security,5,72928561.29,0,Other,6,9124780.53
unicef,2014,governance-and-security,5,72928561.29,15130,Legal and judicial development,5,9393257.99
unicef,2014,health,2,225936354.87,12250,Infectious disease control,2,43442105.27
unicef,2014,health,2,225936354.87,12110,Health policy & administrative management,4,29845378.90
unicef,2014,health,2,225936354.87,13040,Std control including hiv/aids,5,21985432.58
unicef,2014,health,2,225936354.87,0,Other,6,45466162.55
unicef,2014,health,2,225936354.87,12220,Basic health care,1,45785656.59
unicef,2014,health,2,225936354.87,12240,Basic nutrition,3,39411618.98
unicef,2014,other,1,709606536.31,43010,Multisector aid,2,268304767.23
unicef,2014,other,1,709606536.31,91010,Administrative costs (non-sector allocable),1,306188642.56
unicef,2014,other,1,709606536.31,99810,Sectors not specified,3,134909592.13
unicef,2014,other,1,709606536.31,43030,Urban development and management,4,203534.39
unicef,2014,other-social-services,3,92091519.46,16050,Multisector aid for basic social services,3,7857976.06
unicef,2014,other-social-services,3,92091519.46,16062,Statistical capacity building,2,21670840.89
unicef,2014,other-social-services,3,92091519.46,16010,Social/welfare services,1,60004369.81
unicef,2014,other-social-services,3,92091519.46,16064,Social mitigation of HIV/AIDS,4,2199661.42
unicef,2014,other-social-services,3,92091519.46,16020,Employment policy and administrative management,5,358671.28
unpbf,2014,governance-and-security,1,53383980.96,15160,Human rights,5,1831246.75
unpbf,2014,governance-and-security,1,53383980.96,0,Other,6,3438417.32
unpbf,2014,governance-and-security,1,53383980.96,15220,"Civilian peace-building, conflict prevention and resolution",1,23920391.30
unpbf,2014,governance-and-security,1,53383980.96,15130,Legal and judicial development,2,16039788.85
unpbf,2014,governance-and-security,1,53383980.96,15210,Security system management and reform,3,6184302.85
unpbf,2014,governance-and-security,1,53383980.96,15240,Reintegration and SALW control,4,1969833.89
unpbf,2014,health,4,1914397.68,13010,Population policy and administrative management,1,1914397.68
unpbf,2014,other,3,2240092.72,43040,Rural development,1,2234345.40
unpbf,2014,other,3,2240092.72,43010,Multisector aid,2,5747.31
unpbf,2014,other-social-services,2,4490280.61,16020,Employment policy and administrative management,1,4451271.55
unpbf,2014,other-social-services,2,4490280.61,16010,Social/welfare services,2,26618.95
unpbf,2014,other-social-services,2,4490280.61,16050,Multisector aid for basic social services,3,12390.11
unpbf,2014,water-and-sanitation,5,1358043.34,14021,Water supply - large systems,1,1034259.12
unpbf,2014,water-and-sanitation,5,1358043.34,14015,Water resources protection,2,323784.22
unrwa,2014,education,1,391075055.95,11220,Primary education,1,391075055.95
unrwa,2014,health,3,103137852.59,12220,Basic health care,1,103137852.59
unrwa,2014,humanitarian,4,37996902.88,72010,Material relief assistance and services ,1,37996902.88
unrwa,2014,other,2,141480713.71,91010,Administrative costs (non-sector allocable),1,141480713.71
wfp,2014,agriculture-and-food-security,4,20890984.16,31130,Agricultural land resources,2,416051.31
wfp,2014,agriculture-and-food-security,4,20890984.16,52010,Food aid/Food security programmes,1,20474932.85
wfp,2014,education,3,30271380.53,11120,Education facilities and training,3,218609.95
wfp,2014,education,3,30271380.53,11220,Primary education,1,28252539.62
wfp,2014,education,3,30271380.53,11230,Basic life skills for youth & adults,2,1800230.96
wfp,2014,health,5,19454125.74,12240,Basic nutrition,1,17271285.27
wfp,2014,health,5,19454125.74,13040,Std control including hiv/aids,2,2182840.47
wfp,2014,humanitarian,1,201338631.00,74010,Disaster prevention and preparedness,2,22553832.31
wfp,2014,humanitarian,1,201338631.00,72050,Relief co-ordination; protection and support services,4,1500304.74
wfp,2014,humanitarian,1,201338631.00,72040,Emergency food aid,1,166780706.55
wfp,2014,humanitarian,1,201338631.00,73010,Reconstruction relief and rehabilitation,3,10503787.41
wfp,2014,other,2,31311830.74,99810,Sectors not specified,1,31311830.74
who,2014,health,1,431868618.72,12110,Health policy & administrative management,1,222109372.43
who,2014,health,1,431868618.72,12191,Medical services,2,33798872.56
who,2014,health,1,431868618.72,12182,Medical research,3,27248441.80
who,2014,health,1,431868618.72,13020,Reproductive health care,4,26302548.09
who,2014,health,1,431868618.72,0,Other,6,96497616.20
who,2014,health,1,431868618.72,12281,Health personnel development,5,25911767.64
who,2014,humanitarian,2,35051679.98,74010,Disaster prevention and preparedness,1,23639220.92
who,2014,humanitarian,2,35051679.98,72050,Relief co-ordination; protection and support services,2,11412459.07
