"di_id","entity_name","row_id","year","direction","flow_type","flow_name","value"
"CO","Colombia",86246,2012,"out","commercial","long-debt-comm-amt-out",7212839043
"CO","Colombia",69881,2012,"in","official","long-debt-net-official-in",2092311691
"CO","Colombia",90937,2012,"in","commercial","short-debt-net-flow-in",0
"CO","Colombia",65212,2012,"out","official","oofs-capital-payments-out",912031726.4
"CO","Colombia",88593,2012,"out","commercial","long-debt-comm-int-out",1996768147
"CO","Colombia",83903,2012,"in","commercial","long-debt-disbursement-in",9499208495
"CO","Colombia",67540,2012,"out","official","ssc-out",
"CO","Colombia",55865,2012,"out","official","oda-interest-payments-out",5228158.527
"CO","Colombia",97962,2012,"in","private","remittances-in",2815604981
"CO","Colombia",53525,2012,"in","official","oda-in",768338621.9
"CO","Colombia",91083,2013,"in","commercial","short-debt-net-flow-in",397551935.9
"CO","Colombia",72366,2013,"out","official","long-debt-off-amt-out",46706974.11
"CO","Colombia",98108,2013,"in","private","remittances-in",3177273567
"CO","Colombia",77044,2013,"in","commercial","fdi-in",11573327662
"CO","Colombia",58353,2013,"out","official","oda-capital-payments-out",41110427.87
"CO","Colombia",65358,2013,"out","official","oofs-capital-payments-out",1027862546
"CO","Colombia",53670,2013,"in","official","oda-in",826968566
"CO","Colombia",84049,2013,"in","commercial","long-debt-disbursement-in",13220495632
"CO","Colombia",70027,2013,"in","official","long-debt-net-official-in",514802049.4
"CO","Colombia",79371,2013,"out","commercial","fdi-out",5463748314
"CO","Colombia",100443,2013,"out","private","remittances-out",105002976.2
"CO","Colombia",56011,2013,"out","official","oda-interest-payments-out",4913362.734
"CO","Colombia",67686,2013,"out","official","ssc-out",
"CO","Colombia",63017,2013,"out","official","oofs-interest-payments-out",493655029.2
"CO","Colombia",74707,2013,"out","official","long-debt-off-int-out",82671501.26
"CO","Colombia",88739,2013,"out","commercial","long-debt-comm-int-out",1940485059
"CO","Colombia",86392,2013,"out","commercial","long-debt-comm-amt-out",3581621069
"CO","Colombia",95770,2013,"in","commercial","net-portfolio-equity-in",1375266966
"CO","Colombia",93428,2013,"out","commercial","short-debt-interest-out",365483107.7
"CO","Colombia",60694,2013,"in","official","oofs-in",2271331885
"CO","Colombia",81707,2013,"out","commercial","fdi-in-profits-out",9778213911
"CO","Colombia",79517,2014,"out","commercial","fdi-out",2918519056
"CO","Colombia",72513,2014,"out","official","long-debt-off-amt-out",106345763.6
"CO","Colombia",93574,2014,"out","commercial","short-debt-interest-out",429961870.7
"CO","Colombia",81853,2014,"out","commercial","fdi-in-profits-out",9016161703
"CO","Colombia",95916,2014,"in","commercial","net-portfolio-equity-in",2906378311
"CO","Colombia",63163,2014,"out","official","oofs-interest-payments-out",258232037
"CO","Colombia",58500,2014,"out","official","oda-capital-payments-out",53703846.33
"CO","Colombia",70173,2014,"in","official","long-debt-net-official-in",4523424.55
"CO","Colombia",53816,2014,"in","official","oda-in",1149512334
"CO","Colombia",100589,2014,"out","private","remittances-out",152714837.7
"CO","Colombia",65504,2014,"out","official","oofs-capital-payments-out",1203660318
"CO","Colombia",86538,2014,"out","commercial","long-debt-comm-amt-out",6642450214
"CO","Colombia",84196,2014,"in","commercial","long-debt-disbursement-in",12571751072
"CO","Colombia",98255,2014,"in","private","remittances-in",3118214497
"CO","Colombia",56157,2014,"out","official","oda-interest-payments-out",2290815.908
"CO","Colombia",60840,2014,"in","official","oofs-in",1830426362
"CO","Colombia",77190,2014,"in","commercial","fdi-in",12219535282
"CO","Colombia",74854,2014,"out","official","long-debt-off-int-out",238972002.5
"CO","Colombia",91230,2014,"in","commercial","short-debt-net-flow-in",995961823.7
"CO","Colombia",67832,2014,"out","official","ssc-out",
"CO","Colombia",88885,2014,"out","commercial","long-debt-comm-int-out",2576038258
"CO","Colombia",65651,2015,"out","official","oofs-capital-payments-out",1.548e+09
"CO","Colombia",79662,2015,"out","commercial","fdi-out",4217736436
"CO","Colombia",84342,2015,"in","commercial","long-debt-disbursement-in",16499460000
"CO","Colombia",53962,2015,"in","official","oda-in",1412040000
"CO","Colombia",91377,2015,"in","commercial","short-debt-net-flow-in",0
"CO","Colombia",96062,2015,"in","commercial","net-portfolio-equity-in",1760002472
"CO","Colombia",56304,2015,"out","official","oda-interest-payments-out",50200000
"CO","Colombia",58647,2015,"out","official","oda-capital-payments-out",64590000
"CO","Colombia",63311,2015,"out","official","oofs-interest-payments-out",199700000
"CO","Colombia",100735,2015,"out","private","remittances-out",109869632
"CO","Colombia",93720,2015,"out","commercial","short-debt-interest-out",560914000
"CO","Colombia",75000,2015,"out","official","long-debt-off-int-out",278247000
"CO","Colombia",72659,2015,"out","official","long-debt-off-amt-out",209701000
"CO","Colombia",70319,2015,"in","official","long-debt-net-official-in",350891000
"CO","Colombia",60986,2015,"in","official","oofs-in",2153510000
"CO","Colombia",82000,2015,"out","commercial","fdi-in-profits-out",5649458911
"CO","Colombia",86685,2015,"out","commercial","long-debt-comm-amt-out",7606653000
"CO","Colombia",67978,2015,"out","official","ssc-out",
"CO","Colombia",77336,2015,"in","commercial","fdi-in",12107598866
"CO","Colombia",89032,2015,"out","commercial","long-debt-comm-int-out",3778655000
"CO","Colombia",98401,2015,"in","private","remittances-in",4674661084
"KM","Comoros",65798,2000,"out","official","ssc-out",
"KM","Comoros",61117,2000,"out","official","oofs-interest-payments-out",0
"KM","Comoros",72806,2000,"out","official","long-debt-off-int-out",0
"KM","Comoros",82147,2000,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",58794,2000,"in","official","oofs-in",0
"KM","Comoros",77479,2000,"out","commercial","fdi-out",
"KM","Comoros",56451,2000,"out","official","oda-capital-payments-out",2847096.728
"KM","Comoros",96209,2000,"in","private","remittances-in",
"KM","Comoros",93867,2000,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",98548,2000,"out","private","remittances-out",
"KM","Comoros",89179,2000,"in","commercial","short-debt-net-flow-in",4245437.126
"KM","Comoros",70467,2000,"out","official","long-debt-off-amt-out",0
"KM","Comoros",63458,2000,"out","official","oofs-capital-payments-out",40028.68135
"KM","Comoros",91524,2000,"out","commercial","short-debt-interest-out",1284244.731
"KM","Comoros",51773,2000,"in","official","oda-in",32926505.27
"KM","Comoros",75147,2000,"in","commercial","fdi-in",198763.1197
"KM","Comoros",86834,2000,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",54110,2000,"out","official","oda-interest-payments-out",1140067.253
"KM","Comoros",84489,2000,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",68125,2000,"in","official","long-debt-net-official-in",0
"KM","Comoros",79805,2000,"out","commercial","fdi-in-profits-out",
"KM","Comoros",72952,2001,"out","official","long-debt-off-int-out",0
"KM","Comoros",51919,2001,"in","official","oda-in",43974628.79
"KM","Comoros",65935,2001,"out","official","ssc-out",
"KM","Comoros",86980,2001,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",91670,2001,"out","commercial","short-debt-interest-out",557857.2706
"KM","Comoros",79951,2001,"out","commercial","fdi-in-profits-out",
"KM","Comoros",61264,2001,"out","official","oofs-interest-payments-out",0
"KM","Comoros",84635,2001,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",82295,2001,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",94014,2001,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",58941,2001,"in","official","oofs-in",0
"KM","Comoros",56598,2001,"out","official","oda-capital-payments-out",3794250.746
"KM","Comoros",96357,2001,"in","private","remittances-in",
"KM","Comoros",75293,2001,"in","commercial","fdi-in",2307787.045
"KM","Comoros",77624,2001,"out","commercial","fdi-out",
"KM","Comoros",98692,2001,"out","private","remittances-out",
"KM","Comoros",63604,2001,"out","official","oofs-capital-payments-out",0
"KM","Comoros",89326,2001,"in","commercial","short-debt-net-flow-in",0
"KM","Comoros",70613,2001,"out","official","long-debt-off-amt-out",0
"KM","Comoros",68272,2001,"in","official","long-debt-net-official-in",0
"KM","Comoros",54256,2001,"out","official","oda-interest-payments-out",917617.1751
"KM","Comoros",77771,2002,"out","commercial","fdi-out",
"KM","Comoros",54404,2002,"out","official","oda-interest-payments-out",950802.2821
"KM","Comoros",73098,2002,"out","official","long-debt-off-int-out",172128.4268
"KM","Comoros",91817,2002,"out","commercial","short-debt-interest-out",228894.1845
"KM","Comoros",87127,2002,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",70759,2002,"out","official","long-debt-off-amt-out",1627895.44
"KM","Comoros",56744,2002,"out","official","oda-capital-payments-out",3514647.748
"KM","Comoros",84783,2002,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",94161,2002,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",66081,2002,"out","official","ssc-out",
"KM","Comoros",75439,2002,"in","commercial","fdi-in",788171.4504
"KM","Comoros",80097,2002,"out","commercial","fdi-in-profits-out",
"KM","Comoros",63750,2002,"out","official","oofs-capital-payments-out",745953.413
"KM","Comoros",82441,2002,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",52065,2002,"in","official","oda-in",43598280.38
"KM","Comoros",89473,2002,"in","commercial","short-debt-net-flow-in",5475148.894
"KM","Comoros",59087,2002,"in","official","oofs-in",0
"KM","Comoros",98836,2002,"out","private","remittances-out",
"KM","Comoros",96501,2002,"in","private","remittances-in",
"KM","Comoros",68418,2002,"in","official","long-debt-net-official-in",0
"KM","Comoros",61410,2002,"out","official","oofs-interest-payments-out",0
"KM","Comoros",77916,2003,"out","commercial","fdi-out",
"KM","Comoros",94307,2003,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",63896,2003,"out","official","oofs-capital-payments-out",0
"KM","Comoros",87275,2003,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",70905,2003,"out","official","long-debt-off-amt-out",0
"KM","Comoros",80243,2003,"out","commercial","fdi-in-profits-out",2363205.825
"KM","Comoros",91963,2003,"out","commercial","short-debt-interest-out",113488.0719
"KM","Comoros",75585,2003,"in","commercial","fdi-in",1154901.232
"KM","Comoros",96647,2003,"in","private","remittances-in",
"KM","Comoros",52211,2003,"in","official","oda-in",33550745.19
"KM","Comoros",56891,2003,"out","official","oda-capital-payments-out",2737201.442
"KM","Comoros",61556,2003,"out","official","oofs-interest-payments-out",0
"KM","Comoros",82589,2003,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",84929,2003,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",73244,2003,"out","official","long-debt-off-int-out",4364.925842
"KM","Comoros",59233,2003,"in","official","oofs-in",0
"KM","Comoros",98981,2003,"out","private","remittances-out",
"KM","Comoros",68564,2003,"in","official","long-debt-net-official-in",1449155.38
"KM","Comoros",54551,2003,"out","official","oda-interest-payments-out",1521856.164
"KM","Comoros",89620,2003,"in","commercial","short-debt-net-flow-in",0
"KM","Comoros",66227,2003,"out","official","ssc-out",
"KM","Comoros",78062,2004,"out","commercial","fdi-out",
"KM","Comoros",80391,2004,"out","commercial","fdi-in-profits-out",2456661.689
"KM","Comoros",71051,2004,"out","official","long-debt-off-amt-out",0
"KM","Comoros",73390,2004,"out","official","long-debt-off-int-out",16894.15579
"KM","Comoros",89767,2004,"in","commercial","short-debt-net-flow-in",2515929.662
"KM","Comoros",87422,2004,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",94454,2004,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",68710,2004,"in","official","long-debt-net-official-in",0
"KM","Comoros",99126,2004,"out","private","remittances-out",
"KM","Comoros",64042,2004,"out","official","oofs-capital-payments-out",208068.4522
"KM","Comoros",75731,2004,"in","commercial","fdi-in",872458.8693
"KM","Comoros",96793,2004,"in","private","remittances-in",
"KM","Comoros",92109,2004,"out","commercial","short-debt-interest-out",93567.63206
"KM","Comoros",66373,2004,"out","official","ssc-out",
"KM","Comoros",52357,2004,"in","official","oda-in",31870664.3
"KM","Comoros",82735,2004,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",57037,2004,"out","official","oda-capital-payments-out",2744040.805
"KM","Comoros",85076,2004,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",61703,2004,"out","official","oofs-interest-payments-out",0
"KM","Comoros",59380,2004,"in","official","oofs-in",0
"KM","Comoros",54697,2004,"out","official","oda-interest-payments-out",1167413.632
"KM","Comoros",73536,2005,"out","official","long-debt-off-int-out",139397.0121
"KM","Comoros",96940,2005,"in","private","remittances-in",68474599.64
"KM","Comoros",52503,2005,"in","official","oda-in",28789432.48
"KM","Comoros",94600,2005,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",68857,2005,"in","official","long-debt-net-official-in",684312.6049
"KM","Comoros",75877,2005,"in","commercial","fdi-in",707938.7307
"KM","Comoros",71197,2005,"out","official","long-debt-off-amt-out",0
"KM","Comoros",99273,2005,"out","private","remittances-out",506127.7481
"KM","Comoros",78207,2005,"out","commercial","fdi-out",
"KM","Comoros",54843,2005,"out","official","oda-interest-payments-out",1232772.81
"KM","Comoros",64188,2005,"out","official","oofs-capital-payments-out",0
"KM","Comoros",61850,2005,"out","official","oofs-interest-payments-out",0
"KM","Comoros",87569,2005,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",89913,2005,"in","commercial","short-debt-net-flow-in",0
"KM","Comoros",57184,2005,"out","official","oda-capital-payments-out",3122803.591
"KM","Comoros",66519,2005,"out","official","ssc-out",
"KM","Comoros",80538,2005,"out","commercial","fdi-in-profits-out",2165457.96
"KM","Comoros",92257,2005,"out","commercial","short-debt-interest-out",192621.3258
"KM","Comoros",85222,2005,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",82881,2005,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",59525,2005,"in","official","oofs-in",0
"KM","Comoros",71344,2006,"out","official","long-debt-off-amt-out",75162.58344
"KM","Comoros",73682,2006,"out","official","long-debt-off-int-out",225487.7503
"KM","Comoros",76023,2006,"in","commercial","fdi-in",1017992.834
"KM","Comoros",94747,2006,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",83027,2006,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",90059,2006,"in","commercial","short-debt-net-flow-in",1232173.499
"KM","Comoros",85369,2006,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",69004,2006,"in","official","long-debt-net-official-in",0
"KM","Comoros",80684,2006,"out","commercial","fdi-in-profits-out",1819034.814
"KM","Comoros",54989,2006,"out","official","oda-interest-payments-out",1400930.193
"KM","Comoros",52649,2006,"in","official","oda-in",36353650.58
"KM","Comoros",57331,2006,"out","official","oda-capital-payments-out",2656149.921
"KM","Comoros",61996,2006,"out","official","oofs-interest-payments-out",0
"KM","Comoros",78353,2006,"out","commercial","fdi-out",
"KM","Comoros",97086,2006,"in","private","remittances-in",77801088.27
"KM","Comoros",64334,2006,"out","official","oofs-capital-payments-out",0
"KM","Comoros",59671,2006,"in","official","oofs-in",0
"KM","Comoros",92403,2006,"out","commercial","short-debt-interest-out",274774.6903
"KM","Comoros",99419,2006,"out","private","remittances-out",502712.7908
"KM","Comoros",66665,2006,"out","official","ssc-out",
"KM","Comoros",87715,2006,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",94893,2007,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",73828,2007,"out","official","long-debt-off-int-out",0
"KM","Comoros",80830,2007,"out","commercial","fdi-in-profits-out",1690465.595
"KM","Comoros",71490,2007,"out","official","long-debt-off-amt-out",0
"KM","Comoros",85516,2007,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",76169,2007,"in","commercial","fdi-in",8246281.797
"KM","Comoros",90205,2007,"in","commercial","short-debt-net-flow-in",0
"KM","Comoros",99565,2007,"out","private","remittances-out",488588.5449
"KM","Comoros",59817,2007,"in","official","oofs-in",0
"KM","Comoros",78498,2007,"out","commercial","fdi-out",
"KM","Comoros",69151,2007,"in","official","long-debt-net-official-in",0
"KM","Comoros",92549,2007,"out","commercial","short-debt-interest-out",197522.5201
"KM","Comoros",97233,2007,"in","private","remittances-in",79382199.38
"KM","Comoros",66811,2007,"out","official","ssc-out",
"KM","Comoros",87862,2007,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",62142,2007,"out","official","oofs-interest-payments-out",11443337.44
"KM","Comoros",57477,2007,"out","official","oda-capital-payments-out",3545835.195
"KM","Comoros",52795,2007,"in","official","oda-in",46246742.64
"KM","Comoros",55135,2007,"out","official","oda-interest-payments-out",1931120.776
"KM","Comoros",64481,2007,"out","official","oofs-capital-payments-out",9503952.26
"KM","Comoros",83173,2007,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",55281,2008,"out","official","oda-interest-payments-out",5877257.233
"KM","Comoros",52941,2008,"in","official","oda-in",42543905.21
"KM","Comoros",64628,2008,"out","official","oofs-capital-payments-out",0
"KM","Comoros",69297,2008,"in","official","long-debt-net-official-in",0
"KM","Comoros",80977,2008,"out","commercial","fdi-in-profits-out",2592911.109
"KM","Comoros",97380,2008,"in","private","remittances-in",95639073.73
"KM","Comoros",85662,2008,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",76315,2008,"in","commercial","fdi-in",4389586.2
"KM","Comoros",57623,2008,"out","official","oda-capital-payments-out",5427501.135
"KM","Comoros",99711,2008,"out","private","remittances-out",629648.0085
"KM","Comoros",62288,2008,"out","official","oofs-interest-payments-out",9187.890871
"KM","Comoros",71636,2008,"out","official","long-debt-off-amt-out",2256476.246
"KM","Comoros",88009,2008,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",83320,2008,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",78644,2008,"out","commercial","fdi-out",
"KM","Comoros",92695,2008,"out","commercial","short-debt-interest-out",45489.65132
"KM","Comoros",73974,2008,"out","official","long-debt-off-int-out",0
"KM","Comoros",90351,2008,"in","commercial","short-debt-net-flow-in",0
"KM","Comoros",59963,2008,"in","official","oofs-in",0
"KM","Comoros",66957,2008,"out","official","ssc-out",
"KM","Comoros",95040,2008,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",78788,2009,"out","commercial","fdi-out",
"KM","Comoros",71783,2009,"out","official","long-debt-off-amt-out",0
"KM","Comoros",95187,2009,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",74121,2009,"out","official","long-debt-off-int-out",1915.334918
"KM","Comoros",99857,2009,"out","private","remittances-out",566856.5813
"KM","Comoros",90499,2009,"in","commercial","short-debt-net-flow-in",0
"KM","Comoros",55427,2009,"out","official","oda-interest-payments-out",2487088.616
"KM","Comoros",81123,2009,"out","commercial","fdi-in-profits-out",1664528.418
"KM","Comoros",97526,2009,"in","private","remittances-in",95771510.41
"KM","Comoros",85808,2009,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",64774,2009,"out","official","oofs-capital-payments-out",987457.0828
"KM","Comoros",83466,2009,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",62434,2009,"out","official","oofs-interest-payments-out",702613.6935
"KM","Comoros",53087,2009,"in","official","oda-in",52088430.22
"KM","Comoros",88155,2009,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",67103,2009,"out","official","ssc-out",
"KM","Comoros",60109,2009,"in","official","oofs-in",0
"KM","Comoros",92841,2009,"out","commercial","short-debt-interest-out",
"KM","Comoros",57769,2009,"out","official","oda-capital-payments-out",7072268.932
"KM","Comoros",76461,2009,"in","commercial","fdi-in",13200591.67
"KM","Comoros",69443,2009,"in","official","long-debt-net-official-in",0
"KM","Comoros",64920,2010,"out","official","oofs-capital-payments-out",9399.395367
"KM","Comoros",60256,2010,"in","official","oofs-in",2490839.772
"KM","Comoros",81269,2010,"out","commercial","fdi-in-profits-out",1746326.395
"KM","Comoros",78934,2010,"out","commercial","fdi-out",
"KM","Comoros",90645,2010,"in","commercial","short-debt-net-flow-in",0
"KM","Comoros",100004,2010,"out","private","remittances-out",758130.6111
"KM","Comoros",71929,2010,"out","official","long-debt-off-amt-out",0
"KM","Comoros",88301,2010,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",74268,2010,"out","official","long-debt-off-int-out",0
"KM","Comoros",53234,2010,"in","official","oda-in",67950126.63
"KM","Comoros",55573,2010,"out","official","oda-interest-payments-out",1363813.017
"KM","Comoros",97672,2010,"in","private","remittances-in",84092924.25
"KM","Comoros",76607,2010,"in","commercial","fdi-in",8048060.047
"KM","Comoros",69589,2010,"in","official","long-debt-net-official-in",0
"KM","Comoros",95333,2010,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",67249,2010,"out","official","ssc-out",
"KM","Comoros",57915,2010,"out","official","oda-capital-payments-out",3054803.494
"KM","Comoros",92988,2010,"out","commercial","short-debt-interest-out",
"KM","Comoros",62580,2010,"out","official","oofs-interest-payments-out",93993.95367
"KM","Comoros",83612,2010,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",85955,2010,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",90791,2011,"in","commercial","short-debt-net-flow-in",0
"KM","Comoros",69736,2011,"in","official","long-debt-net-official-in",0
"KM","Comoros",83758,2011,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",86101,2011,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",100151,2011,"out","private","remittances-out",785136.9934
"KM","Comoros",72075,2011,"out","official","long-debt-off-amt-out",0
"KM","Comoros",93135,2011,"out","commercial","short-debt-interest-out",
"KM","Comoros",76753,2011,"in","commercial","fdi-in",20273093.3
"KM","Comoros",65066,2011,"out","official","oofs-capital-payments-out",8851.416633
"KM","Comoros",67395,2011,"out","official","ssc-out",
"KM","Comoros",79079,2011,"out","commercial","fdi-out",
"KM","Comoros",58061,2011,"out","official","oda-capital-payments-out",4635953.674
"KM","Comoros",95479,2011,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",53380,2011,"in","official","oda-in",52235662.29
"KM","Comoros",55719,2011,"out","official","oda-interest-payments-out",1874272.954
"KM","Comoros",81415,2011,"out","commercial","fdi-in-profits-out",2114175.213
"KM","Comoros",74415,2011,"out","official","long-debt-off-int-out",0
"KM","Comoros",60402,2011,"in","official","oofs-in",0
"KM","Comoros",88448,2011,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",62726,2011,"out","official","oofs-interest-payments-out",371759.4986
"KM","Comoros",97818,2011,"in","private","remittances-in",94860240.92
"KM","Comoros",72221,2012,"out","official","long-debt-off-amt-out",0
"KM","Comoros",100297,2012,"out","private","remittances-out",765972.3642
"KM","Comoros",76899,2012,"in","commercial","fdi-in",9650162.365
"KM","Comoros",88594,2012,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",65213,2012,"out","official","oofs-capital-payments-out",217356.3049
"KM","Comoros",90938,2012,"in","commercial","short-debt-net-flow-in",0
"KM","Comoros",62872,2012,"out","official","oofs-interest-payments-out",217356.3049
"KM","Comoros",69882,2012,"in","official","long-debt-net-official-in",0
"KM","Comoros",93282,2012,"out","commercial","short-debt-interest-out",
"KM","Comoros",81562,2012,"out","commercial","fdi-in-profits-out",2066145.193
"KM","Comoros",60549,2012,"in","official","oofs-in",0
"KM","Comoros",55866,2012,"out","official","oda-interest-payments-out",1870966.526
"KM","Comoros",58208,2012,"out","official","oda-capital-payments-out",7750889.636
"KM","Comoros",79225,2012,"out","commercial","fdi-out",
"KM","Comoros",74561,2012,"out","official","long-debt-off-int-out",254877.2547
"KM","Comoros",97963,2012,"in","private","remittances-in",102145311.9
"KM","Comoros",86247,2012,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",67541,2012,"out","official","ssc-out",
"KM","Comoros",83904,2012,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",95625,2012,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",53526,2012,"in","official","oda-in",103422243.3
"KM","Comoros",79372,2013,"out","commercial","fdi-out",
"KM","Comoros",77045,2013,"in","commercial","fdi-in",3676379.824
"KM","Comoros",72367,2013,"out","official","long-debt-off-amt-out",70391.4062
"KM","Comoros",70028,2013,"in","official","long-debt-net-official-in",0
"KM","Comoros",74708,2013,"out","official","long-debt-off-int-out",0
"KM","Comoros",91084,2013,"in","commercial","short-debt-net-flow-in",0
"KM","Comoros",98109,2013,"in","private","remittances-in",100753421.4
"KM","Comoros",53671,2013,"in","official","oda-in",159407053.3
"KM","Comoros",58354,2013,"out","official","oda-capital-payments-out",550906.5974
"KM","Comoros",84050,2013,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",88740,2013,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",56012,2013,"out","official","oda-interest-payments-out",703780.515
"KM","Comoros",100444,2013,"out","private","remittances-out",
"KM","Comoros",63018,2013,"out","official","oofs-interest-payments-out",441206.6599
"KM","Comoros",86393,2013,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",81708,2013,"out","commercial","fdi-in-profits-out",
"KM","Comoros",60695,2013,"in","official","oofs-in",0
"KM","Comoros",93429,2013,"out","commercial","short-debt-interest-out",
"KM","Comoros",95771,2013,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",65359,2013,"out","official","oofs-capital-payments-out",441206.6599
"KM","Comoros",67687,2013,"out","official","ssc-out",
"KM","Comoros",79518,2014,"out","commercial","fdi-out",
"KM","Comoros",95917,2014,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",56158,2014,"out","official","oda-interest-payments-out",251192.2842
"KM","Comoros",63164,2014,"out","official","oofs-interest-payments-out",0
"KM","Comoros",93575,2014,"out","commercial","short-debt-interest-out",
"KM","Comoros",72514,2014,"out","official","long-debt-off-amt-out",0
"KM","Comoros",58501,2014,"out","official","oda-capital-payments-out",863605.8492
"KM","Comoros",70174,2014,"in","official","long-debt-net-official-in",0
"KM","Comoros",91231,2014,"in","commercial","short-debt-net-flow-in",0
"KM","Comoros",98256,2014,"in","private","remittances-in",107355706.6
"KM","Comoros",65505,2014,"out","official","oofs-capital-payments-out",0
"KM","Comoros",67833,2014,"out","official","ssc-out",
"KM","Comoros",86539,2014,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",53817,2014,"in","official","oda-in",67780802.34
"KM","Comoros",81854,2014,"out","commercial","fdi-in-profits-out",
"KM","Comoros",84197,2014,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",100590,2014,"out","private","remittances-out",
"KM","Comoros",77191,2014,"in","commercial","fdi-in",3987333.309
"KM","Comoros",60841,2014,"in","official","oofs-in",242221.1312
"KM","Comoros",74855,2014,"out","official","long-debt-off-int-out",0
"KM","Comoros",88886,2014,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",65652,2015,"out","official","oofs-capital-payments-out",4e+05
"KM","Comoros",79663,2015,"out","commercial","fdi-out",
"KM","Comoros",96063,2015,"in","commercial","net-portfolio-equity-in",
"KM","Comoros",89033,2015,"out","commercial","long-debt-comm-int-out",0
"KM","Comoros",91378,2015,"in","commercial","short-debt-net-flow-in",0
"KM","Comoros",100736,2015,"out","private","remittances-out",
"KM","Comoros",56305,2015,"out","official","oda-interest-payments-out",290000
"KM","Comoros",53963,2015,"in","official","oda-in",69970000
"KM","Comoros",84343,2015,"in","commercial","long-debt-disbursement-in",0
"KM","Comoros",63312,2015,"out","official","oofs-interest-payments-out",70000
"KM","Comoros",75001,2015,"out","official","long-debt-off-int-out",0
"KM","Comoros",58648,2015,"out","official","oda-capital-payments-out",2630000
"KM","Comoros",86686,2015,"out","commercial","long-debt-comm-amt-out",0
"KM","Comoros",72660,2015,"out","official","long-debt-off-amt-out",4526000
"KM","Comoros",77337,2015,"in","commercial","fdi-in",5146839.506
"KM","Comoros",70320,2015,"in","official","long-debt-net-official-in",0
"KM","Comoros",93721,2015,"out","commercial","short-debt-interest-out",
"KM","Comoros",60987,2015,"in","official","oofs-in",0
"KM","Comoros",82001,2015,"out","commercial","fdi-in-profits-out",
"KM","Comoros",67979,2015,"out","official","ssc-out",
