channel-code,channel-name,parent,donor-code,donor-name,rank,aid-to-or-through,year,total-oda-from-donor-to-channel,total-oda-from-donor-to-channel-parent
44002,International Development Association,World Bank Group,12,United Kingdom,1,Core contributions to,2015,1704009398.01,1929076679.19
44002,International Development Association,World Bank Group,10,Sweden,7,Core contributions to,2015,311252417.16,338410069.64
44002,International Development Association,World Bank Group,301,Canada,6,Core contributions to,2015,345466635.38,385519831.03
44002,International Development Association,World Bank Group,701,Japan,3,Core contributions to,2015,1384162425.01,1445415062.36
44002,International Development Association,World Bank Group,7,Netherlands,5,Core contributions to,2015,394135330.00,395244592.34
44002,International Development Association,World Bank Group,11,Switzerland,8,Core contributions to,2015,260746822.20,307907376.08
44002,International Development Association,World Bank Group,302,United States,2,Core contributions to,2015,1287800000.00,1484757000.00
44003,International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund,World Bank Group,801,Australia,10,Core contributions to,2015,14726876.55,183344954.54
44003,International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund,World Bank Group,0,Other,11,Core contributions to,2015,23347133.60,1050842752.81
44004,International Finance Corporation,World Bank Group,0,Other,11,Core contributions to,2015,7628683.91,1050842752.81
44005,Multilateral Investment Guarantee Agency,World Bank Group,12,United Kingdom,1,Core contributions to,2015,4733082.73,1929076679.19
44006,Advance Market Commitments,World Bank Group,12,United Kingdom,1,Core contributions to,2015,61059086.98,1929076679.19
44006,Advance Market Commitments,World Bank Group,6,Italy,9,Core contributions to,2015,42151968.94,267419087.50
44007,International Development Association - Multilateral Debt Relief Initiative,World Bank Group,12,United Kingdom,1,Core contributions to,2015,121925133.69,1929076679.19
44007,International Development Association - Multilateral Debt Relief Initiative,World Bank Group,0,Other,11,Core contributions to,2015,46822875.24,1050842752.81
44007,International Development Association - Multilateral Debt Relief Initiative,World Bank Group,4,France,4,Core contributions to,2015,46211869.11,908298391.57
44007,International Development Association - Multilateral Debt Relief Initiative,World Bank Group,701,Japan,3,Core contributions to,2015,61252637.35,1445415062.36
44007,International Development Association - Multilateral Debt Relief Initiative,World Bank Group,301,Canada,6,Core contributions to,2015,40053195.65,385519831.03
44007,International Development Association - Multilateral Debt Relief Initiative,World Bank Group,10,Sweden,7,Core contributions to,2015,19836759.87,338410069.64
44007,International Development Association - Multilateral Debt Relief Initiative,World Bank Group,11,Switzerland,8,Core contributions to,2015,34439766.19,307907376.08
44007,International Development Association - Multilateral Debt Relief Initiative,World Bank Group,6,Italy,9,Core contributions to,2015,4780391.98,267419087.50
44999,"World Bank Group, Other",World Bank Group,7,Netherlands,5,Core contributions to,2015,1109262.34,395244592.34
44999,"World Bank Group, Other",World Bank Group,0,Other,11,Core contributions to,2015,10461020.52,1050842752.81
46002,African Development Bank,African Development Bank and Fund,12,United Kingdom,1,Core contributions to,2015,9766925.23,334424645.18
46002,African Development Bank,African Development Bank and Fund,0,Other,11,Core contributions to,2015,18215558.91,286047473.91
46002,African Development Bank,African Development Bank and Fund,6,Italy,10,Core contributions to,2015,10319472.09,74248818.33
46002,African Development Bank,African Development Bank and Fund,8,Norway,9,Core contributions to,2015,5116979.34,78105335.43
46002,African Development Bank,African Development Bank and Fund,10,Sweden,8,Core contributions to,2015,7183040.11,95762874.73
46002,African Development Bank,African Development Bank and Fund,301,Canada,7,Core contributions to,2015,27249823.99,107903817.57
46002,African Development Bank,African Development Bank and Fund,7,Netherlands,6,Core contributions to,2015,127107728.86,127107728.86
46002,African Development Bank,African Development Bank and Fund,701,Japan,5,Core contributions to,2015,25926368.09,145104424.05
46002,African Development Bank,African Development Bank and Fund,4,France,4,Core contributions to,2015,15795895.73,204364947.31
46002,African Development Bank,African Development Bank and Fund,302,United States,2,Core contributions to,2015,32418000.00,208086000.00
46003,African Development Fund,African Development Bank and Fund,5,Germany,3,Core contributions to,2015,206408678.24,206408678.24
46003,African Development Fund,African Development Bank and Fund,12,United Kingdom,1,Core contributions to,2015,324657719.95,334424645.18
46003,African Development Fund,African Development Bank and Fund,6,Italy,10,Core contributions to,2015,63929346.23,74248818.33
46003,African Development Fund,African Development Bank and Fund,0,Other,11,Core contributions to,2015,267831915.01,286047473.91
46003,African Development Fund,African Development Bank and Fund,8,Norway,9,Core contributions to,2015,72988356.09,78105335.43
46003,African Development Fund,African Development Bank and Fund,10,Sweden,8,Core contributions to,2015,88579834.62,95762874.73
46003,African Development Fund,African Development Bank and Fund,301,Canada,7,Core contributions to,2015,80653993.59,107903817.57
46003,African Development Fund,African Development Bank and Fund,302,United States,2,Core contributions to,2015,175668000.00,208086000.00
46003,African Development Fund,African Development Bank and Fund,701,Japan,5,Core contributions to,2015,119178055.95,145104424.05
46003,African Development Fund,African Development Bank and Fund,4,France,4,Core contributions to,2015,188569051.58,204364947.31
46004,Asian Development Bank,Asian Development Bank,301,Canada,5,Core contributions to,2015,31780818.27,69088273.49
46004,Asian Development Bank,Asian Development Bank,11,Switzerland,10,Core contributions to,2015,2371338.46,14841462.12
46004,Asian Development Bank,Asian Development Bank,6,Italy,8,Core contributions to,2015,12229400.67,43843377.37
46004,Asian Development Bank,Asian Development Bank,4,France,9,Core contributions to,2015,15748197.45,41399889.07
46004,Asian Development Bank,Asian Development Bank,302,United States,2,Core contributions to,2015,106586000.00,211563000.00
46004,Asian Development Bank,Asian Development Bank,0,Other,11,Core contributions to,2015,19424424.64,67876162.05
46004,Asian Development Bank,Asian Development Bank,742,Korea,7,Core contributions to,2015,20099116.00,61076832.00
46005,Asian Development Fund,Asian Development Bank,11,Switzerland,10,Core contributions to,2015,12470123.66,14841462.12
46005,Asian Development Fund,Asian Development Bank,6,Italy,8,Core contributions to,2015,31613976.71,43843377.37
46005,Asian Development Fund,Asian Development Bank,12,United Kingdom,4,Core contributions to,2015,76394194.04,76394194.04
46005,Asian Development Fund,Asian Development Bank,4,France,9,Core contributions to,2015,25651691.63,41399889.07
46005,Asian Development Fund,Asian Development Bank,701,Japan,1,Core contributions to,2015,324537153.10,324537153.10
46005,Asian Development Fund,Asian Development Bank,302,United States,2,Core contributions to,2015,104977000.00,211563000.00
46005,Asian Development Fund,Asian Development Bank,5,Germany,6,Core contributions to,2015,65834078.29,65834078.29
46005,Asian Development Fund,Asian Development Bank,301,Canada,5,Core contributions to,2015,37307455.21,69088273.49
46005,Asian Development Fund,Asian Development Bank,0,Other,11,Core contributions to,2015,48451737.41,67876162.05
46005,Asian Development Fund,Asian Development Bank,801,Australia,3,Core contributions to,2015,93819971.45,93819971.45
46005,Asian Development Fund,Asian Development Bank,742,Korea,7,Core contributions to,2015,40977716.00,61076832.00
46009,Caribbean Development Bank,Caribbean Development Bank,302,United States,5,Core contributions to,2015,0.00,0.00
46009,Caribbean Development Bank,Caribbean Development Bank,6,Italy,4,Core contributions to,2015,2406373.34,2406373.34
46009,Caribbean Development Bank,Caribbean Development Bank,5,Germany,3,Core contributions to,2015,5457293.10,5457293.10
46009,Caribbean Development Bank,Caribbean Development Bank,301,Canada,2,Core contributions to,2015,13068137.37,13068137.37
46009,Caribbean Development Bank,Caribbean Development Bank,12,United Kingdom,1,Core contributions to,2015,18758334.94,18758334.94
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,6,Italy,5,Core contributions to,2015,6746343.46,6746343.46
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,0,Other,11,Core contributions to,2015,2541973.69,2625036.36
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,302,United States,1,Core contributions to,2015,3378000.00,105398448.00
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,701,Japan,2,Core contributions to,2015,16523204.54,22611993.29
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,301,Canada,3,Core contributions to,2015,13165806.15,14011570.05
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,4,France,4,Core contributions to,2015,6346089.85,8262895.17
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,5,Germany,6,Core contributions to,2015,6701936.13,6701936.13
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,50,Spain,7,Core contributions to,2015,6381218.89,6381218.89
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,12,United Kingdom,8,Core contributions to,2015,3226895.06,3226895.06
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,10,Sweden,9,Core contributions to,2015,1427046.14,1427046.14
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,11,Switzerland,10,Core contributions to,2015,1137280.47,1137280.47
46013,"Inter-American Development Bank, Fund for Special Operations",Inter-American Development Bank,301,Canada,3,Core contributions to,2015,845763.91,14011570.05
46013,"Inter-American Development Bank, Fund for Special Operations",Inter-American Development Bank,302,United States,1,Core contributions to,2015,102020448.00,105398448.00
46013,"Inter-American Development Bank, Fund for Special Operations",Inter-American Development Bank,701,Japan,2,Core contributions to,2015,6088788.75,22611993.29
46013,"Inter-American Development Bank, Fund for Special Operations",Inter-American Development Bank,0,Other,11,Core contributions to,2015,83062.67,2625036.36
46013,"Inter-American Development Bank, Fund for Special Operations",Inter-American Development Bank,4,France,4,Core contributions to,2015,1916805.32,8262895.17
46016,European Bank for Reconstruction and Development - technical co-operation and special funds (ODA-eligible countries only),European Bank for Reconstruction and Development,10,Sweden,3,Core contributions to,2015,593169.07,1067704.32
46016,European Bank for Reconstruction and Development - technical co-operation and special funds (ODA-eligible countries only),European Bank for Reconstruction and Development,302,United States,2,Core contributions to,2015,5500000.00,5500000.00
46016,European Bank for Reconstruction and Development - technical co-operation and special funds (ODA-eligible countries only),European Bank for Reconstruction and Development,6,Italy,1,Core contributions to,2015,7320022.19,7320022.19
46016,European Bank for Reconstruction and Development - technical co-operation and special funds (ODA-eligible countries only),European Bank for Reconstruction and Development,11,Switzerland,6,Core contributions to,2015,623506.18,623506.18
46018,European Bank for Reconstruction and Development - Early Transition Countries Fund,European Bank for Reconstruction and Development,5,Germany,7,Core contributions to,2015,554631.17,554631.17
46018,European Bank for Reconstruction and Development - Early Transition Countries Fund,European Bank for Reconstruction and Development,742,Korea,4,Core contributions to,2015,872881.00,872881.00
46018,European Bank for Reconstruction and Development - Early Transition Countries Fund,European Bank for Reconstruction and Development,7,Netherlands,5,Core contributions to,2015,665557.40,665557.40
46018,European Bank for Reconstruction and Development - Early Transition Countries Fund,European Bank for Reconstruction and Development,10,Sweden,3,Core contributions to,2015,474535.25,1067704.32
46024,Council of Europe Development Bank,Council of Europe Development Bank,68,Czech Republic,3,Core contributions to,2015,2509.13,2509.13
46024,Council of Europe Development Bank,Council of Europe Development Bank,76,Poland,2,Core contributions to,2015,6693.93,6693.93
46024,Council of Europe Development Bank,Council of Europe Development Bank,5,Germany,1,Core contributions to,2015,29055.90,29055.90
46024,Council of Europe Development Bank,Council of Europe Development Bank,75,Hungary,4,Core contributions to,2015,1746.46,1746.46
46024,Council of Europe Development Bank,Council of Europe Development Bank,84,Lithuania,5,Core contributions to,2015,551.64,551.64
46024,Council of Europe Development Bank,Council of Europe Development Bank,22,Luxembourg,6,Core contributions to,2015,547.42,547.42
47044,Global Environment Facility Trust Fund,Global Environment Facility,302,United States,1,Core contributions to,2015,136563000.00,162738000.00
47044,Global Environment Facility Trust Fund,Global Environment Facility,18,Finland,10,Core contributions to,2015,15890183.03,18663338.88
47044,Global Environment Facility Trust Fund,Global Environment Facility,2,Belgium,9,Core contributions to,2015,20632279.53,20632279.53
47044,Global Environment Facility Trust Fund,Global Environment Facility,6,Italy,8,Core contributions to,2015,24359401.00,24359401.00
47044,Global Environment Facility Trust Fund,Global Environment Facility,1,Austria,7,Core contributions to,2015,27886855.24,27886855.24
47044,Global Environment Facility Trust Fund,Global Environment Facility,11,Switzerland,6,Core contributions to,2015,31435103.40,33773251.58
47044,Global Environment Facility Trust Fund,Global Environment Facility,4,France,5,Core contributions to,2015,56372712.15,56372712.15
47044,Global Environment Facility Trust Fund,Global Environment Facility,301,Canada,4,Core contributions to,2015,64171164.83,64171164.83
47044,Global Environment Facility Trust Fund,Global Environment Facility,701,Japan,3,Core contributions to,2015,123964585.80,123964585.80
47044,Global Environment Facility Trust Fund,Global Environment Facility,5,Germany,2,Core contributions to,2015,97060454.80,133684969.49
47044,Global Environment Facility Trust Fund,Global Environment Facility,0,Other,11,Core contributions to,2015,56225818.89,58626759.07
47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Global Fund,8,Norway,9,Core contributions to,2015,74401993.97,74401993.97
47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Global Fund,4,France,2,Core contributions to,2015,354963948.97,354963948.97
47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Global Fund,301,Canada,3,Core contributions to,2015,338991887.66,338991887.66
47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Global Fund,5,Germany,4,Core contributions to,2015,232945091.50,232945091.50
47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Global Fund,701,Japan,5,Core contributions to,2015,190232812.00,190232812.00
47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Global Fund,12,United Kingdom,6,Core contributions to,2015,152788388.08,152788388.08
47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Global Fund,918,EU Institutions,7,Core contributions to,2015,113027154.74,113027154.74
47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Global Fund,10,Sweden,8,Core contributions to,2015,100838741.06,100838741.06
47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Global Fund,0,Other,11,Core contributions to,2015,160702416.35,160702416.35
47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Global Fund,302,United States,1,Core contributions to,2015,538142521.00,538142521.00
47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria",Global Fund,7,Netherlands,10,Core contributions to,2015,60988352.75,60988352.75
47111,Adaptation Fund,Adaptation Fund,5,Germany,1,Core contributions to,2015,55463117.03,55463117.03
47122,Global Alliance for Vaccines and Immunization,Global Alliance for Vaccines and Immunization,301,Canada,8,Core contributions to,2015,7822889.78,7822889.78
47122,Global Alliance for Vaccines and Immunization,Global Alliance for Vaccines and Immunization,12,United Kingdom,1,Core contributions to,2015,410184002.29,410184002.29
47122,Global Alliance for Vaccines and Immunization,Global Alliance for Vaccines and Immunization,21,Ireland,10,Core contributions to,2015,3327787.02,3327787.02
47122,Global Alliance for Vaccines and Immunization,Global Alliance for Vaccines and Immunization,302,United States,2,Core contributions to,2015,200000000.00,200000000.00
47122,Global Alliance for Vaccines and Immunization,Global Alliance for Vaccines and Immunization,8,Norway,3,Core contributions to,2015,124003323.29,124003323.29
47122,Global Alliance for Vaccines and Immunization,Global Alliance for Vaccines and Immunization,5,Germany,4,Core contributions to,2015,44370493.62,44370493.62
47122,Global Alliance for Vaccines and Immunization,Global Alliance for Vaccines and Immunization,10,Sweden,5,Core contributions to,2015,41521834.55,41521834.55
47122,Global Alliance for Vaccines and Immunization,Global Alliance for Vaccines and Immunization,7,Netherlands,6,Core contributions to,2015,35496394.90,35496394.90
47122,Global Alliance for Vaccines and Immunization,Global Alliance for Vaccines and Immunization,701,Japan,7,Core contributions to,2015,18759420.00,18759420.00
47122,Global Alliance for Vaccines and Immunization,Global Alliance for Vaccines and Immunization,742,Korea,9,Core contributions to,2015,4000000.00,4000000.00
47122,Global Alliance for Vaccines and Immunization,Global Alliance for Vaccines and Immunization,0,Other,11,Core contributions to,2015,909595.12,909595.12
47128,Nordic Development Fund,Nordic Development Fund,10,Sweden,1,Core contributions to,2015,7243543.35,7243543.35
47128,Nordic Development Fund,Nordic Development Fund,3,Denmark,2,Core contributions to,2015,5432015.94,5432015.94
47128,Nordic Development Fund,Nordic Development Fund,8,Norway,3,Core contributions to,2015,4592888.16,4592888.16
47128,Nordic Development Fund,Nordic Development Fund,20,Iceland,5,Core contributions to,2015,235033.00,235033.00
47128,Nordic Development Fund,Nordic Development Fund,18,Finland,4,Core contributions to,2015,3863338.88,3863338.88
47129,Global Environment Facility - Least Developed Countries Fund,Global Environment Facility,302,United States,1,Core contributions to,2015,26175000.00,162738000.00
47129,Global Environment Facility - Least Developed Countries Fund,Global Environment Facility,0,Other,11,Core contributions to,2015,2400940.18,58626759.07
47129,Global Environment Facility - Least Developed Countries Fund,Global Environment Facility,18,Finland,10,Core contributions to,2015,1774819.74,18663338.88
47129,Global Environment Facility - Least Developed Countries Fund,Global Environment Facility,11,Switzerland,6,Core contributions to,2015,1039176.97,33773251.58
47129,Global Environment Facility - Least Developed Countries Fund,Global Environment Facility,5,Germany,2,Core contributions to,2015,33277870.21,133684969.49
47130,Global Environment Facility - Special Climate Change Fund,Global Environment Facility,5,Germany,2,Core contributions to,2015,3346644.48,133684969.49
47130,Global Environment Facility - Special Climate Change Fund,Global Environment Facility,18,Finland,10,Core contributions to,2015,998336.11,18663338.88
47130,Global Environment Facility - Special Climate Change Fund,Global Environment Facility,11,Switzerland,6,Core contributions to,2015,1298971.21,33773251.58
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,6,Italy,4,Core contributions to,2015,11707203.04,11707203.04
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,10,Sweden,8,Core contributions to,2015,4058462.74,4058462.74
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,0,Other,11,Core contributions to,2015,12434389.70,12434389.70
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,2,Belgium,7,Core contributions to,2015,5420869.66,5420869.66
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,50,Spain,6,Core contributions to,2015,5443073.70,5443073.70
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,87,Russia,5,Core contributions to,2015,5808186.00,5808186.00
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,4,France,1,Core contributions to,2015,17905712.70,17905712.70
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,12,United Kingdom,2,Core contributions to,2015,17713497.94,17713497.94
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,5,Germany,3,Core contributions to,2015,12361417.53,12361417.53
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,8,Norway,10,Core contributions to,2015,3145256.29,3145256.29
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,11,Switzerland,9,Core contributions to,2015,3743744.15,3743744.15
47134,Clean Technology Fund,Climate Investment Funds,302,United States,2,Core contributions to,2015,226237000.00,314437000.00
47134,Clean Technology Fund,Climate Investment Funds,12,United Kingdom,1,Core contributions to,2015,241103485.10,351072927.43
47134,Clean Technology Fund,Climate Investment Funds,301,Canada,4,Core contributions to,2015,0.00,0.00
47135,Strategic Climate Fund,Climate Investment Funds,8,Norway,3,Core contributions to,2015,1240033.23,1240033.23
47135,Strategic Climate Fund,Climate Investment Funds,12,United Kingdom,1,Core contributions to,2015,109969442.32,351072927.43
47135,Strategic Climate Fund,Climate Investment Funds,302,United States,2,Core contributions to,2015,88200000.00,314437000.00
47136,Global Green Growth Institute,Global Green Growth Institute,801,Australia,3,Core contributions to,2015,9317003.53,9317003.53
47136,Global Green Growth Institute,Global Green Growth Institute,12,United Kingdom,1,Core contributions to,2015,15326203.21,15326203.21
47136,Global Green Growth Institute,Global Green Growth Institute,3,Denmark,5,Core contributions to,2015,4312011.18,4312011.18
47136,Global Green Growth Institute,Global Green Growth Institute,742,Korea,2,Core contributions to,2015,10000000.00,10000000.00
47136,Global Green Growth Institute,Global Green Growth Institute,8,Norway,4,Core contributions to,2015,4712126.29,4712126.29
