channel-code,channel-name,parent,donor-code,donor-name,rank,aid-to-or-through,year,total-oda-from-donor-to-channel,total-oda-from-donor-to-channel-parent
44004,International Finance Corporation,World Bank Group,918,EU Institutions,2,Earmarked contributions through,2015,11605102.61,229281541.87
44004,International Finance Corporation,World Bank Group,701,Japan,3,Earmarked contributions through,2015,5817972.06,190161292.91
44004,International Finance Corporation,World Bank Group,8,Norway,4,Earmarked contributions through,2015,8854495.91,187888258.92
44004,International Finance Corporation,World Bank Group,7,Netherlands,5,Earmarked contributions through,2015,23475615.53,184138633.85
44004,International Finance Corporation,World Bank Group,801,Australia,6,Earmarked contributions through,2015,21790329.85,172026861.52
44004,International Finance Corporation,World Bank Group,302,United States,7,Earmarked contributions through,2015,12224987.00,163418731.00
44004,International Finance Corporation,World Bank Group,301,Canada,8,Earmarked contributions through,2015,7845576.16,140650707.97
44007,International Development Association - Multilateral Debt Relief Initiative,World Bank Group,7,Netherlands,5,Earmarked contributions through,2015,18559655.24,184138633.85
44007,International Development Association - Multilateral Debt Relief Initiative,World Bank Group,8,Norway,4,Earmarked contributions through,2015,10820529.99,187888258.92
44999,"World Bank Group, Other",World Bank Group,12,United Kingdom,1,Earmarked contributions through,2015,24185649.47,841224937.80
44999,"World Bank Group, Other",World Bank Group,302,United States,7,Earmarked contributions through,2015,137320588.00,163418731.00
44999,"World Bank Group, Other",World Bank Group,10,Sweden,10,Earmarked contributions through,2015,78125904.88,113981540.34
44999,"World Bank Group, Other",World Bank Group,7,Netherlands,5,Earmarked contributions through,2015,97461929.25,184138633.85
44999,"World Bank Group, Other",World Bank Group,801,Australia,6,Earmarked contributions through,2015,132774.81,172026861.52
44999,"World Bank Group, Other",World Bank Group,918,EU Institutions,2,Earmarked contributions through,2015,10112179.70,229281541.87
44999,"World Bank Group, Other",World Bank Group,0,Other,11,Earmarked contributions through,2015,110159176.58,297833740.54
44999,"World Bank Group, Other",World Bank Group,701,Japan,3,Earmarked contributions through,2015,60144000.00,190161292.91
44999,"World Bank Group, Other",World Bank Group,11,Switzerland,9,Earmarked contributions through,2015,15212339.19,133625348.64
44999,"World Bank Group, Other",World Bank Group,8,Norway,4,Earmarked contributions through,2015,79546519.85,187888258.92
44999,"World Bank Group, Other",World Bank Group,301,Canada,8,Earmarked contributions through,2015,124982242.04,140650707.97
46002,African Development Bank,African Development Bank and Fund,742,Korea,7,Earmarked contributions through,2015,7285117.00,7285117.00
46002,African Development Bank,African Development Bank and Fund,0,Other,11,Earmarked contributions through,2015,614134.82,614134.82
46002,African Development Bank,African Development Bank and Fund,6,Italy,4,Earmarked contributions through,2015,13422074.32,13422074.32
46002,African Development Bank,African Development Bank and Fund,701,Japan,1,Earmarked contributions through,2015,295243679.08,295243679.08
46002,African Development Bank,African Development Bank and Fund,12,United Kingdom,5,Earmarked contributions through,2015,11382734.91,11382734.91
46002,African Development Bank,African Development Bank and Fund,4,France,2,Earmarked contributions through,2015,15529672.77,15529672.77
46002,African Development Bank,African Development Bank and Fund,8,Norway,6,Earmarked contributions through,2015,1764805.50,8125818.24
46002,African Development Bank,African Development Bank and Fund,11,Switzerland,3,Earmarked contributions through,2015,4049067.86,13559781.77
46002,African Development Bank,African Development Bank and Fund,301,Canada,10,Earmarked contributions through,2015,1408120.16,1408120.16
46002,African Development Bank,African Development Bank and Fund,918,EU Institutions,9,Earmarked contributions through,2015,1974043.26,2357493.07
46002,African Development Bank,African Development Bank and Fund,7,Netherlands,8,Earmarked contributions through,2015,6020322.92,6020322.92
46003,African Development Fund,African Development Bank and Fund,918,EU Institutions,9,Earmarked contributions through,2015,383449.81,2357493.07
46003,African Development Fund,African Development Bank and Fund,11,Switzerland,3,Earmarked contributions through,2015,9510713.91,13559781.77
46003,African Development Fund,African Development Bank and Fund,8,Norway,6,Earmarked contributions through,2015,6361012.74,8125818.24
46004,Asian Development Bank,Asian Development Bank,8,Norway,5,Earmarked contributions through,2015,13210997.98,13210997.98
46004,Asian Development Bank,Asian Development Bank,0,Other,11,Earmarked contributions through,2015,6740155.13,6740155.13
46004,Asian Development Bank,Asian Development Bank,7,Netherlands,9,Earmarked contributions through,2015,6964126.46,6964126.46
46004,Asian Development Bank,Asian Development Bank,11,Switzerland,8,Earmarked contributions through,2015,3928088.95,10575410.99
46004,Asian Development Bank,Asian Development Bank,12,United Kingdom,1,Earmarked contributions through,2015,117470342.25,117470342.25
46004,Asian Development Bank,Asian Development Bank,820,New Zealand,7,Earmarked contributions through,2015,11301084.07,11301084.07
46004,Asian Development Bank,Asian Development Bank,801,Australia,2,Earmarked contributions through,2015,77274896.69,77274896.69
46004,Asian Development Bank,Asian Development Bank,918,EU Institutions,6,Earmarked contributions through,2015,12748286.19,12748286.19
46004,Asian Development Bank,Asian Development Bank,18,Finland,10,Earmarked contributions through,2015,6684414.86,6684414.86
46004,Asian Development Bank,Asian Development Bank,701,Japan,3,Earmarked contributions through,2015,75165617.43,75165617.43
46004,Asian Development Bank,Asian Development Bank,301,Canada,4,Earmarked contributions through,2015,13670499.88,13670499.88
46005,Asian Development Fund,Asian Development Bank,11,Switzerland,8,Earmarked contributions through,2015,6647322.04,10575410.99
46009,Caribbean Development Bank,Caribbean Development Bank,918,EU Institutions,1,Earmarked contributions through,2015,1034786.47,1034786.47
46009,Caribbean Development Bank,Caribbean Development Bank,301,Canada,3,Earmarked contributions through,2015,0.00,0.00
46009,Caribbean Development Bank,Caribbean Development Bank,12,United Kingdom,2,Earmarked contributions through,2015,99312.45,99312.45
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,0,Other,11,Earmarked contributions through,2015,8796.45,45783.68
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,742,Korea,3,Earmarked contributions through,2015,7743325.00,7743325.00
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,701,Japan,4,Earmarked contributions through,2015,5851954.88,5851954.88
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,12,United Kingdom,7,Earmarked contributions through,2015,3851795.26,3851795.26
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,8,Norway,6,Earmarked contributions through,2015,4910261.35,4910261.35
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,301,Canada,2,Earmarked contributions through,2015,12516623.64,12516623.64
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,3,Denmark,5,Earmarked contributions through,2015,5724997.77,5724997.77
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,18,Finland,10,Earmarked contributions through,2015,221852.47,221852.47
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,11,Switzerland,1,Earmarked contributions through,2015,12922465.97,12922465.97
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,1,Austria,9,Earmarked contributions through,2015,645023.85,645023.85
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund",Inter-American Development Bank,50,Spain,8,Earmarked contributions through,2015,2218524.68,2218524.68
46013,"Inter-American Development Bank, Fund for Special Operations",Inter-American Development Bank,0,Other,11,Earmarked contributions through,2015,36987.23,45783.68
46015,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,0,Other,11,Earmarked contributions through,2015,5475950.64,7365034.34
46015,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,918,EU Institutions,1,Earmarked contributions through,2015,21020144.20,35179267.89
46015,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,11,Switzerland,2,Earmarked contributions through,2015,18792886.83,18792886.83
46015,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,10,Sweden,3,Earmarked contributions through,2015,11192269.82,12319291.04
46015,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,4,France,5,Earmarked contributions through,2015,9598447.03,9598447.03
46015,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,301,Canada,6,Earmarked contributions through,2015,9387467.73,9387467.73
46015,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,1,Austria,7,Earmarked contributions through,2015,6655574.04,6881086.05
46015,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,302,United States,9,Earmarked contributions through,2015,3150000.00,3150000.00
46015,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,18,Finland,10,Earmarked contributions through,2015,1996672.21,1996672.21
46016,European Bank for Reconstruction and Development - technical co-operation and special funds (ODA-eligible countries only),European Bank for Reconstruction and Development,742,Korea,8,Earmarked contributions through,2015,200000.00,3200000.00
46016,European Bank for Reconstruction and Development - technical co-operation and special funds (ODA-eligible countries only),European Bank for Reconstruction and Development,1,Austria,7,Earmarked contributions through,2015,225512.00,6881086.05
46016,European Bank for Reconstruction and Development - technical co-operation and special funds (ODA-eligible countries only),European Bank for Reconstruction and Development,5,Germany,4,Earmarked contributions through,2015,11092623.41,11092623.41
46016,European Bank for Reconstruction and Development - technical co-operation and special funds (ODA-eligible countries only),European Bank for Reconstruction and Development,0,Other,11,Earmarked contributions through,2015,1889083.70,7365034.34
46017,European Bank for Reconstruction and Development - technical co-operation and special funds (all EBRD countries of operations),European Bank for Reconstruction and Development,918,EU Institutions,1,Earmarked contributions through,2015,14159123.68,35179267.89
46018,European Bank for Reconstruction and Development - Early Transition Countries Fund,European Bank for Reconstruction and Development,742,Korea,8,Earmarked contributions through,2015,3000000.00,3200000.00
46019,European Bank for Reconstruction and Development - Western Balkans Joint Trust Fund,European Bank for Reconstruction and Development,10,Sweden,3,Earmarked contributions through,2015,1127021.22,12319291.04
46024,Council of Europe Development Bank,Council of Europe Development Bank,11,Switzerland,2,Earmarked contributions through,2015,692136.55,692136.55
46024,Council of Europe Development Bank,Council of Europe Development Bank,84,Lithuania,5,Earmarked contributions through,2015,166389.35,166389.35
46024,Council of Europe Development Bank,Council of Europe Development Bank,76,Poland,6,Earmarked contributions through,2015,114052.30,114052.30
46024,Council of Europe Development Bank,Council of Europe Development Bank,22,Luxembourg,3,Earmarked contributions through,2015,554631.17,554631.17
46024,Council of Europe Development Bank,Council of Europe Development Bank,69,Slovak Republic,4,Earmarked contributions through,2015,184570.16,184570.16
46024,Council of Europe Development Bank,Council of Europe Development Bank,6,Italy,7,Earmarked contributions through,2015,0.00,0.00
46024,Council of Europe Development Bank,Council of Europe Development Bank,918,EU Institutions,1,Earmarked contributions through,2015,7387920.13,7387920.13
47044,Global Environment Facility Trust Fund,Global Environment Facility,4,France,1,Earmarked contributions through,2015,1837373.27,1837373.27
47111,Adaptation Fund,Adaptation Fund,6,Italy,1,Earmarked contributions through,2015,2218524.68,2218524.68
47122,Global Alliance for Vaccines and Immunization,Global Alliance for Vaccines and Immunization,8,Norway,1,Earmarked contributions through,2015,23560631.42,23560631.42
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,5,Germany,1,Earmarked contributions through,2015,12287418.06,12287418.06
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,918,EU Institutions,5,Earmarked contributions through,2015,6017382.14,6017382.14
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,11,Switzerland,4,Earmarked contributions through,2015,8184160.86,8184160.86
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,6,Italy,3,Earmarked contributions through,2015,9747108.15,9747108.15
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,301,Canada,2,Earmarked contributions through,2015,11112626.14,11112626.14
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,0,Other,11,Earmarked contributions through,2015,4977560.02,4977560.02
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,4,France,10,Earmarked contributions through,2015,820854.13,820854.13
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,50,Spain,9,Earmarked contributions through,2015,3298125.35,3298125.35
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,3,Denmark,8,Earmarked contributions through,2015,3730772.89,3730772.89
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,10,Sweden,7,Earmarked contributions through,2015,4571793.98,4571793.98
47131,Organization for Security and Co-operation in Europe,Organization for Security and Co-operation in Europe,18,Finland,6,Earmarked contributions through,2015,5386286.38,5386286.38
47136,Global Green Growth Institute,Global Green Growth Institute,8,Norway,1,Earmarked contributions through,2015,6238722.27,6238722.27
47136,Global Green Growth Institute,Global Green Growth Institute,3,Denmark,4,Earmarked contributions through,2015,548206.80,548206.80
47136,Global Green Growth Institute,Global Green Growth Institute,5,Germany,2,Earmarked contributions through,2015,1678448.39,1678448.39
47136,Global Green Growth Institute,Global Green Growth Institute,742,Korea,3,Earmarked contributions through,2015,644670.00,644670.00
