"id-to","entity-to-name","year","destination-institution-type","creditor-type","creditor-institution","financing-type","value"
"BT","Bhutan",2010,"ppg","private","private","bonds",0
"BT","Bhutan",2010,"ppg","private","private","commercial-banking",19688717.58
"BT","Bhutan",2010,"ppg","private","private","other-private",0
"BT","Bhutan",2011,"png","private","private","bonds",0
"BT","Bhutan",2011,"png","private","private","commercial-banking",10638932.51
"BT","Bhutan",2011,"ppg","private","private","bonds",0
"BT","Bhutan",2011,"ppg","private","private","commercial-banking",9773348.447
"BT","Bhutan",2011,"ppg","private","private","other-private",0
"BT","Bhutan",2012,"png","private","private","bonds",0
"BT","Bhutan",2012,"png","private","private","commercial-banking",0
"BT","Bhutan",2012,"ppg","private","private","bonds",0
"BT","Bhutan",2012,"ppg","private","private","commercial-banking",8612000
"BT","Bhutan",2012,"ppg","private","private","other-private",0
"BT","Bhutan",2013,"png","private","private","bonds",0
"BT","Bhutan",2013,"png","private","private","commercial-banking",0
"BT","Bhutan",2013,"ppg","private","private","bonds",0
"BT","Bhutan",2013,"ppg","private","private","commercial-banking",9733951.685
"BT","Bhutan",2013,"ppg","private","private","other-private",0
"BO","Bolivia ",2000,"png","private","private","bonds",0
"BO","Bolivia ",2000,"png","private","private","commercial-banking",944309392.8
"BO","Bolivia ",2000,"ppg","private","private","bonds",0
"BO","Bolivia ",2000,"ppg","private","private","commercial-banking",0
"BO","Bolivia ",2000,"ppg","private","private","other-private",25723769.48
"BO","Bolivia ",2001,"png","private","private","bonds",0
"BO","Bolivia ",2001,"png","private","private","commercial-banking",365267878.3
"BO","Bolivia ",2001,"ppg","private","private","bonds",0
"BO","Bolivia ",2001,"ppg","private","private","commercial-banking",1075365.367
"BO","Bolivia ",2001,"ppg","private","private","other-private",6266638.964
"BO","Bolivia ",2002,"png","private","private","bonds",0
"BO","Bolivia ",2002,"png","private","private","commercial-banking",265877574.3
"BO","Bolivia ",2002,"ppg","private","private","bonds",0
"BO","Bolivia ",2002,"ppg","private","private","commercial-banking",7799698.776
"BO","Bolivia ",2002,"ppg","private","private","other-private",80133.89154
"BO","Bolivia ",2003,"png","private","private","bonds",0
"BO","Bolivia ",2003,"png","private","private","commercial-banking",501446468.6
"BO","Bolivia ",2003,"ppg","private","private","bonds",0
"BO","Bolivia ",2003,"ppg","private","private","commercial-banking",1167631.935
"BO","Bolivia ",2003,"ppg","private","private","other-private",239342.1782
"BO","Bolivia ",2004,"png","private","private","bonds",0
"BO","Bolivia ",2004,"png","private","private","commercial-banking",380899245.8
"BO","Bolivia ",2004,"ppg","private","private","bonds",0
"BO","Bolivia ",2004,"ppg","private","private","commercial-banking",0
"BO","Bolivia ",2004,"ppg","private","private","other-private",4539574.133
"BO","Bolivia ",2005,"png","private","private","bonds",0
"BO","Bolivia ",2005,"png","private","private","commercial-banking",918988659.9
"BO","Bolivia ",2005,"ppg","private","private","bonds",0
"BO","Bolivia ",2005,"ppg","private","private","commercial-banking",7910347.744
"BO","Bolivia ",2005,"ppg","private","private","other-private",1289596.473
"BO","Bolivia ",2006,"png","private","private","bonds",0
"BO","Bolivia ",2006,"png","private","private","commercial-banking",188340679.7
"BO","Bolivia ",2006,"ppg","private","private","bonds",0
"BO","Bolivia ",2006,"ppg","private","private","commercial-banking",5624195.054
"BO","Bolivia ",2006,"ppg","private","private","other-private",1201858.243
"BO","Bolivia ",2007,"png","private","private","bonds",0
"BO","Bolivia ",2007,"png","private","private","commercial-banking",968217179.7
"BO","Bolivia ",2007,"ppg","private","private","bonds",16111594.12
"BO","Bolivia ",2007,"ppg","private","private","commercial-banking",24488.18642
"BO","Bolivia ",2007,"ppg","private","private","other-private",538740.1012
"BO","Bolivia ",2008,"png","private","private","bonds",0
"BO","Bolivia ",2008,"png","private","private","commercial-banking",917548724.4
"BO","Bolivia ",2008,"ppg","private","private","bonds",0
"BO","Bolivia ",2008,"ppg","private","private","commercial-banking",90450870.91
"BO","Bolivia ",2008,"ppg","private","private","other-private",777409.1349
"BO","Bolivia ",2009,"png","private","private","bonds",0
"BO","Bolivia ",2009,"png","private","private","commercial-banking",131340044.4
"BO","Bolivia ",2009,"ppg","private","private","bonds",0
"BO","Bolivia ",2009,"ppg","private","private","commercial-banking",9486573.489
"BO","Bolivia ",2009,"ppg","private","private","other-private",0
"BO","Bolivia ",2010,"png","private","private","bonds",0
"BO","Bolivia ",2010,"png","private","private","commercial-banking",37186160.58
"BO","Bolivia ",2010,"ppg","private","private","bonds",0
"BO","Bolivia ",2010,"ppg","private","private","commercial-banking",0
"BO","Bolivia ",2010,"ppg","private","private","other-private",3469346.327
"BO","Bolivia ",2011,"png","private","private","bonds",0
"BO","Bolivia ",2011,"png","private","private","commercial-banking",0
"BO","Bolivia ",2011,"ppg","private","private","bonds",0
"BO","Bolivia ",2011,"ppg","private","private","commercial-banking",71397654.61
"BO","Bolivia ",2011,"ppg","private","private","other-private",265454.7474
"BO","Bolivia ",2012,"png","private","private","bonds",0
"BO","Bolivia ",2012,"png","private","private","commercial-banking",0
"BO","Bolivia ",2012,"ppg","private","private","bonds",5e+08
"BO","Bolivia ",2012,"ppg","private","private","commercial-banking",66400000
"BO","Bolivia ",2012,"ppg","private","private","other-private",119000
"BO","Bolivia ",2013,"png","private","private","bonds",0
"BO","Bolivia ",2013,"png","private","private","commercial-banking",212542510.1
"BO","Bolivia ",2013,"ppg","private","private","bonds",472232736.7
"BO","Bolivia ",2013,"ppg","private","private","commercial-banking",0
"BO","Bolivia ",2013,"ppg","private","private","other-private",200226.6803
"BA","Bosnia & Herzegovina",2000,"png","private","private","bonds",0
"BA","Bosnia & Herzegovina",2000,"png","private","private","commercial-banking",9858839.71
"BA","Bosnia & Herzegovina",2000,"ppg","private","private","bonds",0
"BA","Bosnia & Herzegovina",2000,"ppg","private","private","commercial-banking",0
"BA","Bosnia & Herzegovina",2000,"ppg","private","private","other-private",0
"BA","Bosnia & Herzegovina",2001,"png","private","private","bonds",0
"BA","Bosnia & Herzegovina",2001,"png","private","private","commercial-banking",120687556.3
"BA","Bosnia & Herzegovina",2001,"ppg","private","private","bonds",0
"BA","Bosnia & Herzegovina",2001,"ppg","private","private","commercial-banking",0
"BA","Bosnia & Herzegovina",2001,"ppg","private","private","other-private",0
"BA","Bosnia & Herzegovina",2002,"png","private","private","bonds",0
"BA","Bosnia & Herzegovina",2002,"png","private","private","commercial-banking",92283360.42
"BA","Bosnia & Herzegovina",2002,"ppg","private","private","bonds",0
"BA","Bosnia & Herzegovina",2002,"ppg","private","private","commercial-banking",0
"BA","Bosnia & Herzegovina",2002,"ppg","private","private","other-private",0
"BA","Bosnia & Herzegovina",2003,"png","private","private","bonds",0
"BA","Bosnia & Herzegovina",2003,"png","private","private","commercial-banking",495329154.8
"BA","Bosnia & Herzegovina",2003,"ppg","private","private","bonds",0
"BA","Bosnia & Herzegovina",2003,"ppg","private","private","commercial-banking",0
"BA","Bosnia & Herzegovina",2003,"ppg","private","private","other-private",0
"BA","Bosnia & Herzegovina",2004,"png","private","private","bonds",0
"BA","Bosnia & Herzegovina",2004,"png","private","private","commercial-banking",767090497.3
"BA","Bosnia & Herzegovina",2004,"ppg","private","private","bonds",0
"BA","Bosnia & Herzegovina",2004,"ppg","private","private","commercial-banking",0
"BA","Bosnia & Herzegovina",2004,"ppg","private","private","other-private",0
"BA","Bosnia & Herzegovina",2005,"png","private","private","bonds",0
"BA","Bosnia & Herzegovina",2005,"png","private","private","commercial-banking",516295800.7
"BA","Bosnia & Herzegovina",2005,"ppg","private","private","bonds",0
"BA","Bosnia & Herzegovina",2005,"ppg","private","private","commercial-banking",0
"BA","Bosnia & Herzegovina",2005,"ppg","private","private","other-private",0
"BA","Bosnia & Herzegovina",2006,"png","private","private","bonds",0
"BA","Bosnia & Herzegovina",2006,"png","private","private","commercial-banking",778689017.5
"BA","Bosnia & Herzegovina",2006,"ppg","private","private","bonds",0
"BA","Bosnia & Herzegovina",2006,"ppg","private","private","commercial-banking",0
"BA","Bosnia & Herzegovina",2006,"ppg","private","private","other-private",0
"BA","Bosnia & Herzegovina",2007,"png","private","private","bonds",0
"BA","Bosnia & Herzegovina",2007,"png","private","private","commercial-banking",932012152
"BA","Bosnia & Herzegovina",2007,"ppg","private","private","bonds",0
"BA","Bosnia & Herzegovina",2007,"ppg","private","private","commercial-banking",13062541.91
"BA","Bosnia & Herzegovina",2007,"ppg","private","private","other-private",0
"BA","Bosnia & Herzegovina",2008,"png","private","private","bonds",0
"BA","Bosnia & Herzegovina",2008,"png","private","private","commercial-banking",260679580.8
"BA","Bosnia & Herzegovina",2008,"ppg","private","private","bonds",0
"BA","Bosnia & Herzegovina",2008,"ppg","private","private","commercial-banking",24178483.13
"BA","Bosnia & Herzegovina",2008,"ppg","private","private","other-private",0
"BA","Bosnia & Herzegovina",2009,"png","private","private","bonds",0
"BA","Bosnia & Herzegovina",2009,"png","private","private","commercial-banking",70945275.73
"BA","Bosnia & Herzegovina",2009,"ppg","private","private","bonds",0
"BA","Bosnia & Herzegovina",2009,"ppg","private","private","commercial-banking",11919624.14
"BA","Bosnia & Herzegovina",2009,"ppg","private","private","other-private",0
"BA","Bosnia & Herzegovina",2010,"png","private","private","bonds",0
"BA","Bosnia & Herzegovina",2010,"png","private","private","commercial-banking",69848533.11
"BA","Bosnia & Herzegovina",2010,"ppg","private","private","bonds",0
"BA","Bosnia & Herzegovina",2010,"ppg","private","private","commercial-banking",14284227.26
"BA","Bosnia & Herzegovina",2010,"ppg","private","private","other-private",0
"BA","Bosnia & Herzegovina",2011,"png","private","private","bonds",0
"BA","Bosnia & Herzegovina",2011,"png","private","private","commercial-banking",101166748.6
"BA","Bosnia & Herzegovina",2011,"ppg","private","private","bonds",0
"BA","Bosnia & Herzegovina",2011,"ppg","private","private","commercial-banking",11647754.86
"BA","Bosnia & Herzegovina",2011,"ppg","private","private","other-private",0
"BA","Bosnia & Herzegovina",2012,"png","private","private","bonds",0
"BA","Bosnia & Herzegovina",2012,"png","private","private","commercial-banking",76938000
"BA","Bosnia & Herzegovina",2012,"ppg","private","private","bonds",0
"BA","Bosnia & Herzegovina",2012,"ppg","private","private","commercial-banking",16970000
"BA","Bosnia & Herzegovina",2012,"ppg","private","private","other-private",0
"BA","Bosnia & Herzegovina",2013,"png","private","private","bonds",0
"BA","Bosnia & Herzegovina",2013,"png","private","private","commercial-banking",81788973.43
"BA","Bosnia & Herzegovina",2013,"ppg","private","private","bonds",0
"BA","Bosnia & Herzegovina",2013,"ppg","private","private","commercial-banking",16995086.33
"BA","Bosnia & Herzegovina",2013,"ppg","private","private","other-private",0
"BW","Botswana",2000,"png","private","private","bonds",0
"BW","Botswana",2000,"png","private","private","commercial-banking",0
"BW","Botswana",2000,"ppg","private","private","bonds",0
"BW","Botswana",2000,"ppg","private","private","commercial-banking",5865328.001
"BW","Botswana",2000,"ppg","private","private","other-private",0
"BW","Botswana",2001,"png","private","private","bonds",0
"BW","Botswana",2001,"png","private","private","commercial-banking",0
"BW","Botswana",2001,"ppg","private","private","bonds",0
"BW","Botswana",2001,"ppg","private","private","commercial-banking",0
"BW","Botswana",2001,"ppg","private","private","other-private",0
"BW","Botswana",2002,"png","private","private","bonds",0
"BW","Botswana",2002,"png","private","private","commercial-banking",0
"BW","Botswana",2002,"ppg","private","private","bonds",0
"BW","Botswana",2002,"ppg","private","private","commercial-banking",0
"BW","Botswana",2002,"ppg","private","private","other-private",0
"BW","Botswana",2003,"png","private","private","bonds",0
"BW","Botswana",2003,"png","private","private","commercial-banking",0
"BW","Botswana",2003,"ppg","private","private","bonds",0
"BW","Botswana",2003,"ppg","private","private","commercial-banking",0
"BW","Botswana",2003,"ppg","private","private","other-private",0
"BW","Botswana",2004,"png","private","private","bonds",0
"BW","Botswana",2004,"png","private","private","commercial-banking",0
"BW","Botswana",2004,"ppg","private","private","bonds",0
"BW","Botswana",2004,"ppg","private","private","commercial-banking",0
"BW","Botswana",2004,"ppg","private","private","other-private",0
"BW","Botswana",2005,"png","private","private","bonds",0
"BW","Botswana",2005,"png","private","private","commercial-banking",0
"BW","Botswana",2005,"ppg","private","private","bonds",0
"BW","Botswana",2005,"ppg","private","private","commercial-banking",0
"BW","Botswana",2005,"ppg","private","private","other-private",0
"BW","Botswana",2006,"png","private","private","bonds",0
"BW","Botswana",2006,"png","private","private","commercial-banking",0
"BW","Botswana",2006,"ppg","private","private","bonds",0
"BW","Botswana",2006,"ppg","private","private","commercial-banking",0
"BW","Botswana",2006,"ppg","private","private","other-private",0
"BW","Botswana",2007,"png","private","private","bonds",0
"BW","Botswana",2007,"png","private","private","commercial-banking",0
"BW","Botswana",2007,"ppg","private","private","bonds",0
"BW","Botswana",2007,"ppg","private","private","commercial-banking",0
"BW","Botswana",2007,"ppg","private","private","other-private",0
"BW","Botswana",2008,"png","private","private","bonds",0
"BW","Botswana",2008,"png","private","private","commercial-banking",0
"BW","Botswana",2008,"ppg","private","private","bonds",0
"BW","Botswana",2008,"ppg","private","private","commercial-banking",0
"BW","Botswana",2008,"ppg","private","private","other-private",0
"BW","Botswana",2009,"png","private","private","bonds",0
"BW","Botswana",2009,"png","private","private","commercial-banking",0
"BW","Botswana",2009,"ppg","private","private","bonds",0
"BW","Botswana",2009,"ppg","private","private","commercial-banking",0
"BW","Botswana",2009,"ppg","private","private","other-private",0
"BW","Botswana",2010,"png","private","private","bonds",0
"BW","Botswana",2010,"png","private","private","commercial-banking",0
"BW","Botswana",2010,"ppg","private","private","bonds",0
"BW","Botswana",2010,"ppg","private","private","commercial-banking",0
"BW","Botswana",2010,"ppg","private","private","other-private",0
"BW","Botswana",2011,"png","private","private","bonds",0
"BW","Botswana",2011,"png","private","private","commercial-banking",0
"BW","Botswana",2011,"ppg","private","private","bonds",0
"BW","Botswana",2011,"ppg","private","private","commercial-banking",0
"BW","Botswana",2011,"ppg","private","private","other-private",0
"BW","Botswana",2012,"png","private","private","bonds",79689000
"BW","Botswana",2012,"png","private","private","commercial-banking",0
"BW","Botswana",2012,"ppg","private","private","bonds",0
"BW","Botswana",2012,"ppg","private","private","commercial-banking",0
"BW","Botswana",2012,"ppg","private","private","other-private",0
"BW","Botswana",2013,"png","private","private","bonds",0
"BW","Botswana",2013,"png","private","private","commercial-banking",0
"BW","Botswana",2013,"ppg","private","private","bonds",0
"BW","Botswana",2013,"ppg","private","private","commercial-banking",0
"BW","Botswana",2013,"ppg","private","private","other-private",0
"BR","Brazil",2000,"png","private","private","bonds",6796748681
"BR","Brazil",2000,"png","private","private","commercial-banking",50702451520
"BR","Brazil",2000,"ppg","private","private","bonds",25520402335
"BR","Brazil",2000,"ppg","private","private","commercial-banking",8317376082
"BR","Brazil",2000,"ppg","private","private","other-private",55217010.91
"BR","Brazil",2001,"png","private","private","bonds",8132612883
"BR","Brazil",2001,"png","private","private","commercial-banking",54210856995
"BR","Brazil",2001,"ppg","private","private","bonds",27814007297
"BR","Brazil",2001,"ppg","private","private","commercial-banking",3912504972
"BR","Brazil",2001,"ppg","private","private","other-private",274516997.1
"BR","Brazil",2002,"png","private","private","bonds",6411533844
"BR","Brazil",2002,"png","private","private","commercial-banking",26225135795
"BR","Brazil",2002,"ppg","private","private","bonds",14892750616
"BR","Brazil",2002,"ppg","private","private","commercial-banking",12693595088
"BR","Brazil",2002,"ppg","private","private","other-private",569110845.1
"BR","Brazil",2003,"png","private","private","bonds",14920162338
"BR","Brazil",2003,"png","private","private","commercial-banking",29326458237
"BR","Brazil",2003,"ppg","private","private","bonds",23133720345
"BR","Brazil",2003,"ppg","private","private","commercial-banking",3013644208
"BR","Brazil",2003,"ppg","private","private","other-private",200366935.3
"BR","Brazil",2004,"png","private","private","bonds",13227586798
"BR","Brazil",2004,"png","private","private","commercial-banking",22655862455
"BR","Brazil",2004,"ppg","private","private","bonds",14611541776
"BR","Brazil",2004,"ppg","private","private","commercial-banking",11184737811
"BR","Brazil",2004,"ppg","private","private","other-private",92025198.24
"BR","Brazil",2005,"png","private","private","bonds",12993598748
"BR","Brazil",2005,"png","private","private","commercial-banking",15063137630
"BR","Brazil",2005,"ppg","private","private","bonds",16296000543
"BR","Brazil",2005,"ppg","private","private","commercial-banking",3176111344
"BR","Brazil",2005,"ppg","private","private","other-private",40123271.7
"BR","Brazil",2006,"png","private","private","bonds",16345036368
"BR","Brazil",2006,"png","private","private","commercial-banking",52645762941
"BR","Brazil",2006,"ppg","private","private","bonds",9332998449
"BR","Brazil",2006,"ppg","private","private","commercial-banking",2077838756
"BR","Brazil",2006,"ppg","private","private","other-private",31336766.62
"BR","Brazil",2007,"png","private","private","bonds",19579447248
"BR","Brazil",2007,"png","private","private","commercial-banking",55801445248
"BR","Brazil",2007,"ppg","private","private","bonds",4727048060
"BR","Brazil",2007,"ppg","private","private","commercial-banking",1133542500
"BR","Brazil",2007,"ppg","private","private","other-private",71134019.09
"BR","Brazil",2008,"png","private","private","bonds",8252884357
"BR","Brazil",2008,"png","private","private","commercial-banking",56341716906
"BR","Brazil",2008,"ppg","private","private","bonds",12530157345
"BR","Brazil",2008,"ppg","private","private","commercial-banking",2541458264
"BR","Brazil",2008,"ppg","private","private","other-private",9978243.065
"BR","Brazil",2009,"png","private","private","bonds",21121762708
"BR","Brazil",2009,"png","private","private","commercial-banking",33426788979
"BR","Brazil",2009,"ppg","private","private","bonds",6330942686
"BR","Brazil",2009,"ppg","private","private","commercial-banking",2145621027
"BR","Brazil",2009,"ppg","private","private","other-private",72285710.5
"BR","Brazil",2010,"png","private","private","bonds",32727232834
"BR","Brazil",2010,"png","private","private","commercial-banking",33387622382
"BR","Brazil",2010,"ppg","private","private","bonds",5490838205
"BR","Brazil",2010,"ppg","private","private","commercial-banking",3124979200
"BR","Brazil",2010,"ppg","private","private","other-private",115676228.3
"BR","Brazil",2011,"png","private","private","bonds",27658870770
"BR","Brazil",2011,"png","private","private","commercial-banking",60269560762
"BR","Brazil",2011,"ppg","private","private","bonds",3264297525
"BR","Brazil",2011,"ppg","private","private","commercial-banking",6063348757
"BR","Brazil",2011,"ppg","private","private","other-private",26861377.88
"BR","Brazil",2012,"png","private","private","bonds",8821764000
"BR","Brazil",2012,"png","private","private","commercial-banking",42829759000
"BR","Brazil",2012,"ppg","private","private","bonds",6587414000
"BR","Brazil",2012,"ppg","private","private","commercial-banking",6195386000
"BR","Brazil",2012,"ppg","private","private","other-private",10219320000
"BR","Brazil",2013,"png","private","private","bonds",4902870830
"BR","Brazil",2013,"png","private","private","commercial-banking",67813240972
"BR","Brazil",2013,"ppg","private","private","bonds",8902626672
"BR","Brazil",2013,"ppg","private","private","commercial-banking",22986719518
"BR","Brazil",2013,"ppg","private","private","other-private",305658.4215
"BN","Brunei",2000,"png","private","private","bonds",
"BN","Brunei",2000,"png","private","private","commercial-banking",
"BN","Brunei",2000,"ppg","private","private","bonds",
"BN","Brunei",2000,"ppg","private","private","commercial-banking",
"BN","Brunei",2000,"ppg","private","private","other-private",
"BN","Brunei",2001,"png","private","private","bonds",
"BN","Brunei",2001,"png","private","private","commercial-banking",
"BN","Brunei",2001,"ppg","private","private","bonds",
"BN","Brunei",2001,"ppg","private","private","commercial-banking",
"BN","Brunei",2001,"ppg","private","private","other-private",
"BN","Brunei",2002,"png","private","private","bonds",
"BN","Brunei",2002,"png","private","private","commercial-banking",
"BN","Brunei",2002,"ppg","private","private","bonds",
"BN","Brunei",2002,"ppg","private","private","commercial-banking",
"BN","Brunei",2002,"ppg","private","private","other-private",
"BN","Brunei",2003,"png","private","private","bonds",
"BN","Brunei",2003,"png","private","private","commercial-banking",
"BN","Brunei",2003,"ppg","private","private","bonds",
"BN","Brunei",2003,"ppg","private","private","commercial-banking",
"BN","Brunei",2003,"ppg","private","private","other-private",
"BN","Brunei",2004,"png","private","private","bonds",
"BN","Brunei",2004,"png","private","private","commercial-banking",
"BN","Brunei",2004,"ppg","private","private","bonds",
"BN","Brunei",2004,"ppg","private","private","commercial-banking",
"BN","Brunei",2004,"ppg","private","private","other-private",
"BN","Brunei",2005,"png","private","private","bonds",
"BN","Brunei",2005,"png","private","private","commercial-banking",
"BN","Brunei",2005,"ppg","private","private","bonds",
"BN","Brunei",2005,"ppg","private","private","commercial-banking",
"BN","Brunei",2005,"ppg","private","private","other-private",
"BN","Brunei",2006,"png","private","private","bonds",
"BN","Brunei",2006,"png","private","private","commercial-banking",
"BN","Brunei",2006,"ppg","private","private","bonds",
"BN","Brunei",2006,"ppg","private","private","commercial-banking",
"BN","Brunei",2006,"ppg","private","private","other-private",
"BN","Brunei",2007,"png","private","private","bonds",
"BN","Brunei",2007,"png","private","private","commercial-banking",
"BN","Brunei",2007,"ppg","private","private","bonds",
"BN","Brunei",2007,"ppg","private","private","commercial-banking",
"BN","Brunei",2007,"ppg","private","private","other-private",
"BN","Brunei",2008,"png","private","private","bonds",
"BN","Brunei",2008,"png","private","private","commercial-banking",
"BN","Brunei",2008,"ppg","private","private","bonds",
"BN","Brunei",2008,"ppg","private","private","commercial-banking",
"BN","Brunei",2008,"ppg","private","private","other-private",
"BN","Brunei",2009,"png","private","private","bonds",
"BN","Brunei",2009,"png","private","private","commercial-banking",
"BN","Brunei",2009,"ppg","private","private","bonds",
"BN","Brunei",2009,"ppg","private","private","commercial-banking",
"BN","Brunei",2009,"ppg","private","private","other-private",
"BN","Brunei",2010,"png","private","private","bonds",
"BN","Brunei",2010,"png","private","private","commercial-banking",
"BN","Brunei",2010,"ppg","private","private","bonds",
"BN","Brunei",2010,"ppg","private","private","commercial-banking",
"BN","Brunei",2010,"ppg","private","private","other-private",
"BN","Brunei",2011,"png","private","private","bonds",
"BN","Brunei",2011,"png","private","private","commercial-banking",
"BN","Brunei",2011,"ppg","private","private","bonds",
"BN","Brunei",2011,"ppg","private","private","commercial-banking",
"BN","Brunei",2011,"ppg","private","private","other-private",
"BN","Brunei",2012,"png","private","private","bonds",
"BN","Brunei",2012,"png","private","private","commercial-banking",
"BN","Brunei",2012,"ppg","private","private","bonds",
"BN","Brunei",2012,"ppg","private","private","commercial-banking",
"BN","Brunei",2012,"ppg","private","private","other-private",
"BN","Brunei",2013,"png","private","private","bonds",
"BN","Brunei",2013,"png","private","private","commercial-banking",
"BN","Brunei",2013,"ppg","private","private","bonds",
"BN","Brunei",2013,"ppg","private","private","commercial-banking",
"BN","Brunei",2013,"ppg","private","private","other-private",
"BG","Bulgaria",2000,"png","private","private","bonds",0
"BG","Bulgaria",2000,"png","private","private","commercial-banking",813256375.7
"BG","Bulgaria",2000,"ppg","private","private","bonds",0
"BG","Bulgaria",2000,"ppg","private","private","commercial-banking",62785953.06
"BG","Bulgaria",2000,"ppg","private","private","other-private",0
"BG","Bulgaria",2001,"png","private","private","bonds",0
"BG","Bulgaria",2001,"png","private","private","commercial-banking",634507704
"BG","Bulgaria",2001,"ppg","private","private","bonds",564572217.5
"BG","Bulgaria",2001,"ppg","private","private","commercial-banking",11936638.04
"BG","Bulgaria",2001,"ppg","private","private","other-private",0
"BG","Bulgaria",2002,"png","private","private","bonds",0
"BG","Bulgaria",2002,"png","private","private","commercial-banking",1665670702
"BG","Bulgaria",2002,"ppg","private","private","bonds",0
"BG","Bulgaria",2002,"ppg","private","private","commercial-banking",42819339.37
"BG","Bulgaria",2002,"ppg","private","private","other-private",0
"BG","Bulgaria",2003,"png","private","private","bonds",97041271.49
"BG","Bulgaria",2003,"png","private","private","commercial-banking",937389057.9
"BG","Bulgaria",2003,"ppg","private","private","bonds",0
"BG","Bulgaria",2003,"ppg","private","private","commercial-banking",46004032.35
"BG","Bulgaria",2003,"ppg","private","private","other-private",0
"BG","Bulgaria",2004,"png","private","private","bonds",412605384.6
"BG","Bulgaria",2004,"png","private","private","commercial-banking",3728526122
"BG","Bulgaria",2004,"ppg","private","private","bonds",0
"BG","Bulgaria",2004,"ppg","private","private","commercial-banking",56965118.25
"BG","Bulgaria",2004,"ppg","private","private","other-private",0
"BG","Bulgaria",2005,"png","private","private","bonds",377162143.4
"BG","Bulgaria",2005,"png","private","private","commercial-banking",6424405662
"BG","Bulgaria",2005,"ppg","private","private","bonds",0
"BG","Bulgaria",2005,"ppg","private","private","commercial-banking",28646950.65
"BG","Bulgaria",2005,"ppg","private","private","other-private",0
"BG","Bulgaria",2006,"png","private","private","bonds",302503926
"BG","Bulgaria",2006,"png","private","private","commercial-banking",8312513384
"BG","Bulgaria",2006,"ppg","private","private","bonds",0
"BG","Bulgaria",2006,"ppg","private","private","commercial-banking",22347592.57
"BG","Bulgaria",2006,"ppg","private","private","other-private",1878574.742
"BG","Bulgaria",2007,"png","private","private","bonds",0
"BG","Bulgaria",2007,"png","private","private","commercial-banking",15371765564
"BG","Bulgaria",2007,"ppg","private","private","bonds",0
"BG","Bulgaria",2007,"ppg","private","private","commercial-banking",7981304.826
"BG","Bulgaria",2007,"ppg","private","private","other-private",0
"BG","Bulgaria",2008,"png","private","private","bonds",0
"BG","Bulgaria",2008,"png","private","private","commercial-banking",17238676323
"BG","Bulgaria",2008,"ppg","private","private","bonds",0
"BG","Bulgaria",2008,"ppg","private","private","commercial-banking",8200312.135
"BG","Bulgaria",2008,"ppg","private","private","other-private",0
"BG","Bulgaria",2009,"png","private","private","bonds",0
"BG","Bulgaria",2009,"png","private","private","commercial-banking",8314466764
"BG","Bulgaria",2009,"ppg","private","private","bonds",0
"BG","Bulgaria",2009,"ppg","private","private","commercial-banking",0
"BG","Bulgaria",2009,"ppg","private","private","other-private",0
"BG","Bulgaria",2010,"png","private","private","bonds",0
"BG","Bulgaria",2010,"png","private","private","commercial-banking",1435059144
"BG","Bulgaria",2010,"ppg","private","private","bonds",0
"BG","Bulgaria",2010,"ppg","private","private","commercial-banking",0
"BG","Bulgaria",2010,"ppg","private","private","other-private",0
"BG","Bulgaria",2011,"png","private","private","bonds",0
"BG","Bulgaria",2011,"png","private","private","commercial-banking",10011955396
"BG","Bulgaria",2011,"ppg","private","private","bonds",0
"BG","Bulgaria",2011,"ppg","private","private","commercial-banking",0
"BG","Bulgaria",2011,"ppg","private","private","other-private",0
"BG","Bulgaria",2012,"png","private","private","bonds",1.5e+08
"BG","Bulgaria",2012,"png","private","private","commercial-banking",4402752000
"BG","Bulgaria",2012,"ppg","private","private","bonds",1210646000
"BG","Bulgaria",2012,"ppg","private","private","commercial-banking",0
"BG","Bulgaria",2012,"ppg","private","private","other-private",0
"BG","Bulgaria",2013,"png","private","private","bonds",526014720.5
"BG","Bulgaria",2013,"png","private","private","commercial-banking",4585054560
"BG","Bulgaria",2013,"ppg","private","private","bonds",380061799.8
"BG","Bulgaria",2013,"ppg","private","private","commercial-banking",0
"BG","Bulgaria",2013,"ppg","private","private","other-private",0
"BF","Burkina Faso",2000,"png","private","private","bonds",0
"BF","Burkina Faso",2000,"png","private","private","commercial-banking",0
"BF","Burkina Faso",2000,"ppg","private","private","bonds",0
"BF","Burkina Faso",2000,"ppg","private","private","commercial-banking",0
"BF","Burkina Faso",2000,"ppg","private","private","other-private",0
"BF","Burkina Faso",2001,"png","private","private","bonds",0
"BF","Burkina Faso",2001,"png","private","private","commercial-banking",0
"BF","Burkina Faso",2001,"ppg","private","private","bonds",0
"BF","Burkina Faso",2001,"ppg","private","private","commercial-banking",0
"BF","Burkina Faso",2001,"ppg","private","private","other-private",0
"BF","Burkina Faso",2002,"png","private","private","bonds",0
"BF","Burkina Faso",2002,"png","private","private","commercial-banking",0
"BF","Burkina Faso",2002,"ppg","private","private","bonds",0
"BF","Burkina Faso",2002,"ppg","private","private","commercial-banking",0
"BF","Burkina Faso",2002,"ppg","private","private","other-private",0
"BF","Burkina Faso",2003,"png","private","private","bonds",0
"BF","Burkina Faso",2003,"png","private","private","commercial-banking",0
"BF","Burkina Faso",2003,"ppg","private","private","bonds",0
"BF","Burkina Faso",2003,"ppg","private","private","commercial-banking",0
