ISO,FIPS,DHSCC,SVYTYPE,SVYYEAR,CNTRYNAMEE,CNTRYNAMEF,CNTRYNAMES,DHSREGEN,DHSREGFR,DHSREGSP,SVYID,REG_ID,Svy_Map,MULTLEVEL,LEVELRNK,REGVAR,REGCODE,REGNAME,OTHREGVAR,OTHREGCO,OTHREGNA,LEVELCO,LEVELNA,REPALLIND,REGNOTES,SVYNOTES,uniqueid,p20,poor.pop,pop.2001
TZ,TZ,TZ,DHS,2010.00000000000,Tanzania,,,Singida,,,345.00000000000,TZDHS2010451013,yes,yes,1.00000000000,hv024,13.00000000000,singida,hv023,3.00000000000,central,Admin1,Regions,no,,"Survey is representative at two levels: 26 regions as the 26 admin1 areas, and 8 zones as groups of admin1 areas",153,0.830588636104036,0,0
TZ,TZ,TZ,DHS,2010.00000000000,Tanzania,,,Tabora,,,345.00000000000,TZDHS2010451002,yes,yes,1.00000000000,hv024,14.00000000000,tabora,hv023,1.00000000000,western,Admin1,Regions,no,,"Survey is representative at two levels: 26 regions as the 26 admin1 areas, and 8 zones as groups of admin1 areas",154,0.833445423656152,0,0
TZ,TZ,TZ,DHS,2010.00000000000,Tanzania,,,Rukwa,,,345.00000000000,TZDHS2010451017,yes,yes,1.00000000000,hv024,15.00000000000,rukwa,hv023,4.00000000000,southern highlands,Admin1,Regions,no,,"Survey is representative at two levels: 26 regions as the 26 admin1 areas, and 8 zones as groups of admin1 areas",155,0.756458681924263,0,0
TZ,TZ,TZ,DHS,2010.00000000000,Tanzania,,,Kigoma,,,345.00000000000,TZDHS2010451004,yes,yes,1.00000000000,hv024,16.00000000000,kigoma,hv023,1.00000000000,western,Admin1,Regions,no,,"Survey is representative at two levels: 26 regions as the 26 admin1 areas, and 8 zones as groups of admin1 areas",156,0.768945814091017,0,0
TZ,TZ,TZ,DHS,2010.00000000000,Tanzania,,,Shinyanga,,,345.00000000000,TZDHS2010451003,yes,yes,1.00000000000,hv024,17.00000000000,shinyanga,hv023,1.00000000000,western,Admin1,Regions,no,,"Survey is representative at two levels: 26 regions as the 26 admin1 areas, and 8 zones as groups of admin1 areas",157,0.801148965468568,0,0
TZ,TZ,TZ,DHS,2010.00000000000,Tanzania,,,Kagera,,,345.00000000000,TZDHS2010451019,yes,yes,1.00000000000,hv024,18.00000000000,kagera,hv023,5.00000000000,lake,Admin1,Regions,no,,"Survey is representative at two levels: 26 regions as the 26 admin1 areas, and 8 zones as groups of admin1 areas",158,0.792916150903415,0,0
TZ,TZ,TZ,DHS,2010.00000000000,Tanzania,,,Mwanza,,,345.00000000000,TZDHS2010451020,yes,yes,1.00000000000,hv024,19.00000000000,mwanza,hv023,5.00000000000,lake,Admin1,Regions,no,,"Survey is representative at two levels: 26 regions as the 26 admin1 areas, and 8 zones as groups of admin1 areas",159,0.670035368246955,0,0
TZ,TZ,TZ,DHS,2010.00000000000,Tanzania,,,Mara,,,345.00000000000,TZDHS2010451021,yes,yes,1.00000000000,hv024,20.00000000000,mara,hv023,5.00000000000,lake,Admin1,Regions,no,,"Survey is representative at two levels: 26 regions as the 26 admin1 areas, and 8 zones as groups of admin1 areas",160,0.694712637763295,0,0
TZ,TZ,TZ,DHS,2010.00000000000,Tanzania,,,Manyara,,,345.00000000000,TZDHS2010451010,yes,yes,1.00000000000,hv024,21.00000000000,manyara,hv023,2.00000000000,northern,Admin1,Regions,no,,"Survey is representative at two levels: 26 regions as the 26 admin1 areas, and 8 zones as groups of admin1 areas",161,0.753343624891747,0,0
TZ,TZ,TZ,DHS,2010.00000000000,Tanzania,,,Unguja North,,,345.00000000000,TZDHS2010451031,yes,yes,1.00000000000,hv024,51.00000000000,zanzibar north,hv023,8.00000000000,zanzibar,Admin1,Regions,no,Unguja North is also called Zanzibar North,"Survey is representative at two levels: 26 regions as the 26 admin1 areas, and 8 zones as groups of admin1 areas",162,0.563953755817268,0,0
TZ,TZ,TZ,DHS,2010.00000000000,Tanzania,,,Unguja South,,,345.00000000000,TZDHS2010451032,yes,yes,1.00000000000,hv024,52.00000000000,zanzibar south,hv023,8.00000000000,zanzibar,Admin1,Regions,no,Unguja South is also called Zanzibar South,"Survey is representative at two levels: 26 regions as the 26 admin1 areas, and 8 zones as groups of admin1 areas",163,0.288203226038103,0,0
TZ,TZ,TZ,DHS,2010.00000000000,Tanzania,,,Town West,,,345.00000000000,TZDHS2010451033,yes,yes,1.00000000000,hv024,53.00000000000,town west,hv023,8.00000000000,zanzibar,Admin1,Regions,no,,"Survey is representative at two levels: 26 regions as the 26 admin1 areas, and 8 zones as groups of admin1 areas",164,0.034823415343241,0,0
TZ,TZ,TZ,DHS,2010.00000000000,Tanzania,,,Pemba North,,,345.00000000000,TZDHS2010451034,yes,yes,1.00000000000,hv024,54.00000000000,pemba north,hv023,8.00000000000,zanzibar,Admin1,Regions,no,,"Survey is representative at two levels: 26 regions as the 26 admin1 areas, and 8 zones as groups of admin1 areas",165,0.761900069196594,0,0
TZ,TZ,TZ,DHS,2010.00000000000,Tanzania,,,Pemba South,,,345.00000000000,TZDHS2010451035,yes,yes,1.00000000000,hv024,55.00000000000,pemba south,hv023,8.00000000000,zanzibar,Admin1,Regions,no,,"Survey is representative at two levels: 26 regions as the 26 admin1 areas, and 8 zones as groups of admin1 areas",166,0.523453804575265,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Kinshasa,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,1.00000000000,Kinshasa,hv024,1.00000000000,Kinshasa,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",167,0.091413077810947,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Kwango,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,2.00000000000,Kwango,hv024,2.00000000000,Bandundu,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",168,0.997057149713379,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Kwilu,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,3.00000000000,Kwilu,hv024,2.00000000000,Bandundu,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",169,0.978695614878779,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Mai-Ndombe,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,4.00000000000,Mai-Ndombe,hv024,2.00000000000,Bandundu,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",170,0.995931251170698,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Kongo Central,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,5.00000000000,Kongo Central,hv024,3.00000000000,Bas-Congo,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",171,0.823787773403913,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Equateur,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,6.00000000000,Equateur,hv024,4.00000000000,Equateur,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",172,0.959217009982379,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Mongala,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,7.00000000000,Mongala,hv024,4.00000000000,Equateur,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",173,0.998108573161849,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Nord-Ubangi,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,8.00000000000,Nord-Ubangi,hv024,4.00000000000,Equateur,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",174,0.986021800040860,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Sud-Ubangi,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,9.00000000000,Sud-Ubangi,hv024,4.00000000000,Equateur,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",175,1.000000000000000,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Tshuapa,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,10.00000000000,Tshuapa,hv024,4.00000000000,Equateur,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",176,0.988952989210526,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Kasai,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,11.00000000000,Kasai,hv024,5.00000000000,Kasai-Occidental,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",177,0.995273481823392,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Kasai-Central,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,12.00000000000,Kasai-Central,hv024,5.00000000000,Kasai-Occidental,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",178,0.950716271199608,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Kasai-Oriental,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,13.00000000000,Kasai-Oriental,hv024,6.00000000000,Kasai-Oriental,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",179,0.792038897347966,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Lomami,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,14.00000000000,Lomami,hv024,6.00000000000,Kasai-Oriental,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",180,0.992767995743134,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Sankuru,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,15.00000000000,Sankuru,hv024,6.00000000000,Kasai-Oriental,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",181,0.991505349474002,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Haut-Katanga,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,16.00000000000,Haut-Katanga,hv024,7.00000000000,Katanga,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",182,0.508012868461803,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Haut-Lomami,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,17.00000000000,Haut-Lomami,hv024,7.00000000000,Katanga,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",183,0.970349252330673,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Lualaba,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,18.00000000000,Lualaba,hv024,7.00000000000,Katanga,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",184,0.875189627737537,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Tanganyka,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,19.00000000000,Tanganyka,hv024,7.00000000000,Katanga,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",185,0.999371315010634,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Maniema,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,20.00000000000,Maniema,hv024,8.00000000000,Maniema,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",186,0.981760324377659,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Nord-Kivu,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,21.00000000000,Nord-Kivu,hv024,9.00000000000,Nord-Kivu,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",187,0.861539740428854,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Bas-Uele,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,22.00000000000,Bas-Uele,hv024,10.00000000000,Orientale,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",188,0.992870553632663,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Haut-Uele,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,23.00000000000,Haut-Uele,hv024,10.00000000000,Orientale,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",189,0.973151640456577,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Ituri,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,24.00000000000,Ituri,hv024,10.00000000000,Orientale,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",190,0.986627773603911,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Tshopo,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,25.00000000000,Tshopo,hv024,10.00000000000,Orientale,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",191,0.796364190563767,0,0
CD,CG,CD,DHS,2013.00000000000,Congo Democratic Republic,RÃƒÂ©publique DÃƒÂ©mocratique du Congo,,Sud-Kivu,,,421.00000000000,,yes,yes,2.00000000000,shnprovin,26.00000000000,Sud-Kivu,hv024,11.00000000000,Sud-Kivu,Admin1,New Provinces,no,,"Survey is representative at two levels: 11 old provinces as groups of admin1 areas, and 26 new provinces as 26 admin1 areas",192,0.942707941366019,0,0
PK,PK,PK,DHS,2006.00000000000,Pakistan,,,Punjab,,,273.00000000000,PKDHS2006440001,yes,no,1.00000000000,hv024,1.00000000000,punjab,NULL,9999.00000000000,NULL,Groups of Admin1,Groups of Provinces,yes,Punjab region includes the Islamabad Capital Territory,"Survey is representative to 4 regions as admin1 areas, except for the Punjab survey region which is comprised of the Punjab admin1 area and the Islamabad Capital Territory.  FANA and FATA regions were excluded from the survey",193,0.184329748661880,0,0
PK,PK,PK,DHS,2006.00000000000,Pakistan,,,Sindh,,,273.00000000000,PKDHS2006440003,yes,no,1.00000000000,hv024,2.00000000000,sindh,NULL,9999.00000000000,NULL,Groups of Admin1,Groups of Provinces,yes,,"Survey is representative to 4 regions as admin1 areas, except for the Punjab survey region which is comprised of the Punjab admin1 area and the Islamabad Capital Territory.  FANA and FATA regions were excluded from the survey",194,0.304386696948575,0,0
PK,PK,PK,DHS,2006.00000000000,Pakistan,,,NW Frontier Province,,,273.00000000000,PKDHS2006440004,yes,no,1.00000000000,hv024,3.00000000000,nwfp,NULL,9999.00000000000,NULL,Groups of Admin1,Groups of Provinces,yes,Province name was changed to Khyber Pakhtunkhwa in 2010,"Survey is representative to 4 regions as admin1 areas, except for the Punjab survey region which is comprised of the Punjab admin1 area and the Islamabad Capital Territory.  FANA and FATA regions were excluded from the survey",195,0.185380061849920,0,0
PK,PK,PK,DHS,2006.00000000000,Pakistan,,,Balochistan,,,273.00000000000,PKDHS2006440005,yes,no,1.00000000000,hv024,4.00000000000,balochistan,NULL,9999.00000000000,NULL,Groups of Admin1,Groups of Provinces,yes,,"Survey is representative to 4 regions as admin1 areas, except for the Punjab survey region which is comprised of the Punjab admin1 area and the Islamabad Capital Territory.  FANA and FATA regions were excluded from the survey",196,0.394492725639916,0,0
PK,PK,PK,DHS,2006.00000000000,Pakistan,,,FANA,,,273.00000000000,Excluded,yes,no,1.00000000000,hv024,9999.00000000000,NULL,NULL,9999.00000000000,NULL,Groups of Admin1,Groups of Provinces,yes,FANA region excluded from the survey.  FANA region is comprised of Gilgit Baltistan province and Azad Jammu and Kashmir province,"Survey is representative to 4 regions as admin1 areas, except for the Punjab survey region which is comprised of the Punjab admin1 area and the Islamabad Capital Territory.  FANA and FATA regions were excluded from the survey",197,,0,0
PK,PK,PK,DHS,2006.00000000000,Pakistan,,,FATA,,,273.00000000000,Excluded,yes,no,1.00000000000,hv024,9999.00000000000,NULL,NULL,9999.00000000000,NULL,Groups of Admin1,Groups of Provinces,yes,FATA region exluded from the survey,"Survey is representative to 4 regions as admin1 areas, except for the Punjab survey region which is comprised of the Punjab admin1 area and the Islamabad Capital Territory.  FANA and FATA regions were excluded from the survey",198,,0,0
CI,IV,CI,DHS,2012.00000000000,Cote d'Ivoire,CÃƒÂ´te dÃ¢â‚¬â„¢Ivoire,,Central,Centre,,311.00000000000,CIDHS2012395008,yes,no,1.00000000000,hv024,1.00000000000,centre,NULL,9999.00000000000,NULL,Groups of Admin1 and the Capital City,Groups of Regions plus the Capital as its own Region,yes,,11 regions as 10 groups of admin1 plus the Capital as its own region,199,0.552677164424889,0,0
CI,IV,CI,DHS,2012.00000000000,Cote d'Ivoire,CÃƒÂ´te dÃ¢â‚¬â„¢Ivoire,,East Central,Centre-Est,,311.00000000000,CIDHS2012395009,yes,no,1.00000000000,hv024,2.00000000000,centre-est,NULL,9999.00000000000,NULL,Groups of Admin1 and the Capital City,Groups of Regions plus the Capital as its own Region,yes,,11 regions as 10 groups of admin1 plus the Capital as its own region,200,0.446226342433619,0,0
CI,IV,CI,DHS,2012.00000000000,Cote d'Ivoire,CÃƒÂ´te dÃ¢â‚¬â„¢Ivoire,,North Central,Centre-Nord,,311.00000000000,CIDHS2012395010,yes,no,1.00000000000,hv024,3.00000000000,centre-nord,NULL,9999.00000000000,NULL,Groups of Admin1 and the Capital City,Groups of Regions plus the Capital as its own Region,yes,,11 regions as 10 groups of admin1 plus the Capital as its own region,201,0.260847472577270,0,0
CI,IV,CI,DHS,2012.00000000000,Cote d'Ivoire,CÃƒÂ´te dÃ¢â‚¬â„¢Ivoire,,West Central,Centre-Ouest,,311.00000000000,CIDHS2012395011,yes,no,1.00000000000,hv024,4.00000000000,centre-ouest,NULL,9999.00000000000,NULL,Groups of Admin1 and the Capital City,Groups of Regions plus the Capital as its own Region,yes,,11 regions as 10 groups of admin1 plus the Capital as its own region,202,0.507090968549111,0,0
CI,IV,CI,DHS,2012.00000000000,Cote d'Ivoire,CÃƒÂ´te dÃ¢â‚¬â„¢Ivoire,,North,Nord,,311.00000000000,CIDHS2012395012,yes,no,1.00000000000,hv024,5.00000000000,nord,NULL,9999.00000000000,NULL,Groups of Admin1 and the Capital City,Groups of Regions plus the Capital as its own Region,yes,,11 regions as 10 groups of admin1 plus the Capital as its own region,203,0.323862836185490,0,0
CI,IV,CI,DHS,2012.00000000000,Cote d'Ivoire,CÃƒÂ´te dÃ¢â‚¬â„¢Ivoire,,Northeast,Nord-Est,,311.00000000000,CIDHS2012395013,yes,no,1.00000000000,hv024,6.00000000000,nord-est,NULL,9999.00000000000,NULL,Groups of Admin1 and the Capital City,Groups of Regions plus the Capital as its own Region,yes,,11 regions as 10 groups of admin1 plus the Capital as its own region,204,0.716368874506241,0,0
CI,IV,CI,DHS,2012.00000000000,Cote d'Ivoire,CÃƒÂ´te dÃ¢â‚¬â„¢Ivoire,,Northwest,Nord-Ouest,,311.00000000000,CIDHS2012395014,yes,no,1.00000000000,hv024,7.00000000000,nord-ouest,NULL,9999.00000000000,NULL,Groups of Admin1 and the Capital City,Groups of Regions plus the Capital as its own Region,yes,,11 regions as 10 groups of admin1 plus the Capital as its own region,205,0.441625634284178,0,0
CI,IV,CI,DHS,2012.00000000000,Cote d'Ivoire,CÃƒÂ´te dÃ¢â‚¬â„¢Ivoire,,West,Ouest,,311.00000000000,CIDHS2012395015,yes,no,1.00000000000,hv024,8.00000000000,ouest,NULL,9999.00000000000,NULL,Groups of Admin1 and the Capital City,Groups of Regions plus the Capital as its own Region,yes,,11 regions as 10 groups of admin1 plus the Capital as its own region,206,0.685350864536247,0,0
CI,IV,CI,DHS,2012.00000000000,Cote d'Ivoire,CÃƒÂ´te dÃ¢â‚¬â„¢Ivoire,,South,Sud sans Abidjan,,311.00000000000,CIDHS2012395016,yes,no,1.00000000000,hv024,9.00000000000,sud sans abidjan,NULL,9999.00000000000,NULL,Groups of Admin1 and the Capital City,Groups of Regions plus the Capital as its own Region,yes,,11 regions as 10 groups of admin1 plus the Capital as its own region,207,0.429980424206529,0,0
CI,IV,CI,DHS,2012.00000000000,Cote d'Ivoire,CÃƒÂ´te dÃ¢â‚¬â„¢Ivoire,,Southwest,Sud-Ouest,,311.00000000000,CIDHS2012395017,yes,no,1.00000000000,hv024,10.00000000000,sud-ouest,NULL,9999.00000000000,NULL,Groups of Admin1 and the Capital City,Groups of Regions plus the Capital as its own Region,yes,,11 regions as 10 groups of admin1 plus the Capital as its own region,208,0.575763266807042,0,0
CI,IV,CI,DHS,2012.00000000000,Cote d'Ivoire,CÃƒÂ´te dÃ¢â‚¬â„¢Ivoire,,Abidjan,Ville D'Abidjan,,311.00000000000,CIDHS2012395001,yes,no,1.00000000000,hv024,11.00000000000,ville d'abidjan,NULL,9999.00000000000,NULL,Groups of Admin1 and the Capital City,Groups of Regions plus the Capital as its own Region,yes,,11 regions as 10 groups of admin1 plus the Capital as its own region,209,0.000000000000000,0,0
MW,MI,MW,DHS,2010.00000000000,Malawi,,,Chitipa,,,333.00000000000,,yes,yes,2.00000000000,shdist,101.00000000000,chitipa,hv024,1.00000000000,northern,Admin1,Districts,no,,"Survey is represtentative at 2 levels: 3 regions as groups of admin1 areas, and 27 districts as the 28 admin1 districts, with two districts grouped together (the district of Likoma was combined with Nkhata Bay for the survey)",210,0.858172325368114,0,0
MW,MI,MW,DHS,2010.00000000000,Malawi,,,Karonga,,,333.00000000000,,yes,yes,2.00000000000,shdist,102.00000000000,karonga,hv024,1.00000000000,northern,Admin1,Districts,no,,"Survey is represtentative at 2 levels: 3 regions as groups of admin1 areas, and 27 districts as the 28 admin1 districts, with two districts grouped together (the district of Likoma was combined with Nkhata Bay for the survey)",211,0.812108580401052,0,0
MW,MI,MW,DHS,2010.00000000000,Malawi,,,Nkhata Bay and Likoma,,,333.00000000000,,yes,yes,2.00000000000,shdist,103.00000000000,nkhatabay,hv024,1.00000000000,northern,Admin1,Districts,no,,"Survey is represtentative at 2 levels: 3 regions as groups of admin1 areas, and 27 districts as the 28 admin1 districts, with two districts grouped together (the district of Likoma was combined with Nkhata Bay for the survey)",212,0.832370584714294,0,0
MW,MI,MW,DHS,2010.00000000000,Malawi,,,Rumphi,,,333.00000000000,,yes,yes,2.00000000000,shdist,104.00000000000,rumphi,hv024,1.00000000000,northern,Admin1,Districts,no,,"Survey is represtentative at 2 levels: 3 regions as groups of admin1 areas, and 27 districts as the 28 admin1 districts, with two districts grouped together (the district of Likoma was combined with Nkhata Bay for the survey)",213,0.743013337914327,0,0
MW,MI,MW,DHS,2010.00000000000,Malawi,,,Mzimba,,,333.00000000000,,yes,yes,2.00000000000,shdist,105.00000000000,mzimba,hv024,1.00000000000,northern,Admin1,Districts,no,,"Survey is represtentative at 2 levels: 3 regions as groups of admin1 areas, and 27 districts as the 28 admin1 districts, with two districts grouped together (the district of Likoma was combined with Nkhata Bay for the survey)",214,0.793422251087873,0,0
MW,MI,MW,DHS,2010.00000000000,Malawi,,,Kasungu,,,333.00000000000,,yes,yes,2.00000000000,shdist,201.00000000000,kasungu,hv024,2.00000000000,central,Admin1,Districts,no,,"Survey is represtentative at 2 levels: 3 regions as groups of admin1 areas, and 27 districts as the 28 admin1 districts, with two districts grouped together (the district of Likoma was combined with Nkhata Bay for the survey)",215,0.818685908384129,0,0
MW,MI,MW,DHS,2010.00000000000,Malawi,,,Nkhotakota,,,333.00000000000,,yes,yes,2.00000000000,shdist,202.00000000000,nkhota kota,hv024,2.00000000000,central,Admin1,Districts,no,,"Survey is represtentative at 2 levels: 3 regions as groups of admin1 areas, and 27 districts as the 28 admin1 districts, with two districts grouped together (the district of Likoma was combined with Nkhata Bay for the survey)",216,0.854940460105351,0,0
MW,MI,MW,DHS,2010.00000000000,Malawi,,,Ntchisi,,,333.00000000000,,yes,yes,2.00000000000,shdist,203.00000000000,ntchisi,hv024,2.00000000000,central,Admin1,Districts,no,,"Survey is represtentative at 2 levels: 3 regions as groups of admin1 areas, and 27 districts as the 28 admin1 districts, with two districts grouped together (the district of Likoma was combined with Nkhata Bay for the survey)",217,0.890313830482210,0,0
MW,MI,MW,DHS,2010.00000000000,Malawi,,,Dowa,,,333.00000000000,,yes,yes,2.00000000000,shdist,204.00000000000,dowa,hv024,2.00000000000,central,Admin1,Districts,no,,"Survey is represtentative at 2 levels: 3 regions as groups of admin1 areas, and 27 districts as the 28 admin1 districts, with two districts grouped together (the district of Likoma was combined with Nkhata Bay for the survey)",218,0.928038316700129,0,0
MW,MI,MW,DHS,2010.00000000000,Malawi,,,Salima,,,333.00000000000,,yes,yes,2.00000000000,shdist,205.00000000000,salima,hv024,2.00000000000,central,Admin1,Districts,no,,"Survey is represtentative at 2 levels: 3 regions as groups of admin1 areas, and 27 districts as the 28 admin1 districts, with two districts grouped together (the district of Likoma was combined with Nkhata Bay for the survey)",219,0.861713839921879,0,0
MW,MI,MW,DHS,2010.00000000000,Malawi,,,Lilongwe,,,333.00000000000,,yes,yes,2.00000000000,shdist,206.00000000000,lilongwe,hv024,2.00000000000,central,Admin1,Districts,no,,"Survey is represtentative at 2 levels: 3 regions as groups of admin1 areas, and 27 districts as the 28 admin1 districts, with two districts grouped together (the district of Likoma was combined with Nkhata Bay for the survey)",220,0.714793055651499,0,0
