"id","entity-name","year","budget-type","l1","l2","l3","l4","value","value-ncu"
"d120","Buvuma",2015,"budget","expenditure","administration","development-expenditure","domestic-development",31787.89892,107522000
"d120","Buvuma",2015,"budget","expenditure","administration","development-expenditure","donor-development",0,0
"d120","Buvuma",2015,"budget","expenditure","finance","recurrent-expenditure","wage",6531.298366,22092000
"d120","Buvuma",2015,"budget","expenditure","finance","recurrent-expenditure","non-wage",48149.25661,162864000
"d120","Buvuma",2015,"budget","expenditure","finance","development-expenditure","domestic-development",6918.587921,23402000
"d120","Buvuma",2015,"budget","expenditure","finance","development-expenditure","donor-development",0,0
"d120","Buvuma",2015,"budget","expenditure","statutory-bodies","recurrent-expenditure","wage",39970.94289,135201000
"d120","Buvuma",2015,"budget","expenditure","internal-audit","development-expenditure","donor-development",0,0
"d120","Buvuma",2015,"budget","revenue","locally-raised-revenues","marketgate-charges",,22228.64664,75188000
"d120","Buvuma",2015,"budget","expenditure","production-and-marketing","development-expenditure","donor-development",0,0
"d120","Buvuma",2015,"budget","expenditure","health","recurrent-expenditure","wage",224909.0967,760751000
"d120","Buvuma",2015,"budget","expenditure","health","development-expenditure","domestic-development",59304.96965,200598000
"d120","Buvuma",2015,"budget","expenditure","health","development-expenditure","donor-development",133065.0046,450090000
"d120","Buvuma",2015,"budget","expenditure","education","recurrent-expenditure","wage",198302.0085,670753000
"d120","Buvuma",2015,"budget","expenditure","education","recurrent-expenditure","non-wage",44065.56911,149051000
"d120","Buvuma",2015,"budget","expenditure","education","development-expenditure","domestic-development",66711.95631,225652000
"d120","Buvuma",2015,"budget","expenditure","education","development-expenditure","donor-development",0,0
"d120","Buvuma",2015,"budget","expenditure","roads-and-engineering","recurrent-expenditure","wage",1986.706727,6720000
"d120","Buvuma",2015,"budget","expenditure","roads-and-engineering","recurrent-expenditure","non-wage",207202.8686,700860000
"d120","Buvuma",2015,"budget","expenditure","roads-and-engineering","development-expenditure","domestic-development",1295.202704,4381000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-phc--non-wage",,10918.60906,36932000
"d120","Buvuma",2015,"budget","revenue","other-government-transfers","vegetablepalm-oil-development-project",,47874.60623,161935000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-transfers-to-school-inspection-grant",,8890.216964,30071000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-transfers-to-production-and-marketing",,26171.90472,88526000
"d120","Buvuma",2015,"budget","revenue","donor-funding","unspent-balances---donor",,3302.308652,11170000
"d120","Buvuma",2015,"budget","revenue","donor-funding","gavi",,4730.254113,1.6e+07
"d120","Buvuma",2015,"budget","expenditure","health","recurrent-expenditure","non-wage",62300.10743,210729000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-secondary-education",,14579.82574,49316000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-primary-salaries",,170056.7743,575214000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-primary-education",,17051.38351,57676000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-phc-salaries",,219445.6532,742271000
"d120","Buvuma",2015,"budget","revenue","other-government-transfers","mohwho-mass-immunization",,27627.64043,93450000
"d120","Buvuma",2015,"budget","revenue","locally-raised-revenues","transfers-from-other-govt-units-",,7391.022051,2.5e+07
"d120","Buvuma",2015,"budget","revenue","locally-raised-revenues","business-licences",,24769.08874,83781000
"d120","Buvuma",2015,"budget","revenue","discretionary-government-transfers","transfer-of-urban-unconditional-grant---wage",,37012.46459,125194000
"d120","Buvuma",2015,"budget","revenue","discretionary-government-transfers","transfer-of-district-unconditional-grant---wage",,227382.4283,769117000
"d120","Buvuma",2015,"budget","revenue","discretionary-government-transfers","urban-unconditional-grant---non-wage",,12200.80356,41269000
"d120","Buvuma",2015,"budget","revenue","discretionary-government-transfers","hard-to-reach-allowances",,142564.5374,482222000
"d120","Buvuma",2015,"budget","revenue","discretionary-government-transfers","district-unconditional-grant---non-wage",,113424.3982,383656000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-transfers-to-special-grant-for-pwds",,4247.176911,14366000
"d120","Buvuma",2015,"budget","expenditure","internal-audit","recurrent-expenditure","non-wage",4790.860493,16205000
"d120","Buvuma",2015,"budget","expenditure","internal-audit","development-expenditure","domestic-development",0,0
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","sanitation-and-hygiene",,6799.740287,2.3e+07
"d120","Buvuma",2015,"budget","revenue","donor-funding","unicef-ovc-mapping",,5912.817641,2e+07
"d120","Buvuma",2015,"budget","expenditure","production-and-marketing","development-expenditure","domestic-development",55419.65718,187456000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-sfg",,62277.34308,210652000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-secondary-salaries",,28245.23423,95539000
"d120","Buvuma",2015,"budget","revenue","other-government-transfers","mglsd-youth-entreprenuership",,87258.11069,295149000
"d120","Buvuma",2015,"budget","expenditure","planning","development-expenditure","domestic-development",10669.67943,36090000
"d120","Buvuma",2015,"budget","revenue","other-government-transfers","unspent-conditional-grants-rural-water",,7766.485971,26270000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-women-youth-and-disability-grant",,2034.304909,6881000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-dsc-chairs’-salaries",,7250.00135,24523000
"d120","Buvuma",2015,"budget","expenditure","community-based-services","recurrent-expenditure","wage",2873.629373,9720000
"d120","Buvuma",2015,"budget","expenditure","community-based-services","recurrent-expenditure","non-wage",106058.5057,358741000
"d120","Buvuma",2015,"budget","expenditure","community-based-services","development-expenditure","domestic-development",18165.94964,61446000
"d120","Buvuma",2015,"budget","expenditure","community-based-services","development-expenditure","donor-development",11825.63528,4e+07
"d120","Buvuma",2015,"budget","expenditure","planning","recurrent-expenditure","wage",0,0
"d120","Buvuma",2015,"budget","expenditure","planning","recurrent-expenditure","non-wage",265876.9406,899324000
"d120","Buvuma",2015,"budget","expenditure","planning","development-expenditure","donor-development",7391.022051,2.5e+07
"d120","Buvuma",2015,"budget","expenditure","internal-audit","recurrent-expenditure","wage",3203.564598,10836000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-district-natural-res---wetlands-non-wage",,1532.602332,5184000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","naads-districts---wage",,24861.91997,84095000
"d120","Buvuma",2015,"budget","revenue","other-government-transfers","ubos-census",,255124.1861,862953000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-functional-adult-lit",,2230.314814,7544000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-transfers-to-dsc-operational-costs",,2292.69504,7755000
"d120","Buvuma",2015,"budget","expenditure","production-and-marketing","recurrent-expenditure","wage",37045.87201,125307000
"d120","Buvuma",2015,"budget","expenditure","production-and-marketing","recurrent-expenditure","non-wage",67266.87425,227529000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-ngo-hospitals",,4166.762591,14094000
"d120","Buvuma",2015,"budget","revenue","other-government-transfers","naads-gratuity",,0,0
"d120","Buvuma",2015,"budget","revenue","other-government-transfers","uganda-examinations-board-uneb",,545.1617865,1844000
"d120","Buvuma",2015,"budget","revenue","other-government-transfers","support-from-molg-to-buvuma-tc-office-block",,0,0
"d120","Buvuma",2015,"budget","revenue","other-government-transfers","national-women-council-grant",,1034.743087,3500000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-community-devt-assistants-non-wage",,564.9697256,1911000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-for-naads",,38660.07122,130767000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-agric-ext-salaries",,8920.076693,30172000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-transfer-for-rural-water",,114598.0925,387626000
"d120","Buvuma",2015,"budget","revenue","conditional-government-transfers","conditional-transfers-to-councillors-allowances-and-ex--gratia-for-llgs",,9257.402939,31313000
"d120","Buvuma",2015,"budget","revenue","other-government-transfers","road-maintenance-grant-road-fund",,203651.039,688846000
"d120","Buvuma",2016,"budget","expenditure","planning","recurrent-expenditure","non-wage",10328.4066,38195000
"d120","Buvuma",2016,"budget","expenditure","community-based-services","development-expenditure","donor-development",9464.438561,3.5e+07
"d120","Buvuma",2016,"budget","expenditure","community-based-services","development-expenditure","domestic-development",16024.10572,59258000
"d120","Buvuma",2016,"budget","expenditure","planning","development-expenditure","domestic-development",7866.300507,29090000
"d120","Buvuma",2016,"budget","expenditure","education","development-expenditure","domestic-development",56962.94034,210652000
"d120","Buvuma",2016,"budget","expenditure","planning","recurrent-expenditure","wage",0,0
"d120","Buvuma",2016,"budget","revenue","donor-funding","unicef",,9734.851092,3.6e+07
"d120","Buvuma",2016,"budget","expenditure","community-based-services","recurrent-expenditure","non-wage",97931.79075,362157000
"d120","Buvuma",2016,"budget","expenditure","education","development-expenditure","donor-development",0,0
"d120","Buvuma",2016,"budget","revenue","other-government-transfers","neglected-tropical-diseases",,13520.62652,5e+07
"d120","Buvuma",2016,"budget","revenue","local-development-grant","lgmsd-former-lgdp",,91292.89271,337606000
"d120","Buvuma",2016,"budget","expenditure","internal-audit","recurrent-expenditure","wage",2930.190179,10836000
"d120","Buvuma",2016,"budget","revenue","donor-funding","mwrp-ovc-activities",,0,0
"d120","Buvuma",2016,"budget","revenue","donor-funding","pace",,0,0
"d120","Buvuma",2016,"budget","expenditure","planning","development-expenditure","donor-development",4056.187955,1.5e+07
"d120","Buvuma",2016,"budget","expenditure","internal-audit","recurrent-expenditure","non-wage",4168.409155,15415000
"d120","Buvuma",2016,"budget","revenue","donor-funding","waltereed",,135206.2652,5e+08
"d120","Buvuma",2016,"budget","revenue","locally-raised-revenues","application-fees-non-refundable-fees",,2963.721332,10960000
"d120","Buvuma",2016,"budget","revenue","locally-raised-revenues","local-service-tax",,5922.575239,21902000
"d120","Buvuma",2016,"budget","revenue","locally-raised-revenues","forest-revenues",,9870.057357,36500000
"d120","Buvuma",2016,"budget","revenue","locally-raised-revenues","other-fees-and-charges",,6625.106993,24500000
"d120","Buvuma",2016,"budget","revenue","donor-funding","global-fund",,5408.250607,2e+07
"d120","Buvuma",2016,"budget","revenue","locally-raised-revenues","other-licences",,12202.09502,45124000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-phc--non-wage",,9986.87557,36932000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-phc---development",,10166.15908,37595000
"d120","Buvuma",2016,"budget","revenue","donor-funding","codes-project-child-fund-uganda",,6760.313258,2.5e+07
"d120","Buvuma",2016,"budget","expenditure","administration","recurrent-expenditure","wage",216541.7573,800783000
"d120","Buvuma",2016,"budget","expenditure","administration","recurrent-expenditure","non-wage",193782.4867,716618000
"d120","Buvuma",2016,"budget","expenditure","administration","development-expenditure","domestic-development",19945.89865,73761000
"d120","Buvuma",2016,"budget","revenue","donor-funding","unicef-ovc-mapping",,9464.438561,3.5e+07
"d120","Buvuma",2016,"budget","expenditure","internal-audit","development-expenditure","domestic-development",0,0
"d120","Buvuma",2016,"budget","expenditure","internal-audit","development-expenditure","donor-development",0,0
"d120","Buvuma",2016,"budget","revenue","locally-raised-revenues","marketgate-charges",,18523.25833,68500000
"d120","Buvuma",2016,"budget","expenditure","health","development-expenditure","donor-development",165762.8811,6.13e+08
"d120","Buvuma",2016,"budget","expenditure","education","recurrent-expenditure","wage",181380.016,670753000
"d120","Buvuma",2016,"budget","expenditure","education","recurrent-expenditure","non-wage",40037.27924,148060000
"d120","Buvuma",2016,"budget","revenue","other-government-transfers","unspent-conditional-grants-rural-water",,0,0
"d120","Buvuma",2016,"budget","expenditure","roads-and-engineering","recurrent-expenditure","wage",1817.172204,6720000
"d120","Buvuma",2016,"budget","expenditure","roads-and-engineering","recurrent-expenditure","non-wage",189372.5991,700310000
"d120","Buvuma",2016,"budget","expenditure","roads-and-engineering","development-expenditure","domestic-development",2465.621452,9118000
"d120","Buvuma",2016,"budget","expenditure","roads-and-engineering","development-expenditure","donor-development",0,0
"d120","Buvuma",2016,"budget","expenditure","water","recurrent-expenditure","wage",0,0
"d120","Buvuma",2016,"budget","expenditure","water","recurrent-expenditure","non-wage",7185.401756,26572000
"d120","Buvuma",2016,"budget","expenditure","water","development-expenditure","domestic-development",118615.1044,438645000
"d120","Buvuma",2016,"budget","expenditure","water","development-expenditure","donor-development",0,0
"d120","Buvuma",2016,"budget","expenditure","natural-resources","recurrent-expenditure","wage",2985.354335,11040000
"d120","Buvuma",2016,"budget","expenditure","natural-resources","recurrent-expenditure","non-wage",5627.014344,20809000
"d120","Buvuma",2016,"budget","expenditure","natural-resources","development-expenditure","domestic-development",0,0
"d120","Buvuma",2016,"budget","expenditure","natural-resources","development-expenditure","donor-development",0,0
"d120","Buvuma",2016,"budget","expenditure","community-based-services","recurrent-expenditure","wage",2628.409795,9720000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-transfers-to-special-grant-for-pwds",,3884.746411,14366000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-transfers-to-school-inspection-grant",,8131.575199,30071000
"d120","Buvuma",2016,"budget","revenue","donor-funding","unicef-birth-registration",,4056.187955,1.5e+07
"d120","Buvuma",2016,"budget","expenditure","administration","development-expenditure","donor-development",0,0
"d120","Buvuma",2016,"budget","revenue","donor-funding","unspent-balances---donor",,0,0
"d120","Buvuma",2016,"budget","revenue","donor-funding","gavi",,8653.20097,3.2e+07
"d120","Buvuma",2016,"budget","expenditure","finance","development-expenditure","donor-development",0,0
"d120","Buvuma",2016,"budget","expenditure","statutory-bodies","recurrent-expenditure","wage",36560.04451,135201000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-secondary-salaries",,25834.94273,95539000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-secondary-education",,13335.66435,49316000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-primary-salaries",,155545.0732,575214000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-primary-education",,15596.3131,57676000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-phc-salaries",,200719.3793,742271000
"d120","Buvuma",2016,"budget","expenditure","health","development-expenditure","domestic-development",47501.47631,175663000
"d120","Buvuma",2016,"budget","revenue","other-government-transfers","mglsd-youth-entreprenuership",,79811.98791,295149000
"d120","Buvuma",2016,"budget","revenue","locally-raised-revenues","transfers-from-other-govt-units-",,6119.435561,22630000
"d120","Buvuma",2016,"budget","revenue","locally-raised-revenues","business-licences",,21092.17737,7.8e+07
"d120","Buvuma",2016,"budget","revenue","discretionary-government-transfers","transfer-of-urban-unconditional-grant---wage",,33854.02632,125194000
"d120","Buvuma",2016,"budget","revenue","discretionary-government-transfers","transfer-of-district-unconditional-grant---wage",,207978.8741,769117000
"d120","Buvuma",2016,"budget","revenue","discretionary-government-transfers","urban-unconditional-grant---non-wage",,11159.65471,41269000
"d120","Buvuma",2016,"budget","revenue","discretionary-government-transfers","hard-to-reach-allowances",,130398.8712,482222000
"d120","Buvuma",2016,"budget","revenue","discretionary-government-transfers","district-unconditional-grant---non-wage",,103745.3897,383656000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","naads-districts---wage",,22740.34174,84095000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-transfers-to-production-and-marketing",,23938.53966,88526000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-functional-adult-lit",,2039.992129,7544000
"d120","Buvuma",2016,"budget","expenditure","finance","recurrent-expenditure","wage",5973.95362,22092000
"d120","Buvuma",2016,"budget","expenditure","finance","recurrent-expenditure","non-wage",44947.70038,166219000
"d120","Buvuma",2016,"budget","expenditure","finance","development-expenditure","domestic-development",8228.112473,30428000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-sfg",,56962.94034,210652000
"d120","Buvuma",2016,"budget","expenditure","statutory-bodies","recurrent-expenditure","non-wage",60311.72911,223036000
"d120","Buvuma",2016,"budget","expenditure","statutory-bodies","development-expenditure","domestic-development",0,0
"d120","Buvuma",2016,"budget","expenditure","statutory-bodies","development-expenditure","donor-development",0,0
"d120","Buvuma",2016,"budget","expenditure","production-and-marketing","recurrent-expenditure","wage",33884.58294,125307000
"d120","Buvuma",2016,"budget","expenditure","production-and-marketing","recurrent-expenditure","non-wage",59012.93773,218233000
"d120","Buvuma",2016,"budget","expenditure","production-and-marketing","development-expenditure","domestic-development",48527.42145,179457000
"d120","Buvuma",2016,"budget","expenditure","health","recurrent-expenditure","wage",205716.6029,760751000
"d120","Buvuma",2016,"budget","expenditure","health","recurrent-expenditure","non-wage",56439.9625,208718000
"d120","Buvuma",2016,"budget","revenue","other-government-transfers","national-women-council-grant",,946.4438561,3500000
"d120","Buvuma",2016,"budget","revenue","other-government-transfers","mohwho-mass-immunization",,25270.05096,93450000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-paf-monitoring",,9056.386053,33491000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-women-youth-and-disability-grant",,1860.708621,6881000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-community-devt-assistants-non-wage",,516.7583455,1911000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-district-natural-res---wetlands-non-wage",,1401.818557,5184000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","sanitation-and-hygiene",,6219.488198,2.3e+07
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-transfers-to-dsc-operational-costs",,2097.049173,7755000
"d120","Buvuma",2016,"budget","revenue","other-government-transfers","naads-gratuity",,0,0
"d120","Buvuma",2016,"budget","revenue","other-government-transfers","uganda-examinations-board-uneb",,498.6407059,1844000
"d120","Buvuma",2016,"budget","expenditure","production-and-marketing","development-expenditure","donor-development",0,0
"d120","Buvuma",2016,"budget","revenue","other-government-transfers","ubos-census",,0,0
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-agric-ext-salaries",,8158.886865,30172000
"d120","Buvuma",2016,"budget","revenue","other-government-transfers","support-from-molg-to-buvuma-tc-office-block",,0,0
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-ngo-hospitals",,3811.194202,14094000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-for-naads",,35361.03535,130767000
"d120","Buvuma",2016,"budget","revenue","other-government-transfers","vegetablepalm-oil-development-project",,43789.2531,161935000
"d120","Buvuma",2016,"budget","revenue","other-government-transfers","road-maintenance-grant-road-fund",,186272.5899,688846000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-grant-to-dsc-chairs’-salaries",,6631.326481,24523000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-transfer-for-rural-water",,104818.9275,387626000
"d120","Buvuma",2016,"budget","revenue","conditional-government-transfers","conditional-transfers-to-councillors-allowances-and-ex--gratia-for-llgs",,8467.427562,31313000
"d226","Buyende",2015,"budget","expenditure","administration","development-expenditure","donor-development",0,0
"d226","Buyende",2015,"budget","revenue","locally-raised-revenues","public-health-licences",,591.2817641,2e+06
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-phc--non-wage",,33255.16462,112485000
"d226","Buyende",2015,"budget","expenditure","administration","recurrent-expenditure","wage",115504.2318,390691000
"d226","Buyende",2015,"budget","expenditure","administration","recurrent-expenditure","non-wage",76402.1775,258429000
"d226","Buyende",2015,"budget","revenue","locally-raised-revenues","business-licences",,8543.134568,28897000
"d226","Buyende",2015,"budget","expenditure","finance","recurrent-expenditure","wage",33097.29238,111951000
"d226","Buyende",2015,"budget","expenditure","administration","development-expenditure","domestic-development",100842.5136,341098000
"d226","Buyende",2015,"budget","revenue","discretionary-government-transfers","transfer-of-urban-unconditional-grant---wage",,37012.46459,125194000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-dsc-chairs’-salaries",,7250.00135,24523000
"d226","Buyende",2015,"budget","expenditure","finance","development-expenditure","domestic-development",1104.809976,3737000
"d226","Buyende",2015,"budget","revenue","donor-funding","unicef",,17147.17116,5.8e+07
"d226","Buyende",2015,"budget","expenditure","production-and-marketing","development-expenditure","domestic-development",63664.78574,215345000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-phc---development",,29248.93502,98934000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-paf-monitoring",,8981.274355,30379000
"d226","Buyende",2015,"budget","expenditure","finance","development-expenditure","donor-development",0,0
"d226","Buyende",2015,"budget","expenditure","statutory-bodies","recurrent-expenditure","wage",39739.45608,134418000
"d226","Buyende",2015,"budget","revenue","donor-funding","pcv",,7095.381169,2.4e+07
"d226","Buyende",2015,"budget","revenue","donor-funding","uganda-ntd-programme",,7095.381169,2.4e+07
"d226","Buyende",2015,"budget","expenditure","education","development-expenditure","donor-development",0,0
"d226","Buyende",2015,"budget","expenditure","roads-and-engineering","recurrent-expenditure","wage",3720.049219,12583000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-secondary-salaries",,184222.1115,623128000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-district-natural-res---wetlands-non-wage",,1361.426262,4605000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-for-naads",,43429.34993,146899000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-agric-ext-salaries",,3692.554617,12490000
"d226","Buyende",2015,"budget","revenue","locally-raised-revenues","registration-of-businesses",,2439.037277,8250000
"d226","Buyende",2015,"budget","revenue","locally-raised-revenues","application-fees",,7501.887382,25375000
"d226","Buyende",2015,"budget","revenue","locally-raised-revenues","registration-eg-births-deaths-marriages-etc-fees",,186.2537557,630000
"d226","Buyende",2015,"budget","revenue","locally-raised-revenues","local-service-tax",,8026.649947,27150000
"d226","Buyende",2015,"budget","revenue","discretionary-government-transfers","transfer-of-district-unconditional-grant---wage",,222653.3567,753121000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-transfers-to-production-and-marketing",,23891.33096,80812000
"d226","Buyende",2015,"budget","expenditure","finance","recurrent-expenditure","non-wage",26476.71047,89557000
"d226","Buyende",2015,"budget","revenue","discretionary-government-transfers","district-unconditional-grant---non-wage",,146577.2711,495795000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-primary-education",,171821.1591,581182000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-phc-salaries",,318972.8604,1078920000
"d226","Buyende",2015,"budget","expenditure","production-and-marketing","recurrent-expenditure","non-wage",14041.46369,47495000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","naads-districts---wage",,29074.80254,98345000
"d226","Buyende",2015,"budget","expenditure","production-and-marketing","development-expenditure","donor-development",0,0
"d226","Buyende",2015,"budget","expenditure","health","recurrent-expenditure","wage",318972.8604,1078920000
"d226","Buyende",2015,"budget","expenditure","health","recurrent-expenditure","non-wage",64958.51024,219721000
"d226","Buyende",2015,"budget","expenditure","health","development-expenditure","domestic-development",50460.87267,170683000
"d226","Buyende",2015,"budget","expenditure","health","development-expenditure","donor-development",46119.9776,1.56e+08
"d226","Buyende",2015,"budget","expenditure","education","recurrent-expenditure","wage",2070146.34,7002233000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-functional-adult-lit",,4620.866986,15630000
"d226","Buyende",2015,"budget","expenditure","education","recurrent-expenditure","non-wage",573224.6103,1938922000
"d226","Buyende",2015,"budget","expenditure","education","development-expenditure","domestic-development",144790.122,489750000
"d226","Buyende",2015,"budget","revenue","local-development-grant","lgmsd-former-lgdp",,131301.2111,444124000
"d226","Buyende",2015,"budget","revenue","donor-funding","global-fund",,14782.0441,5e+07
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-community-devt-assistants-non-wage",,1170.442252,3959000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-ngo-hospitals",,26756.97803,90505000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-women-youth-and-disability-grant",,4214.952055,14257000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-transfer-for-rural-water",,148506.3279,502320000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-transfers-to-councillors-allowances-and-ex--gratia-for-llgs",,16262.61364,55008000
"d226","Buyende",2015,"budget","expenditure","statutory-bodies","recurrent-expenditure","non-wage",86017.30591,290952000
"d226","Buyende",2015,"budget","expenditure","statutory-bodies","development-expenditure","domestic-development",0,0
"d226","Buyende",2015,"budget","expenditure","statutory-bodies","development-expenditure","donor-development",0,0
"d226","Buyende",2015,"budget","expenditure","production-and-marketing","recurrent-expenditure","wage",64788.51673,219146000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","sanitation-and-hygiene",,6504.099405,2.2e+07
"d226","Buyende",2015,"budget","revenue","other-government-transfers","gbv",,0,0
"d226","Buyende",2015,"budget","revenue","other-government-transfers","census-fund",,0,0
"d226","Buyende",2015,"budget","revenue","other-government-transfers","road-maintenance-road-fund",,191822.743,648837000
"d226","Buyende",2015,"budget","revenue","locally-raised-revenues","marketgate-charges",,25714.54828,86979000
"d226","Buyende",2015,"budget","revenue","locally-raised-revenues","other-fees-and-charges",,6761.306972,22870000
"d226","Buyende",2015,"budget","revenue","locally-raised-revenues","park-fees",,315.744462,1068000
"d226","Buyende",2015,"budget","expenditure","water","recurrent-expenditure","wage",5508.380914,18632000
"d226","Buyende",2015,"budget","expenditure","water","recurrent-expenditure","non-wage",6504.099405,2.2e+07
"d226","Buyende",2015,"budget","expenditure","water","development-expenditure","domestic-development",148506.3279,502320000
"d226","Buyende",2015,"budget","expenditure","water","development-expenditure","donor-development",0,0
"d226","Buyende",2015,"budget","expenditure","natural-resources","recurrent-expenditure","wage",9561.617407,32342000
"d226","Buyende",2015,"budget","expenditure","natural-resources","recurrent-expenditure","non-wage",10691.26122,36163000
"d226","Buyende",2015,"budget","expenditure","natural-resources","development-expenditure","domestic-development",7233.445461,24467000
"d226","Buyende",2015,"budget","expenditure","natural-resources","development-expenditure","donor-development",0,0
"d226","Buyende",2015,"budget","expenditure","community-based-services","recurrent-expenditure","wage",24765.83669,83770000
"d226","Buyende",2015,"budget","expenditure","community-based-services","recurrent-expenditure","non-wage",26716.17959,90367000
"d226","Buyende",2015,"budget","expenditure","community-based-services","development-expenditure","domestic-development",25407.67304,85941000
"d226","Buyende",2015,"budget","expenditure","community-based-services","development-expenditure","donor-development",0,0
"d226","Buyende",2015,"budget","expenditure","planning","recurrent-expenditure","wage",16702.52727,56496000
"d226","Buyende",2015,"budget","expenditure","planning","recurrent-expenditure","non-wage",6274.386439,21223000
"d226","Buyende",2015,"budget","expenditure","planning","development-expenditure","domestic-development",5466.104268,18489000
"d226","Buyende",2015,"budget","revenue","discretionary-government-transfers","urban-unconditional-grant---non-wage",,26780.03802,90583000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-transfers-to-school-inspection-grant",,11889.49371,40216000
"d226","Buyende",2015,"budget","revenue","conditional-government-transfers","conditional-grant-to-secondary-education",,383075.786,1295747000
