"id","entity-name","year","dfis-in","fdi-in","fdi-in-profits-out","fdi-out","illicit-financing-out","long-debt-capital-payments-out","long-debt-disbursement-in","long-debt-net-official-in","long-debt-interest-payments-out","net-portfolio-equity-in","oda-capital-payments-out","oda-in","oda-interest-payments-out","oofs-capital-payments-out","oofs-in","oofs-interest-payments-out","pda-in","remittances-in","remittances-out","short-debt-interest-out","short-debt-net-flow-in","ssc-in","trade-mispricing-out","ssc-out"
"KH","Cambodia",2001,,230752702.8,209672399.5,220929156.3,,1421247.706,0,9928000.246,7007476.473,0,19710000,690480000,6550000,0,730000,0,,279390465.2,170418383,6206577.929,-24306267.77,,,
"KH","Cambodia",2002,,222194439.8,243387312.7,252614661.7,0,1961286.631,0,0,9199076.843,0,20440000,767310000,8370000,0,5500000,30000,,310854946.9,203692732.3,2216774.047,-83307256.02,,428080980.4,
"KH","Cambodia",2003,,128328893.1,244153570.8,258916260.4,19068998.65,4877749.529,0,33950503.38,12366125.57,0,20600000,719850000,9710000,30000,1600000,2e+05,,309278186.4,167307237.7,984709.9987,-18101870.47,,32409475.93,
"KH","Cambodia",2004,,193528381,302510983,317595228.5,0,7455084.154,0,50676168.09,16256409.08,0,19370000,624250000,11900000,490000,7750000,550000,,380766170.8,190568325.8,3301600.324,30897329.23,,8056788.272,
"KH","Cambodia",2005,,538638193.4,320963292.6,329834614.7,0,10889190.53,0,52350036.5,17568402.31,0,20330000,672020000,12970000,6050000,24970000,1760000,,336693682.2,181567476.8,4348334.869,4235391.106,,11294935.71,
"KH","Cambodia",2006,,654263758.5,365825786,377174992.7,12529133.75,20645933.55,0,59706397.67,17621146.01,0,109800000,750980000,13060000,6600000,9020000,3390000,,329033316.7,162805331.6,3814803.605,-6763836.179,,25300320.26,
"KH","Cambodia",2007,,1089893432,443560108.6,444936158.9,0,15876115.78,0,16833890.21,18357033.52,0,19230000,771700000,13260000,14720000,5420000,3470000,,303327007.4,148784969.9,6194761.191,37665755.11,,14173034.89,
"KH","Cambodia",2008,,912104881.9,451460483.6,474385625.2,120407382.6,21716002.11,0,202648868.4,23111120.54,0,19880000,807230000,15020000,11980000,39210000,2410000,,256296788.2,190915105.5,8966542.412,73780301.61,,12974602.67,
"KH","Cambodia",2009,,600143947.5,390501939.7,411511480.8,40336231.93,28990469.15,0,84641009.59,24898704.55,0,27040000,805490000,16230000,46860000,38610000,3430000,,192758798.1,177319426.8,3216467.305,-71180465.95,,2021128.183,
"KH","Cambodia",2010,,855241926,452129828.7,474620176.6,92850970.19,36462839.26,0,239908574.1,30749279.62,0,35600000,806170000,16130000,10150000,9200000,1490000,,190025531.9,186340908.1,3088794.235,2183665.065,,2187919.435,
"KH","Cambodia",2011,,832221212.8,470186655,499986202.8,31085089.71,41786606.6,0,260587319.8,34781679.29,0,79490000,854100000,17900000,19310000,35920000,1580000,,172431781,153196294.6,12365299.4,203144933.7,,0,
"KH","Cambodia",2012,,1446500000,616881719.8,653081719.8,8987754.038,46620000,0,610128000,44117000,0,52800000,860210000,21040000,28600000,67480000,8570000,,255612045.3,133540690.9,36144000,5.64e+08,,25274786,
"KH","Cambodia",2013,,1365133688,684387575,725458932.4,,0,0,355681841.5,0,0,64560000,895140000,22030000,39870000,123540000,12560000,,163690104.9,176616964.5,42047291.07,247406033.8,,,
"CM","Cameroon",2000,,299878843.2,77293849.26,95563871.61,,456653545,72735268.69,125885042.1,387836005.2,-15913.96222,237640000,846540000,19920000,243700000,135030000,97300000,,64356261.39,56614185.74,129709256,-190277579.8,,,
"CM","Cameroon",2001,,139145526.8,102430251.5,169282859.8,,341282223.4,0,24268727.76,212132011.4,4128457.765,216340000,977390000,15830000,308410000,87010000,105230000,,42600587.57,79249864.16,62077405.03,-434436477.6,,,
"CM","Cameroon",2002,,1051904970,156471824.4,98557668.47,309859898.8,324170093.8,0,0,214753154.3,1815082.794,257210000,1238070000,37870000,367490000,636900000,64440000,,67222753.11,97152450.94,41308975.38,-313212344.5,,172081625.5,
"CM","Cameroon",2003,,488499209.7,180028714.8,192358733.6,58105457.48,333073386.4,17432495.86,18267643.69,236796901.4,259947.6069,235200000,1388590000,85350000,714950000,141210000,46520000,,117911088.7,82424137.44,18272129.4,-428721667,,0,
"CM","Cameroon",2004,,112036324.2,242073532.2,254489448.3,59577812.61,422147063.5,96239353.51,67089328.61,288665382.7,-10714334.5,226840000,1173210000,51090000,397960000,28270000,38580000,,143167552.9,54859560.17,15014806.64,135175576,,0,
"CM","Cameroon",2005,,308252906.6,365306719.7,348000604.9,15126768.03,650589948.1,123607510.4,0,276337682.3,-5325499.698,281460000,766770000,26300000,255450000,141540000,35760000,,102854538.3,71113060.64,14971737.74,-410093845.4,,0,
"CM","Cameroon",2006,,71322769.33,11864416.11,5456525.957,86470586.62,396442522.8,48874434.26,639909.1067,143227537.9,-6717319.28,1986960000,3946050000,111030000,1198160000,80100000,216770000,,161023641.9,110686827.9,4505173.065,16172416.13,,0,
"CM","Cameroon",2007,,206608479.5,420320701.2,411912010.7,49477914.78,381662902.1,89116282.44,49781830.45,118563570.2,-15797318.66,192810000,2155600000,91980000,1288260000,115500000,30440000,,178701108.8,97737086.13,7948156.637,136767177.1,,0,
"CM","Cameroon",2008,,20359628.95,160235137.3,158086982.2,43780125.38,328267811.2,84747324.28,42603767.23,85157425.9,-1202356.011,585860000,1122350000,58410000,63520000,2130000,36010000,,149605396.7,54862656.81,4494471.45,-185367838,,0,
"CM","Cameroon",2009,,785951644.4,462706303.7,389683242.7,24714416.26,338822354.3,230099155.6,0,58292400.19,-281048.0719,145120000,803050000,46720000,79210000,143890000,20920000,,179500237.5,137958629.2,0,0,,0,
"CM","Cameroon",2010,,580493554.8,178655094.7,721097814.1,28744196.67,158841626.6,6627673.82,134810046,43775397.79,39229.88917,127540000,679460000,48860000,45790000,77020000,18050000,,115564656,58483046.99,0,0,,0,
"CM","Cameroon",2011,,647618940.2,279812879.2,465290721.3,47072230.29,221020086.4,4611881.479,37175195.93,81401011.76,-84147.28984,81150000,667830000,12190000,79330000,68530000,23910000,,107302611.2,80019865.27,273511.5022,64579104.69,,0,
"CM","Cameroon",2012,,525760000,503424758.3,219454758.3,42824192.18,174473000,21700000,357391000,60322000,-86185.42856,95910000,692150000,25260000,56260000,107890000,27990000,,114858955.4,72905037.52,1319000,6.5e+07,,0,
"CM","Cameroon",2013,,541453691.4,0,127923424.1,,124340000,182106738,504114707.3,27076000,0,39380000,768480000,11540000,104360000,46070000,75960000,,196178860.5,,3254496.56,235709611.3,,,
"CV","Cape Verde",2000,,72492986.3,8434053.318,8434053.318,,19343845.1,0,5643768.551,8220151.51,0,10460000,164830000,3040000,2400000,0,260000,,135135753,772508.685,0,-26865027.39,,,
"CV","Cape Verde",2001,,21477209.15,2423396.506,2423396.506,,17338436.03,19118242.45,3239060.01,6403271.564,0,7710000,136830000,4040000,1230000,70000,380000,,132772934.6,478720.486,0,0,,,
"CV","Cape Verde",2002,,62310279.48,6685360.467,6685360.467,12401588.67,26826471.45,7170029.517,0,11075817.47,0,11270000,155490000,4870000,490000,0,1e+05,,149649916.4,2462602.325,0,0,,18883719.55,
"CV","Cape Verde",2003,,44395752.74,3682055.76,3682055.76,0,19237166.31,2446039.822,3499474.467,6563029.015,0,8660000,204360000,4270000,390000,-2e+05,10000,,144572525.4,9535778.27,0,0,,341699034.2,
"CV","Cape Verde",2004,,82383930.84,4546581.207,4546581.207,0,22349208.39,150156.051,1622654.099,7396819.026,0,13770000,186660000,5490000,110000,0,90000,,130333317.5,14496078.04,0,0,,1032246907,
"CV","Cape Verde",2005,,98071150.5,13047752.52,13047752.52,35310915.08,35527840.28,11294189.93,7328695.423,8361592.861,0,17850000,208240000,5140000,0,7860000,230000,,146941381.3,6215503.674,0,0,,550204766.5,
"CV","Cape Verde",2006,,150940076.7,27814712.34,27814712.34,0,29833896.79,109754.6322,835290.5169,7414397.227,332417.6853,17010000,173360000,5600000,1160000,0,0,,156441071.3,6608766.277,0,0,,1107864904,
"CV","Cape Verde",2007,,196183476.3,29059226.52,29437413.78,0,24037961.97,0,473993.8951,6779640.326,2291589.088,17840000,186350000,5470000,2820000,0,1880000,,160565215.1,6209786.959,0,0,,1354894479,
"CV","Cape Verde",2008,,244621683.1,35402881.03,35506995.06,0,22711957.24,0,1609238.278,6235064.311,0,16510000,230110000,6970000,5040000,6100000,1760000,,182090700.6,9278685.842,0,0,,1506569581,
"CV","Cape Verde",2009,,167080677.8,25241705.53,25077294.75,0,24614220.56,0,18334236,6795614.02,1766436.172,20480000,214690000,6680000,5170000,40610000,1830000,,163112822.8,11342305.94,0,0,,295983038.3,
"CV","Cape Verde",2010,,158469851,55783078.24,55823602.69,0,26253938.81,49716195.29,6934988.44,8059835.138,0,20860000,348810000,6300000,6050000,29400000,1510000,,125240623.9,7973512.194,0,0,,411154111.3,
"CV","Cape Verde",2011,,142389318.7,38684318.75,40015677.6,89988374.36,25163907.26,23631462.41,0,9719065.372,0,28070000,264500000,16720000,930000,90360000,990000,,160905203.3,8012903.6,0,0,,540760810.3,
"CV","Cape Verde",2012,,57324195.08,22833719.38,21919377.34,159906685.9,20383000,43009000,3821000,13172000,0,21710000,267850000,11310000,5030000,16860000,6780000,,166725357.1,7698722.338,0,0,,770310318,
"CV","Cape Verde",2013,,17868183.08,12551407.04,14295642.37,,2407000,61097216.74,0,2407000,0,24570000,261860000,12280000,3290000,43400000,6220000,,180260417.3,9289354.636,0,0,,,
"CF","CAR",2000,,1754718.274,0,0,,14698858.5,0,10240949.87,8504466.381,0,26550000,138930000,5270000,3850000,1490000,1610000,,0,,2817067.5,-42611105.04,,,
"CF","CAR",2001,,10134277.6,0,0,,17705671.97,0,0,7224133.016,0,24150000,146600000,4840000,2330000,1790000,530000,,0,,873461.5792,-12056505.47,,,
"CF","CAR",2002,,10305613.33,0,2359.655118,,560277.4807,0,244246.33,60225.26665,0,11990000,103710000,410000,920000,0,50000,,0,,642402.8443,-7300.032321,,122906257.4,
"CF","CAR",2003,,16676464.79,0,0,,182914.1213,0,0,0,0,9100000,76950000,2240000,130000,0,30000,,0,,455810.1893,4047712.49,,19555058.87,
"CF","CAR",2004,,20196354.63,0,0,,6903705.815,0,0,3064154.479,0,10240000,140690000,210000,0,0,0,,0,,401067.3401,-3582868.238,,7887863.549,
"CF","CAR",2005,,13013962.3,0,0,,916997.5318,0,0,195763.518,0,12570000,116500000,180000,0,0,0,,0,,386375.3645,0,,14847322.83,
"CF","CAR",2006,,42831599.47,0,0,,58023865.29,0,0,20434121.24,0,67900000,220940000,20640000,67640000,68490000,260000,,0,,370451.7991,0,,0,
"CF","CAR",2007,,63103543.29,0,0,,47106363.24,0,0,21807657.62,0,59370000,242680000,19770000,4300000,0,3770000,,0,,250075.0709,-10003002.83,,598869.3191,
"CF","CAR",2008,,113681309.4,0,0,,10985459.8,0,0,5943908.034,0,31940000,291300000,8320000,4190000,3530000,5170000,,0,,232866.1326,11643306.63,,0,
"CF","CAR",2009,,41806740.64,0,0,,8277442.066,0,13381239.88,3001622.872,0,583750000,829940000,6890000,1240000,0,1220000,,0,,100811.8317,-7906810.332,,33691999.37,
"CF","CAR",2010,,62558657.04,0,0,,1061137.326,0,14399066.7,1225796.567,0,13380000,281180000,990000,21600000,0,1020000,,0,,39640.18748,-2032830.127,,34712345.84,
"CF","CAR",2011,,35064412.73,0,0,,735909.1951,0,11037859.61,218398.8579,0,7580000,266960000,1540000,860000,3080000,2410000,,0,,258280.3885,29436367.8,,31001412.97,
"CF","CAR",2012,,71176400,0,0,,2147000,0,9408000,1880000,0,9170000,236440000,830000,0,0,190000,,0,,335000,-2.6e+07,,42833903.88,
"CF","CAR",2013,,1176246.741,0,0,,1227000,0,17291889.91,0,0,9130000,195030000,7e+05,0,0,2e+05,,0,,430800.369,-1470308.427,,,
"TD","Chad",2000,,327459637.9,0,0,,38982943.13,0,49684604.04,26822066.04,0,24410000,236310000,7760000,1610000,0,30000,,0,,3101690.208,-5095422.31,,,
"TD","Chad",2001,,1185435650,0,0,,33141238.56,0,25480971.18,15543265.06,0,29790000,342900000,7230000,470000,1.7e+07,1600000,,0,,1407408.137,-4942043.841,,,
"TD","Chad",2002,,2216878119,0,0,,23143037.6,0,69474063.07,23800410.85,0,48220000,405240000,12280000,2700000,13300000,880000,,0,,1182272.036,1274754.204,,2581451714,
"TD","Chad",2003,,1427035519,0,0,,32954322.11,40047949.95,114273922.7,22852085.47,0,56220000,392460000,13250000,10360000,40320000,1210000,,0,,701022.6165,-9180058.073,,803910307.2,
"TD","Chad",2004,,774438786,0,0,,25082578.12,0,56037524.51,17977864.4,0,46780000,450730000,12400000,2220000,8800000,1680000,,0,,511677.6791,-1802972.362,,839113242.3,
"TD","Chad",2005,,-133673857.3,0,0,,33773225.57,0,52342096.31,22353784.24,0,60850000,515790000,13740000,6100000,640000,2530000,,0,,459862.0942,-4145768.94,,578615173.7,
"TD","Chad",2006,,-337925498,0,0,,30353004.6,0,36033887.6,20699886.64,0,56620000,388780000,13880000,12390000,0,3320000,,0,,379396.7493,-1264655.831,,895474766.9,
"TD","Chad",2007,,-346228351.6,0,0,,37938334.64,0,16481200.92,20781015.24,0,49200000,427550000,13300000,8130000,11030000,8160000,,0,,862464.2842,21309260.6,,1064188991,
"TD","Chad",2008,,430063081.8,0,0,,100622975.8,0,56794470.52,17312358.33,0,98020000,511220000,17210000,31030000,4040000,2680000,,0,,267246.1333,-22110291.61,,793843350.9,
"TD","Chad",2009,,404917796.5,0,0,,47875210.76,0,566981.9272,25745266.06,0,54240000,6.26e+08,13740000,6820000,0,410000,,0,,0,0,,1224071018,
"TD","Chad",2010,,332829968.8,0,0,,50476448.98,0,332939204.7,18352453.19,0,56370000,555720000,11610000,10990000,45420000,1540000,,0,,0,1108106.098,,1253572271,
"TD","Chad",2011,,263270908.6,0,0,,51415372.42,0,20483492.51,16667417.53,0,60450000,507110000,12250000,5590000,20510000,2190000,,0,,0,10705453.28,,1483859935,
"TD","Chad",2012,,342783045.8,0,0,,56779000,0,20103000,16220000,0,56160000,534760000,10920000,10070000,36230000,5500000,,0,,0,7e+06,,1470119507,
"TD","Chad",2013,,540912821.8,0,0,,1506000,0,138292785.8,4999.999755,0,56400000,446500000,11260000,2360000,470000,3110000,,0,,0,-19088040.75,,,
"CL","Chile",2000,,9985161452,,8190708775,,,0,0,,-877866092.2,4.6e+07,124010000,8300000,664560000,271550000,192710000,,34514886.98,32051135.52,,,,,
"CL","Chile",2001,,9754848055,,3738839686,,,0,0,,-504311971.3,60540000,185410000,9010000,607560000,703780000,220440000,,30005490.65,36466287.55,,,,,
"CL","Chile",2002,,6153426592,,828178826,2297763733,,0,0,,-772967949.9,128140000,132970000,8640000,935180000,406660000,152520000,,28328432.38,38368424.63,,,,4569865704,
"CL","Chile",2003,,9959928114,,3928016071,1663823086,,0,0,,730252369.4,19790000,133360000,6420000,595830000,504300000,107680000,,22013283.93,35163481.02,,,,4160547278,
"CL","Chile",2004,,13624529568,,4035206732,508462455.3,,0,0,,14329428.87,70260000,134060000,6390000,1362950000,806800000,78020000,,18893903.23,28599866.11,,,,4409206678,
"CL","Chile",2005,,11451090398,,3445137600,2144112701,,0,0,,2534300667,14450000,216300000,3760000,621150000,467400000,88900000,,19679262.23,26139288.29,,,,4822885904,
"CL","Chile",2006,,10085479529,,3003922642,2072527480,,0,0,,-168474142,17670000,137320000,5550000,313470000,366430000,89490000,,3512667.804,7741059.062,,,,4104315501,
"CL","Chile",2007,,16056365608,,6196395955,574487002.8,,0,0,,495889781,21220000,136030000,5290000,395630000,288930000,63370000,,2947306.066,7280026.087,,,,4694265740,
"CL","Chile",2008,,19708239841,,11622290242,0,,0,0,,2474387335,22770000,132740000,4980000,591500000,1057750000,88920000,,2531585.618,7239049.826,,,,9644289527,
"CL","Chile",2009,,16920913152,,9496521242,0,,0,0,,430595487.1,25650000,108010000,4390000,1002680000,1880990000,90050000,,4513618.534,7352648.575,,,,4336964063,
"CL","Chile",2010,,17284101136,,10398585653,940039461.4,,0,0,,1939231467,23790000,226670000,4070000,861950000,1673020000,57980000,,4608747.332,1758613.925,,,,5006887370,
"CL","Chile",2011,,23606919107,,20392758732,584042277.7,,0,0,,4682830485,20160000,174390000,10800000,636070000,1000660000,60090000,,0,211460.1162,,,,5568917496,
"CL","Chile",2012,,28541722262,,22330172644,335531663.9,,0,0,,5639698224,17620000,142460000,7900000,486820000,6655090000,107530000,,0,340000,,,,4746132056,
"CL","Chile",2013,,20539198336,,11074466967,,,0,0,,6110113109,15620000,92800000,7300000,1191840000,2227760000,159950000,,291984.9682,273745.643,,,,,
"CN","China",2000,,89371038220,44335946444,46346122625,,41703662263,29008115177,5616662985,13060044105,15172184671,901440000,3313260000,627640000,5767390000,5808090000,1938460000,,9919808634,1732359695,2515030813,-4523107437,,,
"CN","China",2001,,1.01e+11,46212966563,61020294384,,35889903839,21091067616,3153349932,13182991947,1825808954,1086170000,3427410000,631440000,3983100000,6261190000,2289890000,,13313954703,2129035176,3660646201,91202264775,,,1598155211
"CN","China",2002,,1.13e+11,38100453460,43483982234,0,51837975541,33752092032,1261625372,8873132875,4807624904,1328610000,3538670000,645800000,7402920000,5147290000,1958510000,,19274290700,2613585262,4486732725,19675110372,,1.44e+11,1708448578
"CN","China",2003,,1.11e+11,41118649294,47067069352,0,61888593313,47431692786,1640697862,9443463283,16105420497,1478050000,3283280000,662760000,8572890000,4226530000,1406930000,,22431015862,3327772873,5360821064,45827057258,,1.34e+11,1749179536
"CN","China",2004,,1.18e+11,37097454758,47811453074,0,31146589362,39802856752,1039811456,7644130863,21286169382,1490760000,3589350000,664900000,3851030000,4185360000,949570000,,27440304847,3889628871,5664882849,52922440107,,1.57e+11,1893667572
"CN","China",2005,,1.34e+11,88306874416,1.1107e+11,0,38137974950,48376930271,966367220.2,5750318844,38186209906,1594410000,3824160000,626310000,3218840000,3446270000,1029080000,,31635100342,5797385973,6014588439,59198385964,,1.53e+11,2217123502
"CN","China",2006,,1.27e+11,86068356270,1.22892e+11,0,30941063690,39914051869,1581463062,6350033026,74588598073,1753250000,3298340000,638250000,2692330000,3898130000,1375490000,,36897325696,5264427792,9461877577,42877361165,,1.52e+11,2576470160
"CN","China",2007,,1.29e+11,95468175847,1.36359e+11,0,30883212933,51679177434,840338218,8110053697,28501773117,1816390000,3486210000,622830000,3186450000,3992060000,1486780000,,46071568014,6744257450,8992561242,45891348888,,1.65e+11,3501965409
"CN","China",2008,,1.42e+11,94959447638,1.68052e+11,0,30733841756,44834516997,529041499.8,6071432005,11065187544,1866050000,3375090000,607870000,2972110000,4562650000,1323850000,,48847064188,8299693803,5754587204,-21178830749,,1.37e+11,3265859942
"CN","China",2009,,1.23e+11,1.37e+11,2.10108e+11,53514019630,42442115615,26299993976,300010599.8,3864240180,37652090662,1945250000,3088330000,579480000,4239200000,4499590000,995940000,,43982167736,5747305565,4070222580,67657961709,,1.27e+11,4168506166
"CN","China",2010,,1.38e+11,1.92e+11,2.74569e+11,63623155496,32121601738,45761510233,923830109.4,6268812452,37687730106,2097680000,2742240000,574140000,3006170000,5555020000,534680000,,55145067437,2108443804,32787793068,1.26e+11,,1.45e+11,4534580713
"CN","China",2011,,1.32e+11,2.18e+11,2.96992e+11,14646664257,37873765627,45859830310,153841098.3,7224352070,5648131776,3293160000,2569760000,558490000,3622550000,5136080000,491560000,,59290007413,3794071788,32158066356,1.35e+11,,1.59e+11,5006094367
"CN","China",2012,,1.21e+11,1.72e+11,2.6e+11,87074363334,35518606000,33967598000,0,7329223000,29902702074,2600900000,2406790000,527280000,3970280000,4762320000,537910000,,57798943374,4273597674,34564520000,3.27e+10,,1.62e+11,6002804288
"CN","China",2013,,1.18e+11,1.97e+11,2.93075e+11,,31081532999,51590945338,0,3337439000,31077982091,2698700000,1834200000,475340000,4324650000,5324320000,526470000,,59425784530,4236403098,0,1.1e+11,,,7118213402
"CO","Colombia",2000,,5452140751,1466338728,2194376585,,6438096687,7033963542,561348210.9,4351142157,37821965.17,137860000,414490000,23040000,1268230000,907920000,612290000,,2975481234,490628341.5,384855907.4,-2444537448,,,
"CO","Colombia",2001,,5881621987,2137007087,2174304749,,8322864559,9769356352,2136920600,5626803199,-97945053.9,133690000,674570000,26650000,952790000,1956280000,668840000,,3832553286,472871581.3,373788466.7,961176943.5,,,
"CO","Colombia",2002,,5073499648,2515353885,4552572370,0,10932420935,5539587864,1036181516,4703346062,40382786.24,139190000,738420000,21560000,1404500000,1308240000,583470000,,5028997098,374617677.9,379848708.6,883148247.6,,2416956367,
"CO","Colombia",2003,,4400491838,3875369703,6273684349,0,15751820392,9266931390,4442312140,5653151488,-131744733,96280000,1090140000,19960000,1482350000,4041820000,548630000,,6717532072,166129519.1,388157333,-263027666.5,,3206380807,
"CO","Colombia",2004,,6567207481,5298734145,5608948226,0,11232233255,7062516872,1569950250,4741774060,282536720.2,125930000,741530000,17160000,1038700000,978450000,513440000,,6201257813,110046028.7,386893501.5,3399722822,,3808024140,
"CO","Colombia",2005,,18674184685,6492875376,14984685824,0,13225823616,9197231320,1401035346,4569390363,156233298.7,127400000,845250000,14420000,2304780000,1268080000,507680000,,5560985123,102299239.1,461069203.2,1921227768,,2500037799,
"CO","Colombia",2006,,11661196682,8042685952,9966884713,0,13358821296,11748210719,1705423516,4015614467,-52733879.1,70060000,1191460000,12430000,755040000,2191430000,490390000,,6038774061,114802090.2,384759947.5,-2472491982,,1019942613,
"CO","Colombia",2007,,13284706721,9687120986,11027162257,0,7997099848,10598362620,455117460.5,3951152760,1159935141,65230000,829930000,10520000,896010000,1879860000,568280000,,6752841128,139555572.2,357653267.1,583601491.1,,891999189.4,
"CO","Colombia",2008,,13694372046,11251760287,14464570312,5964405.669,6106555695,5851699354,1179222404,3512241209,-111513055.8,57130000,1048950000,8630000,624680000,2105930000,563720000,,6434886677,114105179.5,341611534.4,609358011.6,,3445615883,
"CO","Colombia",2009,,9783999205,10456410426,15046036795,0,7895689481,14712376848,684648437.1,3686673655,92324857.83,59610000,1151070000,8380000,706440000,2624550000,568680000,,5191210273,126431178.5,258121751,-2217483140,,1681135430,
"CO","Colombia",2010,,7832943682,11563438306,19566644020,0,7455141696,12430283321,242578904.2,3273718299,1530538485,76160000,999520000,6160000,836090000,2226750000,559060000,,4625148362,130453625.9,431102566.6,4520618331,,0,
"CO","Colombia",2011,,14164854547,15593490535,24368282346,0,6755850897,15818365982,367622992.2,3362445670,2417551629,40810000,1041110000,6600000,823330000,1192430000,510430000,,4279472978,124034780.3,525398850.9,2831397381,,1308850664,
"CO","Colombia",2012,,15528957750,14959068113,14352866020,138541056,11362214000,13558091000,2986328000,3637740000,3179878355,43170000,807750000,5840000,1011770000,3595070000,309140000,,4122703613,127508567.7,502282000,90764000,,1285346962,
"CO","Colombia",2013,,17052999375,13700912654,21481191276,,7785342001,20066165943,512211812,2770558000,1958391615,45290000,875870000,4500000,1217120000,2607720000,551620000,,3949829549,149525112.8,571685111.5,1656203557,,,
"KM","Comoros",2000,,214374.4117,0,0,,2773563.892,0,267720.4319,1829956.688,0,5560000,36960000,1300000,50000,0,0,,0,,1385636.791,4580617.492,,,
"KM","Comoros",2001,,2489045.733,0,0,,2920412.612,0,5964267.709,1360251.708,0,6530000,52160000,1030000,0,0,0,,0,,601900.516,-13015827.04,,,
"KM","Comoros",2002,,850076.1701,0,0,,6814273.417,0,4288785.917,1568725.165,0,6180000,49360000,1060000,890000,0,0,,0,,246965.5486,5907415.922,,17945830,
"KM","Comoros",2003,,1245609.715,0,0,,2761360.251,0,2947191.301,1291983.79,0,5250000,37780000,1710000,0,0,0,,0,,122448.0384,-7748763.047,,9144957.245,
"KM","Comoros",2004,,940983.7124,0,0,,2801497.526,0,0,1420378.876,0,5210000,36610000,1300000,230000,0,0,,0,,100954.8658,2714564.169,,21551301.42,
"KM","Comoros",2005,,763541.7989,0,0,,3526255.193,0,1235695.707,1736465.334,0,5610000,32390000,1380000,0,0,0,,0,,207828.9218,0,,21613269.52,
"KM","Comoros",2006,,1097948.215,0,0,,3125547.491,0,511537.489,1532861.019,0,5010000,41200000,1570000,0,0,0,,0,,296468.3498,1329454.483,,32207689.51,
"KM","Comoros",2007,,8893962.933,0,0,,14848700.11,0,427890.8809,15208914.29,0,5900000,52070000,2150000,10530000,0,12680000,,0,,213117.0687,0,,23396891.07,
"KM","Comoros",2008,,4734353.902,0,0,,8293682.049,0,0,4270055.016,0,7930000,47780000,6510000,0,0,10000,,0,,49081.09214,-4090091.012,,21589397.94,
"KM","Comoros",2009,,14237395.03,0,0,,7450953.223,0,0,2955169.355,0,9720000,59630000,2760000,1e+06,0,740000,,0,,0,0,,30844374.11,
"KM","Comoros",2010,,8680172.393,0,0,,3249689.677,0,0,1181421.455,0,6390000,74920000,1510000,340000,2640000,1e+05,,0,,0,0,,34326833.65,
"KM","Comoros",2011,,21865386.45,0,0,,2097538.37,0,0,1621944.756,0,9480000,59010000,2090000,790000,0,4e+05,,0,,0,0,,104023709.3,
"KM","Comoros",2012,,10375773.37,0,0,,5100000,0,0,2278000,0,48320000,116970000,2070000,240000,0,240000,,0,,0,0,,164536564,
"KM","Comoros",2013,,13001006.88,0,0,,0,0,0,0,0,98470000,178590000,310000,5010000,0,470000,,56590379.31,,0,0,,,
"CG","Congo",2000,,407422221.5,1171532614,1181200100,,16311054.25,0,3249487.666,18040443.26,-158873.422,31460000,85270000,4150000,26370000,0,2420000,,19550302.58,91839429.39,76020220.92,-152779454,,,
"CG","Congo",2001,,214544922.5,1109501558,1127138027,,167328446.8,0,138877087.7,79594153.26,0,29750000,146630000,9890000,94260000,0,34420000,,23010991.14,94990546.88,28152195.5,-973689479.2,,,
"CG","Congo",2002,,379870987.8,1664786205,1676913048,639211425.6,33319722.37,0,10395779.3,10951400.19,0,48830000,139380000,3780000,6.6e+07,19300000,12660000,,2056608.941,101438046.9,15760822.22,505207526.4,,0,
"CG","Congo",2003,,812745634.3,980689331.1,985041284.6,293275418.4,71100451.73,3342988.128,33760912.14,72205509.08,0,26360000,117410000,12430000,38880000,464360000,479610000,,17996372.79,99200162.73,2351723.872,-606517172.8,,2333094917,
"CG","Congo",2004,,1009737268,1274006359,1282951978,182792629.4,218067923.3,0,15014101.13,173089752.7,0,56960000,195970000,50700000,104070000,0,94710000,,19453744.55,97283691.24,0,-61042084.27,,5831595996,
"CG","Congo",2005,,2388740876,2099782194,2099782194,0,105850673.3,0,40862702.22,55088479.88,0,132540000,1794700000,18950000,745160000,1246770000,78900000,,14399729.82,107169345.7,623594.271,17816979.17,,1081913677,
"CG","Congo",2006,,2610208713,1901963904,1901963904,0,67353040.91,0,49642400.79,41787660.49,0,189750000,482300000,14980000,1.38e+08,2840000,78790000,,15933139.79,109439428.3,3190756.916,69157927.21,,2922852070,
"CG","Congo",2007,,2795002165,2028139584,2028139584,244258438.5,90413945.61,0,27405515.8,35951102.47,0,34190000,158710000,9220000,111210000,16410000,12010000,,16166180.52,125589333.5,5883957.386,52820494.28,,1872591297,
"CG","Congo",2008,,2311018498,0,0,,97765124.7,4681233.356,0,52413160.26,0,37360000,497530000,22170000,207600000,0,151050000,,0,,2684663.539,29280583.93,,2410887084,
"CG","Congo",2009,,2267764777,0,0,,138914947.2,0,1186564.955,76484110.14,0,44560000,321560000,18030000,112360000,2110000,62300000,,0,,1569054.757,-85274715.06,,748468057.9,
"CG","Congo",2010,,2341772780,0,0,,123234975.9,2076035.933,523962362.6,24578782.56,0,304740000,1626990000,4520000,976010000,650000,66120000,,0,,1283752.832,52960100.33,,1860550469,
"CG","Congo",2011,,2789721317,0,0,,104422650.6,101854715.9,196473377.9,18570741.53,0,86690000,333230000,1780000,52490000,0,72550000,,0,,1522685.782,-20996266.78,,752573565.1,
