code,year,value,budget-type
HT,2006,24.28270201,Actual
HT,2007,33.17777202,Actual
HT,2008,29.16018047,Actual
HT,2009,37.37871199,Actual
HT,2010,50.7614929,Actual
HT,2011,41.35643311,Actual
HT,2012,45.33175294,Actual
HT,2013,38.73179092,Actual
HT,2014,36.0320694,Actual
HT,2015,29.38140182,Projected 
HT,2016,,Projected 
HT,2017,,Projected 
HT,2018,,Projected 
HT,2019,,Projected 
HT,2020,,Projected 
ID,2000,,Actual
ID,2001,,Actual
ID,2002,,Actual
ID,2003,,Actual
ID,2004,,Actual
ID,2005,,Actual
ID,2006,,Actual
ID,2007,0.262467192,Actual
ID,2008,0.189933523,Actual
ID,2009,0.216216216,Actual
ID,2010,0.273722628,Actual
ID,2011,0.22675737,Actual
ID,2012,0.403768506,Actual
ID,2013,0.428921569,Actual
ID,2014,0.171232877,Actual
ID,2015,0.22611645,Projected 
ID,2016,,Projected 
ID,2017,,Projected 
ID,2018,,Projected 
ID,2019,,Projected 
ID,2020,,Projected 
IN,2000,0,Actual
IN,2001,0,Actual
IN,2002,0.450901804,Actual
IN,2003,0.42240996,Actual
IN,2004,0.425449623,Actual
IN,2005,0.424351232,Actual
IN,2006,0.426136364,Actual
IN,2007,0.289655962,Actual
IN,2008,0.248345127,Actual
IN,2009,0.251451026,Actual
IN,2010,0.259478399,Actual
IN,2011,0,Actual
IN,2012,0,Actual
IN,2013,0,Projected 
IN,2014,0,Projected 
IN,2015,0,Projected 
IN,2016,,Projected 
IN,2017,,Projected 
IN,2018,,Projected 
IN,2019,,Projected 
IN,2020,,Projected 
IQ,2000,,Actual
IQ,2001,,Actual
IQ,2002,,Actual
IQ,2003,,Actual
IQ,2004,11.44238517,Actual
IQ,2005,25.97586367,Actual
IQ,2006,15.53636005,Actual
IQ,2007,6.301824212,Actual
IQ,2008,3.414634146,Actual
IQ,2009,4.204753199,Actual
IQ,2010,6.385869565,Actual
IQ,2011,2.007648184,Actual
IQ,2012,0,Actual
IQ,2013,0,Actual
IQ,2014,0,Actual
IQ,2015,0,Projected 
IQ,2016,0,Projected 
IQ,2017,0,Projected 
IQ,2018,0,Projected 
IQ,2019,,Projected 
IQ,2020,,Projected 
IR,2000,,Actual
IR,2001,,Actual
IR,2002,,Actual
IR,2003,,Actual
IR,2004,,Actual
IR,2005,,Actual
IR,2006,,Actual
IR,2007,,Actual
IR,2008,0,Actual
IR,2009,0,Actual
IR,2010,0,Actual
IR,2011,0,Actual
IR,2012,0,Actual
IR,2013,0,Actual
IR,2014,0,Actual
IR,2015,0,Projected 
IR,2016,0,Projected 
IR,2017,,Projected 
IR,2018,,Projected 
IR,2019,,Projected 
IR,2020,,Projected 
JM,2000,1.034601042,Actual
JM,2001,1.719444472,Actual
JM,2002,1.949317739,Actual
JM,2003,0.767918089,Actual
JM,2004,0.343642612,Actual
JM,2005,2.448979592,Actual
JM,2006,0.374933048,Actual
JM,2007,0.70989115,Actual
JM,2008,1.785714286,Actual
JM,2009,2.751629254,Actual
JM,2010,2.098600933,Actual
JM,2011,3.218802256,Actual
JM,2012,1.069599978,Actual
JM,2013,1.14312904,Actual
JM,2014,2.627071253,Projected 
JM,2015,1.087773379,Projected 
JM,2016,2.082291896,Projected 
JM,2017,1.259914019,Projected 
JM,2018,1.24253774,Projected 
JM,2019,0.863532688,Projected 
JM,2020,0.845546424,Projected 
JO,2000,13.92896781,Actual
JO,2001,14.17445483,Actual
JO,2002,17.06467662,Actual
JO,2003,33.69175627,Actual
JO,2004,29.81093856,Actual
JO,2005,15.11275665,Actual
JO,2006,9.640995947,Actual
JO,2007,8.75,Actual
JO,2008,15.30916844,Actual
JO,2009,7.439678284,Actual
JO,2010,8.621059404,Actual
JO,2011,22.44181751,Actual
JO,2012,6.470122675,Actual
JO,2013,11.11497048,Actual
JO,2014,17.44464815,Projected 
JO,2015,10.43577982,Projected 
JO,2016,13.06346571,Projected 
JO,2017,12.97709924,Projected 
JO,2018,12.3289208,Projected 
JO,2019,11.67159139,Projected 
JO,2020,10.60876462,Projected 
KE,2000,,Actual
KE,2001,,Actual
KE,2002,,Actual
KE,2003,,Actual
KE,2004,,Actual
KE,2005,4.890055793,Actual
KE,2006,6.065178033,Actual
KE,2007,3.98970399,Actual
KE,2008,5.653787383,Actual
KE,2009,3.956692913,Actual
KE,2010,3.639240506,Actual
KE,2011,2.739326825,Actual
KE,2012,2.003929273,Actual
KE,2013,2.418797512,Actual
KE,2014,2.544247788,Actual
KE,2015,4.675387597,Projected 
KE,2016,2.075084323,Projected 
KE,2017,1.690448644,Projected 
KE,2018,1.495630742,Projected 
KE,2019,1.497718707,Projected 
KE,2020,,Projected 
KG,2000,,Actual
KG,2001,,Actual
KG,2002,,Actual
KG,2003,,Actual
KG,2004,3.401360544,Actual
KG,2005,4.138401638,Actual
KG,2006,2.953895283,Actual
KG,2007,7.47693952,Actual
KG,2008,6.267785999,Actual
KG,2009,15.84309966,Actual
KG,2010,9.177774806,Actual
KG,2011,9.470990698,Actual
KG,2012,7.51150011,Actual
KG,2013,7.262978924,Projected 
KG,2014,8.01129851,Projected 
KG,2015,6.606768052,Projected 
KG,2016,,Projected 
KG,2017,,Projected 
KG,2018,,Projected 
KG,2019,,Projected 
KG,2020,,Projected 
KH,2000,,Actual
KH,2001,,Actual
KH,2002,,Actual
KH,2003,,Actual
KH,2004,,Actual
KH,2005,,Actual
KH,2006,18.15362595,Actual
KH,2007,15.50010144,Actual
KH,2008,20.45719278,Actual
KH,2009,26.86939915,Actual
KH,2010,28.97918484,Actual
KH,2011,20.68030564,Actual
KH,2012,16.39378454,Actual
KH,2013,18.52336449,Projected 
KH,2014,16.58795261,Projected 
KH,2015,,Projected 
KH,2016,,Projected 
KH,2017,,Projected 
KH,2018,,Projected 
KH,2019,,Projected 
KH,2020,,Projected 
KI,2000,,Actual
KI,2001,,Actual
KI,2002,,Actual
KI,2003,,Actual
KI,2004,67.19387755,Actual
KI,2005,58.14606742,Actual
KI,2006,57.7167019,Actual
KI,2007,39.04856293,Actual
KI,2008,39.53279425,Actual
KI,2009,39.68804159,Actual
KI,2010,34.11764706,Actual
KI,2011,40.40501446,Actual
KI,2012,40.2486911,Actual
KI,2013,38.04951996,Projected 
KI,2014,53.35051546,Projected 
KI,2015,51.37278829,Projected 
KI,2016,48.70049505,Projected 
KI,2017,43.3442623,Projected 
KI,2018,38.22923816,Projected 
KI,2019,35.99726776,Projected 
KI,2020,,Projected 
KM,2000,29.17845204,Actual
KM,2001,23.98021138,Actual
KM,2002,20.08243901,Actual
KM,2003,12.34989404,Actual
KM,2004,15.09041386,Actual
KM,2005,21.42646432,Actual
KM,2006,27.01293425,Actual
KM,2007,37.66386802,Actual
KM,2008,44.40780828,Actual
KM,2009,41.03537609,Actual
KM,2010,50.95041533,Actual
KM,2011,31.65380007,Actual
KM,2012,33.08874807,Actual
KM,2013,65.31499798,Actual
KM,2014,37.76426894,Projected 
KM,2015,36.31129078,Projected 
KM,2016,36.01837546,Projected 
KM,2017,35.81008584,Projected 
KM,2018,35.62899031,Projected 
KM,2019,,Projected 
KM,2020,,Projected 
KN,2000,,Actual
KN,2001,1.729973674,Actual
KN,2002,8.643860721,Actual
KN,2003,1.86259542,Actual
KN,2004,1.109907959,Actual
KN,2005,6.900985855,Actual
KN,2006,6.938304824,Actual
KN,2007,5.26335067,Actual
KN,2008,4.941505151,Actual
KN,2009,11.1220959,Actual
KN,2010,8.986175115,Actual
KN,2011,9.494022797,Actual
KN,2012,8.781311568,Actual
KN,2013,15.33257,Projected 
KN,2014,11.17257968,Projected 
KN,2015,11.39357218,Projected 
KN,2016,10.7201829,Projected 
KN,2017,9.202075099,Projected 
KN,2018,9.512789281,Projected 
KN,2019,9.03888824,Projected 
KN,2020,8.381956912,Projected 
KZ,2000,,Actual
KZ,2001,,Actual
KZ,2002,0,Actual
KZ,2003,0,Actual
KZ,2004,0,Actual
KZ,2005,0,Actual
KZ,2006,0,Actual
KZ,2007,0,Actual
KZ,2008,0,Actual
KZ,2009,0,Actual
KZ,2010,0,Actual
KZ,2011,0,Actual
KZ,2012,0,Actual
KZ,2013,0,Actual
KZ,2014,0,Projected 
KZ,2015,0,Projected 
KZ,2016,0,Projected 
KZ,2017,0,Projected 
KZ,2018,0,Projected 
KZ,2019,0,Projected 
KZ,2020,,Projected 
LA,2000,21.92982456,Actual
LA,2001,19.22455574,Actual
LA,2002,13.38054417,Actual
LA,2003,16.19013581,Actual
LA,2004,9.117268041,Actual
LA,2005,12.84096758,Actual
LA,2006,14.02660218,Actual
LA,2007,10.98793609,Actual
LA,2008,9.742080179,Actual
LA,2009,13.18681319,Actual
LA,2010,12.70068514,Actual
LA,2011,12.0041483,Actual
LA,2012,10.97421203,Actual
LA,2013,9.179114005,Projected 
LA,2014,8.207803268,Projected 
LA,2015,,Projected 
LA,2016,,Projected 
LA,2017,,Projected 
LA,2018,,Projected 
LA,2019,,Projected 
LA,2020,,Projected 
LB,2000,2.066542674,Actual
LB,2001,0.774193548,Actual
LB,2002,0.034193879,Actual
LB,2003,0,Actual
LB,2004,0,Actual
LB,2005,0,Actual
LB,2006,11.73697855,Actual
LB,2007,5.693525648,Actual
LB,2008,3.603016479,Actual
LB,2009,1.382596469,Actual
LB,2010,0.423928403,Actual
LB,2011,0,Actual
LB,2012,0,Actual
LB,2013,0,Actual
LB,2014,0,Actual
LB,2015,0,Projected 
LB,2016,0,Projected 
LB,2017,0,Projected 
LB,2018,0,Projected 
LB,2019,0,Projected 
LB,2020,0,Projected 
LC,2000,,Actual
LC,2001,,Actual
LC,2002,,Actual
LC,2003,6.11183355,Actual
LC,2004,0,Actual
LC,2005,0.974184121,Actual
LC,2006,0.974169742,Actual
LC,2007,0.551965536,Actual
LC,2008,2.510716473,Actual
LC,2009,6.513409962,Actual
LC,2010,13.18717638,Actual
LC,2011,7.528299813,Projected 
LC,2012,2.804232804,Projected 
LC,2013,2.720093595,Projected 
LC,2014,2.714974055,Projected 
LC,2015,2.721268164,Projected 
LC,2016,,Projected 
LC,2017,,Projected 
LC,2018,,Projected 
LC,2019,,Projected 
LC,2020,,Projected 
LK,2000,2.377244983,Actual
LK,2001,2.29361624,Actual
LK,2002,2.631931173,Actual
LK,2003,2.796760314,Actual
LK,2004,2.564102564,Actual
LK,2005,8,Actual
LK,2006,59.85221675,Actual
LK,2007,0,Actual
LK,2008,4.487179487,Actual
LK,2009,3.355704698,Actual
LK,2010,2.027027027,Actual
LK,2011,1.379310345,Actual
LK,2012,1.515151515,Actual
LK,2013,1.5625,Projected 
LK,2014,0.757575758,Projected 
LK,2015,0.746268657,Projected 
LK,2016,0.735294118,Projected 
LK,2017,0.735294118,Projected 
LK,2018,0.729927007,Projected 
LK,2019,,Projected 
LK,2020,,Projected 
LR,2000,7.385697538,Actual
LR,2001,6.618705036,Actual
LR,2002,0,Actual
LR,2003,0,Actual
LR,2004,5.084745763,Actual
LR,2005,1.245330012,Actual
LR,2006,1.168224299,Actual
LR,2007,1.01146325,Actual
LR,2008,2.948284195,Actual
LR,2009,10.04682844,Actual
LR,2010,4.513888889,Actual
LR,2011,10.74953321,Actual
LR,2012,6.166920898,Actual
LR,2013,8.288288288,Actual
LR,2014,13.76146789,Actual
LR,2015,11.7768595,Projected 
LR,2016,10.8365019,Projected 
LR,2017,,Projected 
LR,2018,,Projected 
LR,2019,,Projected 
LR,2020,,Projected 
LS,2000,,Actual
LS,2001,,Actual
LS,2002,,Actual
LS,2003,,Actual
LS,2004,,Actual
LS,2005,,Actual
LS,2006,,Actual
LS,2007,,Actual
LS,2008,,Actual
LS,2009,,Actual
LS,2010,,Actual
LS,2011,14.02032948,Actual
LS,2012,14.94384359,Actual
LS,2013,12.95057034,Actual
LS,2014,9.021084337,Actual
LS,2015,6.999664767,Projected 
LS,2016,6.535620383,Projected 
LS,2017,6.566503053,Projected 
LS,2018,6.712366328,Projected 
LS,2019,6.83400972,Projected 
LS,2020,6.893042191,Projected 
LY,2000,,Actual
LY,2001,0,Actual
LY,2002,0,Actual
LY,2003,0,Actual
LY,2004,0,Actual
LY,2005,0,Actual
LY,2006,0,Actual
LY,2007,0,Actual
LY,2008,0,Actual
LY,2009,0,Actual
LY,2010,0,Actual
LY,2011,0.33725233,Actual
LY,2012,0,Actual
LY,2013,,Projected 
LY,2014,,Projected 
LY,2015,,Projected 
LY,2016,,Projected 
LY,2017,,Projected 
LY,2018,,Projected 
LY,2019,,Projected 
LY,2020,,Projected 
MA,2000,,Actual
MA,2001,0,Actual
MA,2002,0,Actual
MA,2003,0,Actual
MA,2004,0,Actual
MA,2005,0,Actual
MA,2006,0,Actual
MA,2007,0,Actual
MA,2008,0,Actual
MA,2009,0,Actual
MA,2010,0.903041825,Actual
MA,2011,0.582176444,Actual
MA,2012,0.21034918,Actual
MA,2013,2.44,Projected 
MA,2014,5.322020825,Projected 
MA,2015,5.540796964,Projected 
MA,2016,3.593859037,Projected 
MA,2017,3.285486443,Projected 
MA,2018,0.658879904,Projected 
MA,2019,0.611961057,Projected 
MA,2020,,Projected 
MD,2000,,Actual
MD,2001,,Actual
MD,2002,,Actual
MD,2003,,Actual
MD,2004,1.10385023,Actual
MD,2005,3.168262277,Actual
MD,2006,1.765200336,Actual
MD,2007,4.351336802,Actual
MD,2008,4.185444997,Actual
MD,2009,5.476656178,Actual
MD,2010,7.262955297,Actual
MD,2011,5.653991638,Actual
MD,2012,4.725773689,Actual
MD,2013,5.619377913,Projected 
MD,2014,8.371950789,Projected 
MD,2015,4.463570399,Projected 
MD,2016,3.62659075,Projected 
MD,2017,3.033615742,Projected 
MD,2018,2.844450813,Projected 
MD,2019,2.697371665,Projected 
MD,2020,,Projected 
ME,2000,,Actual
ME,2001,,Actual
ME,2002,,Actual
ME,2003,,Actual
ME,2004,1.061007958,Actual
ME,2005,0.531914894,Actual
ME,2006,0.483091787,Actual
ME,2007,0.220264317,Actual
ME,2008,0.205761317,Actual
ME,2009,0.916126994,Actual
ME,2010,0.639925082,Actual
ME,2011,0.658105939,Actual
ME,2012,0.627581824,Actual
ME,2013,0.701982921,Actual
ME,2014,0.598349381,Projected 
ME,2015,0.575434883,Projected 
ME,2016,0.576387129,Projected 
ME,2017,0.575339147,Projected 
ME,2018,0.572485977,Projected 
ME,2019,0.573255429,Projected 
ME,2020,,Projected 
MG,2000,23.57703325,Actual
MG,2001,27.71745615,Actual
MG,2002,21.2905339,Actual
MG,2003,33.11961722,Actual
MG,2004,40.58663441,Actual
MG,2005,34.44893592,Actual
MG,2006,81.04006649,Actual
MG,2007,26.95470447,Actual
MG,2008,19.00322324,Actual
MG,2009,12.09255709,Actual
MG,2010,12.5198658,Actual
MG,2011,14.1891155,Actual
MG,2012,11.15351993,Actual
MG,2013,11.60784314,Projected 
MG,2014,17.09320695,Projected 
MG,2015,12.90405336,Projected 
MG,2016,17.82813168,Projected 
MG,2017,17.12624273,Projected 
MG,2018,16.85766484,Projected 
MG,2019,15.90808006,Projected 
MG,2020,,Projected 
MH,2000,,Actual
MH,2001,,Actual
MH,2002,,Actual
MH,2003,,Actual
MH,2004,55.97897503,Actual
MH,2005,58.52803738,Actual
MH,2006,61.70886076,Actual
MH,2007,64.32532348,Actual
MH,2008,63.49206349,Actual
MH,2009,68.47492323,Actual
MH,2010,67.52475248,Actual
MH,2011,65.5,Actual
MH,2012,62.44725738,Actual
MH,2013,59.97782705,Projected 
MH,2014,63.91304348,Projected 
MH,2015,63.53982301,Projected 
MH,2016,62.90463692,Projected 
MH,2017,62.22990493,Projected 
MH,2018,60.07098492,Projected 
MH,2019,,Projected 
MH,2020,,Projected 
MK,2000,3.786842505,Actual
MK,2001,0.63182007,Actual
MK,2002,0.041077884,Actual
MK,2003,3.50104648,Actual
MK,2004,1.756198347,Actual
MK,2005,1.486620416,Actual
MK,2006,1.368523949,Actual
MK,2007,0.765957447,Actual
MK,2008,0.972326103,Actual
MK,2009,0.638467678,Actual
MK,2010,1.139817629,Actual
MK,2011,0.806451613,Actual
MK,2012,2.183406114,Actual
MK,2013,2.505368647,Actual
MK,2014,2.274204029,Projected 
MK,2015,2.267156863,Projected 
MK,2016,2.250432776,Projected 
MK,2017,2.225841477,Projected 
MK,2018,2.251791198,Projected 
MK,2019,2.261790183,Projected 
MK,2020,,Projected 
ML,2000,25.54640931,Actual
ML,2001,21.16991643,Actual
ML,2002,18.78694986,Actual
ML,2003,21.39794967,Actual
ML,2004,18.5125448,Actual
ML,2005,18.5006435,Actual
ML,2006,68.37536399,Actual
ML,2007,20.98377813,Actual
ML,2008,17.56544503,Actual
ML,2009,20.94178637,Actual
ML,2010,14.11826822,Actual
ML,2011,18.41405508,Actual
ML,2012,1.40419097,Actual
ML,2013,16.35596201,Actual
ML,2014,13.02083333,Projected 
ML,2015,18.79145662,Projected 
ML,2016,12.14595891,Projected 
ML,2017,11.85874912,Projected 
ML,2018,11.59919457,Projected 
ML,2019,,Projected 
ML,2020,,Projected 
MM,2000,,Actual
MM,2001,,Actual
MM,2002,,Actual
MM,2003,,Actual
MM,2004,,Actual
MM,2005,,Actual
MM,2006,,Actual
MM,2007,,Actual
MM,2008,0.006087909,Actual
MM,2009,0.007995096,Actual
MM,2010,0.012301241,Actual
MM,2011,0.007911462,Actual
MM,2012,0.00423059,Actual
MM,2013,0.233121133,Actual
MM,2014,1.468041237,Actual
MM,2015,1.238000662,Projected 
MM,2016,1.300578035,Projected 
MM,2017,,Projected 
MM,2018,,Projected 
MM,2019,,Projected 
MM,2020,,Projected 
MN,2000,1.445086705,Actual
MN,2001,2.083333333,Actual
MN,2002,1.566579634,Actual
MN,2003,1.591511936,Actual
MN,2004,0.903614458,Actual
MN,2005,0.666666667,Actual
MN,2006,0.544959128,Actual
MN,2007,1.222493888,Actual
MN,2008,0.875576037,Actual
MN,2009,1.053159478,Actual
MN,2010,1.409352979,Actual
MN,2011,0.313339302,Actual
MN,2012,0.703376206,Actual
MN,2013,0.05013369,Actual
MN,2014,0.032669062,Actual
MN,2015,1.034594245,Projected 
MN,2016,0.82292432,Projected 
MN,2017,,Projected 
MN,2018,,Projected 
MN,2019,,Projected 
MN,2020,,Projected 
MR,2000,,Actual
MR,2001,,Actual
MR,2002,,Actual
MR,2003,13.11612364,Actual
MR,2004,9.585889571,Actual
MR,2005,7.844630617,Actual
MR,2006,62.19211823,Actual
MR,2007,8.79180151,Actual
MR,2008,3.439153439,Actual
MR,2009,3.236074271,Actual
MR,2010,4.827299209,Actual
MR,2011,2.556440903,Actual
MR,2012,22.01298701,Actual
MR,2013,3.85665529,Actual
MR,2014,4.218040234,Projected 
MR,2015,3.33863275,Projected 
MR,2016,3.088418431,Projected 
MR,2017,2.75332882,Projected 
MR,2018,2.471678682,Projected 
MR,2019,2.197392924,Projected 
MR,2020,1.96208846,Projected 
MU,2000,0.685106383,Actual
MU,2001,0.876381733,Actual
MU,2002,1.254451919,Actual
MU,2003,1.198098884,Actual
MU,2004,1.835151162,Actual
MU,2005,1.231629579,Actual
MU,2006,1.485148515,Actual
MU,2007,1.030927835,Actual
MU,2008,4.608294931,Actual
MU,2009,7.01754386,Actual
MU,2010,3.196347032,Actual
MU,2011,3.271028037,Actual
MU,2012,3.271028037,Actual
MU,2013,1.869158879,Actual
MU,2014,2.752293578,Projected 
MU,2015,1.923076923,Projected 
MU,2016,,Projected 
MU,2017,,Projected 
MU,2018,,Projected 
MU,2019,,Projected 
MU,2020,,Projected 
MV,2000,,Actual
MV,2001,,Actual
MV,2002,,Actual
MV,2003,,Actual
MV,2004,,Actual
MV,2005,,Actual
MV,2006,,Actual
MV,2007,,Actual
MV,2008,,Actual
MV,2009,,Actual
MV,2010,,Actual
MV,2011,7.822838847,Actual
MV,2012,3.637264618,Actual
MV,2013,1.014442916,Actual
MV,2014,2.940342922,Projected 
MV,2015,2.073044327,Projected 
MV,2016,1.674507168,Projected 
MV,2017,1.319026433,Projected 
MV,2018,1.194910745,Projected 
MV,2019,1.226279986,Projected 
MV,2020,,Projected 
MW,2000,28.13854749,Actual
MW,2001,33.13702269,Actual
MW,2002,28.19437593,Actual
MW,2003,25.00937119,Actual
MW,2004,35.0410988,Actual
MW,2005,33.10764666,Actual
MW,2006,42.45843484,Actual
MW,2007,42.90194538,Actual
MW,2008,36.21911348,Actual
MW,2009,35.63525676,Actual
MW,2010,29.88505747,Actual
MW,2011,23.35766423,Actual
MW,2012,16.53846154,Actual
MW,2013,36.89727463,Actual
MW,2014,13.64522417,Projected 
MW,2015,18.14092954,Projected 
MW,2016,16.07142857,Projected 
MW,2017,16.57458564,Projected 
MW,2018,15.33923304,Projected 
MW,2019,,Projected 
MW,2020,,Projected 
MX,2000,,Actual
MX,2001,,Actual
MX,2002,,Actual
MX,2003,,Actual
MX,2004,,Actual
MX,2005,0,Actual
MX,2006,0,Actual
MX,2007,0,Actual
MX,2008,0,Actual
MX,2009,0,Actual
MX,2010,0,Actual
MX,2011,0,Actual
MX,2012,0,Actual
MX,2013,0,Projected 
MX,2014,0,Projected 
MX,2015,0,Projected 
MX,2016,0,Projected 
MX,2017,0,Projected 
MX,2018,0,Projected 
MX,2019,0,Projected 
MX,2020,,Projected 
MY,2000,0,Actual
MY,2001,0,Actual
MY,2002,0,Actual
MY,2003,0,Actual
MY,2004,0,Actual
MY,2005,0,Actual
MY,2006,0,Actual
MY,2007,0,Actual
MY,2008,0,Actual
MY,2009,0,Actual
MY,2010,0,Actual
MY,2011,0,Actual
MY,2012,0,Actual
MY,2013,0,Actual
MY,2014,0,Projected 
MY,2015,0,Projected 
MY,2016,,Projected 
MY,2017,,Projected 
MY,2018,,Projected 
MY,2019,,Projected 
MY,2020,,Projected 
MZ,2000,,Actual
MZ,2001,,Actual
MZ,2002,45.38660144,Actual
MZ,2003,42.42222657,Actual
MZ,2004,37.38425496,Actual
MZ,2005,31.77459943,Actual
MZ,2006,41.46484248,Actual
MZ,2007,36.82400153,Actual
MZ,2008,37.16959448,Actual
MZ,2009,35.12425378,Actual
MZ,2010,31.50289017,Actual
MZ,2011,27.39463602,Actual
MZ,2012,18.76606684,Actual
MZ,2013,16.43564356,Actual
MZ,2014,12.67434809,Projected 
MZ,2015,12.31126597,Projected 
MZ,2016,,Projected 
MZ,2017,,Projected 
MZ,2018,,Projected 
MZ,2019,,Projected 
MZ,2020,,Projected 
NA,2000,0.608743774,Actual
NA,2001,0.535997076,Actual
NA,2002,0.647321429,Actual
NA,2003,0.324768364,Actual
NA,2004,0.35062179,Actual
NA,2005,0.618205448,Actual
NA,2006,0.298272315,Actual
NA,2007,0.295980584,Actual
NA,2008,0.377321981,Actual
NA,2009,0.353989849,Actual
NA,2010,0.836907191,Actual
NA,2011,0.102660621,Actual
NA,2012,0.598322024,Actual
NA,2013,0.06857958,Actual
NA,2014,0.073786077,Projected 
NA,2015,0.065565502,Projected 
NA,2016,0.068065531,Projected 
NA,2017,0.068826085,Projected 
NA,2018,0.067083638,Projected 
NA,2019,,Projected 
NA,2020,,Projected 
NE,2000,35.00590319,Actual
NE,2001,33.36678374,Actual
NE,2002,31.67728238,Actual
NE,2003,32.66007735,Actual
NE,2004,33.91634981,Actual
NE,2005,35.09615385,Actual
NE,2006,78.4255542,Actual
NE,2007,32.16245884,Actual
NE,2008,24.30210653,Actual
NE,2009,23.3719705,Actual
NE,2010,25.22784565,Actual
NE,2011,20.92937488,Actual
NE,2012,28.50559579,Actual
NE,2013,32.66552389,Actual
NE,2014,29.20778122,Projected 
NE,2015,26.90129074,Projected 
NE,2016,26.02999341,Projected 
NE,2017,24.28601502,Projected 
NE,2018,23.64415452,Projected 
NE,2019,22.97289554,Projected 
NE,2020,,Projected 
NG,2000,,Actual
NG,2001,,Actual
NG,2002,0,Actual
NG,2003,0,Actual
NG,2004,0,Actual
NG,2005,0,Actual
NG,2006,0,Actual
NG,2007,0,Actual
NG,2008,0,Actual
NG,2009,0,Actual
NG,2010,0,Actual
NG,2011,0,Actual
NG,2012,0,Actual
NG,2013,0,Actual
NG,2014,0,Projected 
NG,2015,0,Projected 
NG,2016,0,Projected 
NG,2017,0,Projected 
NG,2018,,Projected 
NG,2019,,Projected 
NG,2020,,Projected 
NI,2000,,Actual
NI,2001,,Actual
NI,2002,14.28571429,Actual
NI,2003,15.18324607,Actual
NI,2004,16.33663366,Actual
NI,2005,16.98113208,Actual
NI,2006,16.58767773,Actual
NI,2007,15.97321465,Actual
NI,2008,13.21647807,Actual
NI,2009,11.43323806,Actual
NI,2010,11.28305772,Actual
NI,2011,11.49027746,Actual
NI,2012,10.14185805,Actual
NI,2013,9.954064154,Actual
NI,2014,6.056998557,Actual
NI,2015,,Projected 
NI,2016,,Projected 
NI,2017,,Projected 
NI,2018,,Projected 
NI,2019,,Projected 
NI,2020,,Projected 
NP,2000,,Actual
NP,2001,,Actual
NP,2002,,Actual
NP,2003,14.61187215,Actual
NP,2004,15.73816156,Actual
NP,2005,17.28691477,Actual
NP,2006,16.31205674,Actual
NP,2007,15.49019608,Actual
NP,2008,16.28092578,Actual
NP,2009,16.11721612,Actual
NP,2010,17.93199814,Actual
NP,2011,18.18181818,Actual
NP,2012,14.38596491,Actual
NP,2013,9.480122324,Actual
NP,2014,13.26781327,Projected 
NP,2015,12.04301075,Projected 
NP,2016,,Projected 
NP,2017,,Projected 
NP,2018,,Projected 
NP,2019,,Projected 
NP,2020,,Projected 
PA,2000,0,Actual
PA,2001,0,Actual
PA,2002,0,Actual
PA,2003,0,Actual
PA,2004,0,Actual
PA,2005,0,Actual
PA,2006,0,Actual
PA,2007,1.025641026,Actual
PA,2008,2.02020202,Actual
PA,2009,0.543478261,Actual
PA,2010,0.531914894,Actual
PA,2011,0.561797753,Actual
PA,2012,0,Actual
PA,2013,0,Actual
PA,2014,0,Projected 
PA,2015,,Projected 
PA,2016,,Projected 
PA,2017,,Projected 
PA,2018,,Projected 
PA,2019,,Projected 
PA,2020,,Projected 
PE,2000,,Actual
PE,2001,,Actual
PE,2002,,Actual
PE,2003,,Actual
PE,2004,,Actual
PE,2005,,Actual
PE,2006,,Actual
PE,2007,,Actual
PE,2008,0.473933649,Actual
PE,2009,0,Actual
PE,2010,0,Actual
PE,2011,0.921658986,Actual
PE,2012,0.892857143,Actual
PE,2013,0.448430493,Actual
PE,2014,0.444444444,Actual
PE,2015,0.473933649,Projected 
PE,2016,0.469483568,Projected 
PE,2017,0.473933649,Projected 
PE,2018,0.476190476,Projected 
PE,2019,0.473933649,Projected 
PE,2020,0.473933649,Projected 
PG,2000,17.09372893,Actual
PG,2001,20.08422417,Actual
PG,2002,21.53228298,Actual
PG,2003,20.38755459,Actual
PG,2004,19.69872538,Actual
PG,2005,24.17561711,Actual
PG,2006,14.55152672,Actual
PG,2007,10.28824201,Actual
PG,2008,14.23093311,Actual
PG,2009,14.40052485,Actual
PG,2010,16.83815519,Actual
PG,2011,11.04525862,Actual
PG,2012,9.948706989,Actual
PG,2013,9.014373717,Projected 
PG,2014,12.98647069,Projected 
PG,2015,12.69349845,Projected 
PG,2016,,Projected 
PG,2017,,Projected 
PG,2018,,Projected 
PG,2019,,Projected 
PG,2020,,Projected 
PH,2000,,Actual
PH,2001,,Actual
PH,2002,,Actual
PH,2003,,Actual
PH,2004,,Actual
PH,2005,,Actual
PH,2006,,Actual
PH,2007,,Actual
PH,2008,0,Actual
PH,2009,0,Actual
PH,2010,0,Actual
PH,2011,0,Actual
PH,2012,0,Actual
PH,2013,0,Actual
PH,2014,0,Projected 
PH,2015,0,Projected 
PH,2016,,Projected 
PH,2017,,Projected 
PH,2018,,Projected 
PH,2019,,Projected 
PH,2020,,Projected 
PK,2000,,Actual
PK,2001,6.823925864,Actual
PK,2002,11.7397454,Actual
PK,2003,14.20047733,Actual
PK,2004,3.757575758,Actual
PK,2005,2.067464635,Actual
