id,year,budget-type,l1,l2,l3,l4,value
d216,2016,budget,planning,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,19050000
d216,2015,budget,planning,revenue,recurrent-revenues,district-unconditional-grant-non-wage,50202000
d216,2016,budget,planning,revenue,recurrent-revenues,district-unconditional-grant-non-wage,51727000
d216,2015,budget,planning,revenue,recurrent-revenues,locally-raised-revenues,0
d216,2016,budget,planning,revenue,recurrent-revenues,locally-raised-revenues,18260000
d216,2015,budget,planning,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,2000000
d216,2016,budget,planning,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,0
d216,2015,budget,planning,revenue,recurrent-revenues,other-transfers-from-central-government,750120000
d216,2016,budget,planning,revenue,recurrent-revenues,other-transfers-from-central-government,0
d216,2015,budget,planning,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,36900000
d216,2016,budget,planning,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,36900000
d216,2015,budget,planning,revenue,development-revenues,lgmsd-former-lgdp,24000000
d216,2016,budget,planning,revenue,development-revenues,lgmsd-former-lgdp,25864000
d216,2015,budget,planning,revenue,development-revenues,multisectoral-transfers-to-llgs,459000
d216,2016,budget,planning,revenue,development-revenues,multisectoral-transfers-to-llgs,0
d216,2015,budget,planning,expenditure,recurrent-expenditure,wage,36900000
d216,2016,budget,planning,expenditure,recurrent-expenditure,wage,36900000
d216,2015,budget,planning,expenditure,recurrent-expenditure,non-wage,820001000
d216,2016,budget,planning,expenditure,recurrent-expenditure,non-wage,89037000
d216,2015,budget,planning,expenditure,development-expenditure,domestic-development,24459000
d216,2016,budget,planning,expenditure,development-expenditure,domestic-development,25864000
d216,2015,budget,planning,expenditure,development-expenditure,donor-development,0
d216,2016,budget,planning,expenditure,development-expenditure,donor-development,0
d216,2015,budget,internal-audit,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,15963000
d216,2016,budget,internal-audit,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,15000000
d216,2015,budget,internal-audit,revenue,recurrent-revenues,district-unconditional-grant-non-wage,20000000
d216,2016,budget,internal-audit,revenue,recurrent-revenues,district-unconditional-grant-non-wage,36483000
d216,2015,budget,internal-audit,revenue,recurrent-revenues,locally-raised-revenues,10000000
d216,2016,budget,internal-audit,revenue,recurrent-revenues,locally-raised-revenues,12803000
d216,2015,budget,internal-audit,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,7550000
d216,2016,budget,internal-audit,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,27023000
d216,2015,budget,internal-audit,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,33082000
d216,2016,budget,internal-audit,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,16360000
d216,2015,budget,internal-audit,expenditure,recurrent-expenditure,wage,33082000
d216,2016,budget,internal-audit,expenditure,recurrent-expenditure,wage,33782000
d216,2015,budget,internal-audit,expenditure,recurrent-expenditure,non-wage,53513000
d216,2016,budget,internal-audit,expenditure,recurrent-expenditure,non-wage,73886000
d216,2015,budget,internal-audit,expenditure,development-expenditure,domestic-development,0
d216,2016,budget,internal-audit,expenditure,development-expenditure,domestic-development,0
d216,2015,budget,internal-audit,expenditure,development-expenditure,donor-development,0
d216,2016,budget,internal-audit,expenditure,development-expenditure,donor-development,0
d316,2015,budget,administration,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,0
d316,2016,budget,administration,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,40548000
d316,2015,budget,administration,revenue,recurrent-revenues,district-equalisation-grant,0
d316,2016,budget,administration,revenue,recurrent-revenues,district-equalisation-grant,57011000
d316,2015,budget,administration,revenue,recurrent-revenues,district-unconditional-grant-non-wage,155451000
d316,2016,budget,administration,revenue,recurrent-revenues,district-unconditional-grant-non-wage,155451000
d316,2015,budget,administration,revenue,recurrent-revenues,locally-raised-revenues,32000000
d316,2016,budget,administration,revenue,recurrent-revenues,locally-raised-revenues,73497000
d316,2015,budget,administration,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,244471000
d316,2016,budget,administration,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,285621000
d316,2015,budget,administration,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,1477807000
d316,2016,budget,administration,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,1477807000
d316,2015,budget,administration,revenue,development-revenues,lgmsd-former-lgdp,198275000
d316,2016,budget,administration,revenue,development-revenues,lgmsd-former-lgdp,198275000
d316,2015,budget,administration,expenditure,recurrent-expenditure,wage,1477807000
d316,2016,budget,administration,expenditure,recurrent-expenditure,wage,1477807000
d316,2015,budget,administration,expenditure,recurrent-expenditure,non-wage,431922000
d316,2016,budget,administration,expenditure,recurrent-expenditure,non-wage,612127000
d316,2015,budget,administration,expenditure,development-expenditure,domestic-development,198275000
d316,2016,budget,administration,expenditure,development-expenditure,domestic-development,198275000
d316,2015,budget,administration,expenditure,development-expenditure,donor-development,0
d316,2016,budget,administration,expenditure,development-expenditure,donor-development,0
d316,2015,budget,finance,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,0
d316,2016,budget,finance,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,6400000
d316,2015,budget,finance,revenue,recurrent-revenues,district-unconditional-grant-non-wage,49381000
d316,2016,budget,finance,revenue,recurrent-revenues,district-unconditional-grant-non-wage,49381000
d316,2015,budget,finance,revenue,recurrent-revenues,locally-raised-revenues,11988000
d316,2016,budget,finance,revenue,recurrent-revenues,locally-raised-revenues,26000000
d316,2015,budget,finance,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,47860000
d316,2016,budget,finance,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,27800000
d316,2015,budget,finance,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,108507000
d316,2016,budget,finance,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,108507000
d316,2015,budget,finance,revenue,development-revenues,multisectoral-transfers-to-llgs,186886000
d316,2016,budget,finance,revenue,development-revenues,multisectoral-transfers-to-llgs,186886000
d316,2015,budget,finance,revenue,development-revenues,other-transfers-from-central-government,100000
d316,2016,budget,finance,revenue,development-revenues,other-transfers-from-central-government,0
d316,2015,budget,finance,expenditure,recurrent-expenditure,wage,108507000
d316,2016,budget,finance,expenditure,recurrent-expenditure,wage,108507000
d316,2015,budget,finance,expenditure,recurrent-expenditure,non-wage,109229000
d316,2016,budget,finance,expenditure,recurrent-expenditure,non-wage,109581000
d316,2015,budget,finance,expenditure,development-expenditure,domestic-development,186986000
d316,2016,budget,finance,expenditure,development-expenditure,domestic-development,186886000
d316,2015,budget,finance,expenditure,development-expenditure,donor-development,0
d316,2016,budget,finance,expenditure,development-expenditure,donor-development,0
d316,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-grant-to-dsc-chairs-salaries,24523000
d316,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-grant-to-dsc-chairs-salaries,24523000
d316,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,0
d316,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,5999000
d316,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-contracts-committeedscpa,104479000
d316,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-contracts-committeedscpa,104479000
d316,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-councillors-allowances-and-ex,25080000
d316,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-councillors-allowances-and-ex,25080000
d316,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-dsc-operational-costs,20445000
d316,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-dsc-operational-costs,20445000
d316,2015,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-salary-and-gratuity-for-lg-ele,111946000
d316,2016,budget,statutory-bodies,revenue,recurrent-revenues,conditional-transfers-to-salary-and-gratuity-for-lg-ele,111946000
d316,2015,budget,statutory-bodies,revenue,recurrent-revenues,district-unconditional-grant-non-wage,25000000
d316,2016,budget,statutory-bodies,revenue,recurrent-revenues,district-unconditional-grant-non-wage,35000000
d316,2015,budget,statutory-bodies,revenue,recurrent-revenues,locally-raised-revenues,44000000
d316,2016,budget,statutory-bodies,revenue,recurrent-revenues,locally-raised-revenues,64000000
d316,2015,budget,statutory-bodies,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,77900000
d316,2016,budget,statutory-bodies,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,77900000
d316,2015,budget,statutory-bodies,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,37093000
d316,2016,budget,statutory-bodies,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,37093000
d316,2015,budget,statutory-bodies,expenditure,recurrent-expenditure,wage,163453000
d316,2016,budget,statutory-bodies,expenditure,recurrent-expenditure,wage,173562000
d316,2015,budget,statutory-bodies,expenditure,recurrent-expenditure,non-wage,307013000
d316,2016,budget,statutory-bodies,expenditure,recurrent-expenditure,non-wage,332904000
d316,2015,budget,statutory-bodies,expenditure,development-expenditure,domestic-development,0
d316,2016,budget,statutory-bodies,expenditure,development-expenditure,domestic-development,0
d316,2015,budget,statutory-bodies,expenditure,development-expenditure,donor-development,0
d316,2016,budget,statutory-bodies,expenditure,development-expenditure,donor-development,0
d316,2015,budget,production-and-marketing,revenue,recurrent-revenues,conditional-grant-to-agric-ext-salaries,14654000
d316,2016,budget,production-and-marketing,revenue,recurrent-revenues,conditional-grant-to-agric-ext-salaries,14654000
d316,2015,budget,production-and-marketing,revenue,recurrent-revenues,conditional-transfers-to-production-and-marketing,75901000
d316,2016,budget,production-and-marketing,revenue,recurrent-revenues,conditional-transfers-to-production-and-marketing,41539000
d316,2015,budget,production-and-marketing,revenue,recurrent-revenues,district-unconditional-grant-non-wage,9899000
d316,2016,budget,production-and-marketing,revenue,recurrent-revenues,district-unconditional-grant-non-wage,9899000
d316,2015,budget,production-and-marketing,revenue,recurrent-revenues,locally-raised-revenues,15400000
d316,2016,budget,production-and-marketing,revenue,recurrent-revenues,locally-raised-revenues,15600000
d316,2015,budget,production-and-marketing,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,38380000
d316,2016,budget,production-and-marketing,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,15500000
d316,2015,budget,production-and-marketing,revenue,recurrent-revenues,naads-districts-wage,84095000
d316,2016,budget,production-and-marketing,revenue,recurrent-revenues,naads-districts-wage,84095000
d316,2015,budget,production-and-marketing,revenue,recurrent-revenues,other-transfers-from-central-government,4440000
d316,2016,budget,production-and-marketing,revenue,recurrent-revenues,other-transfers-from-central-government,0
d316,2015,budget,production-and-marketing,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,41392000
d316,2016,budget,production-and-marketing,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,41392000
d316,2015,budget,production-and-marketing,revenue,development-revenues,conditional-grant-for-naads,146486000
d316,2016,budget,production-and-marketing,revenue,development-revenues,conditional-grant-for-naads,146486000
d316,2015,budget,production-and-marketing,revenue,development-revenues,conditional-transfers-to-production-and-marketing,92768000
d316,2016,budget,production-and-marketing,revenue,development-revenues,conditional-transfers-to-production-and-marketing,127129000
d316,2015,budget,production-and-marketing,revenue,development-revenues,donor-funding,15000000
d316,2016,budget,production-and-marketing,revenue,development-revenues,donor-funding,15000000
d316,2015,budget,production-and-marketing,expenditure,recurrent-expenditure,wage,140142000
d316,2016,budget,production-and-marketing,expenditure,recurrent-expenditure,wage,140142000
d316,2015,budget,production-and-marketing,expenditure,recurrent-expenditure,non-wage,236787000
d316,2016,budget,production-and-marketing,expenditure,recurrent-expenditure,non-wage,82538000
d316,2015,budget,production-and-marketing,expenditure,development-expenditure,domestic-development,146486000
d316,2016,budget,production-and-marketing,expenditure,development-expenditure,domestic-development,273616000
d316,2015,budget,production-and-marketing,expenditure,development-expenditure,donor-development,15000000
d316,2016,budget,production-and-marketing,expenditure,development-expenditure,donor-development,15000000
d316,2015,budget,health,revenue,recurrent-revenues,conditional-grant-to-ngo-hospitals,48755000
d316,2016,budget,health,revenue,recurrent-revenues,conditional-grant-to-ngo-hospitals,48755000
d316,2015,budget,health,revenue,recurrent-revenues,conditional-grant-to-phc-non-wage,123446000
d316,2016,budget,health,revenue,recurrent-revenues,conditional-grant-to-phc-non-wage,123446000
d316,2015,budget,health,revenue,recurrent-revenues,conditional-grant-to-phc-salaries,1840718000
d316,2016,budget,health,revenue,recurrent-revenues,conditional-grant-to-phc-salaries,1840718000
d316,2015,budget,health,revenue,recurrent-revenues,district-unconditional-grant-non-wage,6394000
d316,2016,budget,health,revenue,recurrent-revenues,district-unconditional-grant-non-wage,6394000
d316,2015,budget,health,revenue,recurrent-revenues,hard-to-reach-allowances,376808000
d316,2016,budget,health,revenue,recurrent-revenues,hard-to-reach-allowances,376808000
d316,2015,budget,health,revenue,recurrent-revenues,locally-raised-revenues,0
d316,2016,budget,health,revenue,recurrent-revenues,locally-raised-revenues,2200000
d316,2015,budget,health,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,17740000
d316,2016,budget,health,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,10400000
d316,2015,budget,health,revenue,recurrent-revenues,other-transfers-from-central-government,0
d316,2016,budget,health,revenue,recurrent-revenues,other-transfers-from-central-government,0
d316,2015,budget,health,revenue,development-revenues,conditional-grant-to-phc-development,376271000
d316,2016,budget,health,revenue,development-revenues,conditional-grant-to-phc-development,376271000
d316,2015,budget,health,revenue,development-revenues,donor-funding,562903000
d316,2016,budget,health,revenue,development-revenues,donor-funding,562903000
d316,2015,budget,health,expenditure,recurrent-expenditure,wage,2217526000
d316,2016,budget,health,expenditure,recurrent-expenditure,wage,2217526000
d316,2015,budget,health,expenditure,recurrent-expenditure,non-wage,196336000
d316,2016,budget,health,expenditure,recurrent-expenditure,non-wage,191196000
d316,2015,budget,health,expenditure,development-expenditure,domestic-development,376271000
d316,2016,budget,health,expenditure,development-expenditure,domestic-development,376271000
d316,2015,budget,health,expenditure,development-expenditure,donor-development,562903000
d316,2016,budget,health,expenditure,development-expenditure,donor-development,562903000
d316,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-primary-education,347121000
d316,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-primary-education,347121000
d316,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-primary-salaries,3601358000
d316,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-primary-salaries,3601358000
d316,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-secondary-education,429720000
d316,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-secondary-education,429720000
d316,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-secondary-salaries,759583000
d316,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-secondary-salaries,759583000
d316,2015,budget,education,revenue,recurrent-revenues,conditional-grant-to-tertiary-salaries,356493000
d316,2016,budget,education,revenue,recurrent-revenues,conditional-grant-to-tertiary-salaries,356493000
d316,2015,budget,education,revenue,recurrent-revenues,conditional-transfers-for-non-wage-technical-farm,118725000
d316,2016,budget,education,revenue,recurrent-revenues,conditional-transfers-for-non-wage-technical-farm,118725000
d316,2015,budget,education,revenue,recurrent-revenues,conditional-transfers-to-school-inspection-grant,20242000
d316,2016,budget,education,revenue,recurrent-revenues,conditional-transfers-to-school-inspection-grant,20242000
d316,2015,budget,education,revenue,recurrent-revenues,district-unconditional-grant-non-wage,15176000
d316,2016,budget,education,revenue,recurrent-revenues,district-unconditional-grant-non-wage,15176000
d316,2015,budget,education,revenue,recurrent-revenues,hard-to-reach-allowances,800745000
d316,2016,budget,education,revenue,recurrent-revenues,hard-to-reach-allowances,800745000
d316,2015,budget,education,revenue,recurrent-revenues,locally-raised-revenues,11000000
d316,2016,budget,education,revenue,recurrent-revenues,locally-raised-revenues,18000000
d316,2015,budget,education,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,17500000
d316,2016,budget,education,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,4500000
d316,2015,budget,education,revenue,recurrent-revenues,other-transfers-from-central-government,4500000
d316,2016,budget,education,revenue,recurrent-revenues,other-transfers-from-central-government,4500000
d316,2015,budget,education,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,59177000
d316,2016,budget,education,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,59177000
d316,2015,budget,education,revenue,development-revenues,conditional-grant-to-sfg,522227000
d316,2016,budget,education,revenue,development-revenues,conditional-grant-to-sfg,522227000
d316,2015,budget,education,revenue,development-revenues,donor-funding,1582050000
d316,2016,budget,education,revenue,development-revenues,donor-funding,153619000
d316,2015,budget,education,expenditure,recurrent-expenditure,wage,5577355000
d316,2016,budget,education,expenditure,recurrent-expenditure,wage,5577355000
d316,2015,budget,education,expenditure,recurrent-expenditure,non-wage,963985000
d316,2016,budget,education,expenditure,recurrent-expenditure,non-wage,957985000
d316,2015,budget,education,expenditure,development-expenditure,domestic-development,522227000
d316,2016,budget,education,expenditure,development-expenditure,domestic-development,522227000
d316,2015,budget,education,expenditure,development-expenditure,donor-development,1582050000
d316,2016,budget,education,expenditure,development-expenditure,donor-development,153619000
d316,2015,budget,roads-and-engineering,revenue,recurrent-revenues,district-equalisation-grant,57011000
d316,2016,budget,roads-and-engineering,revenue,recurrent-revenues,district-equalisation-grant,0
d316,2015,budget,roads-and-engineering,revenue,recurrent-revenues,district-unconditional-grant-non-wage,63400000
d316,2016,budget,roads-and-engineering,revenue,recurrent-revenues,district-unconditional-grant-non-wage,0
d316,2015,budget,roads-and-engineering,revenue,recurrent-revenues,locally-raised-revenues,0
d316,2016,budget,roads-and-engineering,revenue,recurrent-revenues,locally-raised-revenues,0
d316,2015,budget,roads-and-engineering,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,244356000
d316,2016,budget,roads-and-engineering,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,232956000
d316,2015,budget,roads-and-engineering,revenue,recurrent-revenues,other-transfers-from-central-government,476063000
d316,2016,budget,roads-and-engineering,revenue,recurrent-revenues,other-transfers-from-central-government,476063000
d316,2015,budget,roads-and-engineering,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,37097000
d316,2016,budget,roads-and-engineering,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,37097000
d316,2015,budget,roads-and-engineering,revenue,development-revenues,donor-funding,802796000
d316,2016,budget,roads-and-engineering,revenue,development-revenues,donor-funding,100000
d316,2015,budget,roads-and-engineering,revenue,development-revenues,lgmsd-former-lgdp,147489000
d316,2016,budget,roads-and-engineering,revenue,development-revenues,lgmsd-former-lgdp,147489000
d316,2015,budget,roads-and-engineering,revenue,development-revenues,roads-rehabilitation-grant,817437000
d316,2016,budget,roads-and-engineering,revenue,development-revenues,roads-rehabilitation-grant,817437000
d316,2015,budget,roads-and-engineering,expenditure,recurrent-expenditure,wage,37097000
d316,2016,budget,roads-and-engineering,expenditure,recurrent-expenditure,wage,37097000
d316,2015,budget,roads-and-engineering,expenditure,recurrent-expenditure,non-wage,840829000
d316,2016,budget,roads-and-engineering,expenditure,recurrent-expenditure,non-wage,709018000
d316,2015,budget,roads-and-engineering,expenditure,development-expenditure,domestic-development,964926000
d316,2016,budget,roads-and-engineering,expenditure,development-expenditure,domestic-development,964926000
d316,2015,budget,roads-and-engineering,expenditure,development-expenditure,donor-development,802796000
d316,2016,budget,roads-and-engineering,expenditure,development-expenditure,donor-development,100000
d316,2015,budget,water,revenue,recurrent-revenues,district-unconditional-grant-non-wage,1600000
d316,2016,budget,water,revenue,recurrent-revenues,district-unconditional-grant-non-wage,1600000
d316,2015,budget,water,revenue,recurrent-revenues,sanitation-and-hygiene,22000000
d316,2016,budget,water,revenue,recurrent-revenues,sanitation-and-hygiene,22000000
d316,2015,budget,water,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,20953000
d316,2016,budget,water,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,20953000
d316,2015,budget,water,revenue,development-revenues,conditional-transfer-for-rural-water,648246000
d316,2016,budget,water,revenue,development-revenues,conditional-transfer-for-rural-water,648246000
d316,2015,budget,water,revenue,development-revenues,donor-funding,732610000
d316,2016,budget,water,revenue,development-revenues,donor-funding,0
d316,2015,budget,water,expenditure,recurrent-expenditure,wage,20953000
d316,2016,budget,water,expenditure,recurrent-expenditure,wage,20953000
d316,2015,budget,water,expenditure,recurrent-expenditure,non-wage,23600000
d316,2016,budget,water,expenditure,recurrent-expenditure,non-wage,23600000
d316,2015,budget,water,expenditure,development-expenditure,domestic-development,648246000
d316,2016,budget,water,expenditure,development-expenditure,domestic-development,648246000
d316,2015,budget,water,expenditure,development-expenditure,donor-development,732610000
d316,2016,budget,water,expenditure,development-expenditure,donor-development,0
d316,2015,budget,natural-resources,revenue,recurrent-revenues,conditional-grant-to-district-natural-res-wetlands,81689000
d316,2016,budget,natural-resources,revenue,recurrent-revenues,conditional-grant-to-district-natural-res-wetlands,81689000
d316,2015,budget,natural-resources,revenue,recurrent-revenues,district-unconditional-grant-non-wage,15876000
d316,2016,budget,natural-resources,revenue,recurrent-revenues,district-unconditional-grant-non-wage,15876000
d316,2015,budget,natural-resources,revenue,recurrent-revenues,locally-raised-revenues,10500000
d316,2016,budget,natural-resources,revenue,recurrent-revenues,locally-raised-revenues,10500000
d316,2015,budget,natural-resources,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,14153000
d316,2016,budget,natural-resources,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,14153000
d316,2015,budget,natural-resources,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,87529000
d316,2016,budget,natural-resources,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,87529000
d316,2015,budget,natural-resources,expenditure,recurrent-expenditure,wage,87529000
d316,2016,budget,natural-resources,expenditure,recurrent-expenditure,wage,87529000
d316,2015,budget,natural-resources,expenditure,recurrent-expenditure,non-wage,122218000
d316,2016,budget,natural-resources,expenditure,recurrent-expenditure,non-wage,122218000
d316,2015,budget,natural-resources,expenditure,development-expenditure,domestic-development,0
d316,2016,budget,natural-resources,expenditure,development-expenditure,domestic-development,0
d316,2015,budget,natural-resources,expenditure,development-expenditure,donor-development,0
d316,2016,budget,natural-resources,expenditure,development-expenditure,donor-development,0
d316,2015,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-community-devt-assistants-non,2269000
d316,2016,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-community-devt-assistants-non,2269000
d316,2015,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-functional-adult-lit,8957000
d316,2016,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-functional-adult-lit,8957000
d316,2015,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-women-youth-and-disability-gra,8170000
d316,2016,budget,community-based-services,revenue,recurrent-revenues,conditional-grant-to-women-youth-and-disability-gra,8170000
d316,2015,budget,community-based-services,revenue,recurrent-revenues,conditional-transfers-to-special-grant-for-pwds,17058000
d316,2016,budget,community-based-services,revenue,recurrent-revenues,conditional-transfers-to-special-grant-for-pwds,17058000
d316,2015,budget,community-based-services,revenue,recurrent-revenues,district-unconditional-grant-non-wage,10500000
d316,2016,budget,community-based-services,revenue,recurrent-revenues,district-unconditional-grant-non-wage,10500000
d316,2015,budget,community-based-services,revenue,recurrent-revenues,locally-raised-revenues,8500000
d316,2016,budget,community-based-services,revenue,recurrent-revenues,locally-raised-revenues,6000000
d316,2015,budget,community-based-services,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,4500000
d316,2016,budget,community-based-services,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,4500000
d316,2015,budget,community-based-services,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,44729000
d316,2016,budget,community-based-services,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,44729000
d316,2015,budget,community-based-services,revenue,development-revenues,donor-funding,70023000
d316,2016,budget,community-based-services,revenue,development-revenues,donor-funding,70023000
d316,2015,budget,community-based-services,revenue,development-revenues,multisectoral-transfers-to-llgs,80130000
d316,2016,budget,community-based-services,revenue,development-revenues,multisectoral-transfers-to-llgs,80130000
d316,2015,budget,community-based-services,revenue,development-revenues,other-transfers-from-central-government,0
d316,2016,budget,community-based-services,revenue,development-revenues,other-transfers-from-central-government,379802000
d316,2015,budget,community-based-services,expenditure,recurrent-expenditure,wage,44729000
d316,2016,budget,community-based-services,expenditure,recurrent-expenditure,wage,44729000
d316,2015,budget,community-based-services,expenditure,recurrent-expenditure,non-wage,59955000
d316,2016,budget,community-based-services,expenditure,recurrent-expenditure,non-wage,57455000
d316,2015,budget,community-based-services,expenditure,development-expenditure,domestic-development,80130000
d316,2016,budget,community-based-services,expenditure,development-expenditure,domestic-development,459932000
d316,2015,budget,community-based-services,expenditure,development-expenditure,donor-development,70023000
d316,2016,budget,community-based-services,expenditure,development-expenditure,donor-development,70023000
d316,2015,budget,planning,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,66947000
d316,2016,budget,planning,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,10000000
d316,2015,budget,planning,revenue,recurrent-revenues,district-unconditional-grant-non-wage,18058000
d316,2016,budget,planning,revenue,recurrent-revenues,district-unconditional-grant-non-wage,18058000
d316,2015,budget,planning,revenue,recurrent-revenues,locally-raised-revenues,9000000
d316,2016,budget,planning,revenue,recurrent-revenues,locally-raised-revenues,9000000
d316,2015,budget,planning,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,17880000
d316,2016,budget,planning,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,12000000
d316,2015,budget,planning,revenue,recurrent-revenues,other-transfers-from-central-government,321517000
d316,2016,budget,planning,revenue,recurrent-revenues,other-transfers-from-central-government,0
d316,2015,budget,planning,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,29280000
d316,2016,budget,planning,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,29280000
d316,2015,budget,planning,revenue,development-revenues,donor-funding,160000000
d316,2016,budget,planning,revenue,development-revenues,donor-funding,160000000
d316,2015,budget,planning,expenditure,recurrent-expenditure,wage,29280000
d316,2016,budget,planning,expenditure,recurrent-expenditure,wage,29280000
d316,2015,budget,planning,expenditure,recurrent-expenditure,non-wage,433402000
d316,2016,budget,planning,expenditure,recurrent-expenditure,non-wage,49058000
d316,2015,budget,planning,expenditure,development-expenditure,domestic-development,0
d316,2016,budget,planning,expenditure,development-expenditure,domestic-development,0
d316,2015,budget,planning,expenditure,development-expenditure,donor-development,160000000
d316,2016,budget,planning,expenditure,development-expenditure,donor-development,160000000
d316,2015,budget,internal-audit,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,0
d316,2016,budget,internal-audit,revenue,recurrent-revenues,conditional-grant-to-paf-monitoring,4000000
d316,2015,budget,internal-audit,revenue,recurrent-revenues,district-unconditional-grant-non-wage,13473000
d316,2016,budget,internal-audit,revenue,recurrent-revenues,district-unconditional-grant-non-wage,13473000
d316,2015,budget,internal-audit,revenue,recurrent-revenues,locally-raised-revenues,11000000
d316,2016,budget,internal-audit,revenue,recurrent-revenues,locally-raised-revenues,11000000
d316,2015,budget,internal-audit,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,4199000
d316,2016,budget,internal-audit,revenue,recurrent-revenues,multisectoral-transfers-to-llgs,3000000
d316,2015,budget,internal-audit,revenue,recurrent-revenues,transfer-of-district-unconditional-grant-wage,15656000
