id,parent,oda-oof-flow,year,value
ebrd,European Bank for Reconstruction and Development,oof,2010,3527863735.27
ebrd,European Bank for Reconstruction and Development,oof,2011,3930877665.35
ebrd,European Bank for Reconstruction and Development,oof,2012,3500910000.00
ebrd,European Bank for Reconstruction and Development,oof,2013,3937750136.59
ebrd,European Bank for Reconstruction and Development,oof,2014,4777898722.63
EU,EU Institutions,oof,2000,1044743031.40
EU,EU Institutions,oof,2001,1141356531.99
EU,EU Institutions,oof,2002,2295306578.46
EU,EU Institutions,oof,2003,2019992298.45
EU,EU Institutions,oof,2004,2784611038.30
EU,EU Institutions,oof,2005,2990923746.53
EU,EU Institutions,oof,2006,3649761346.15
EU,EU Institutions,oof,2007,5966643448.18
EU,EU Institutions,oof,2008,5741369923.85
EU,EU Institutions,oof,2009,6342115428.47
EU,EU Institutions,oof,2010,8193304007.86
EU,EU Institutions,oof,2011,918469569.60
EU,EU Institutions,oof,2012,762060000.00
EU,EU Institutions,oof,2013,1441909283.04
EU,EU Institutions,oof,2014,823149394.00
ibrd,World Bank Group,oof,2000,17356964164.01
ibrd,World Bank Group,oof,2001,16699553392.43
ibrd,World Bank Group,oof,2002,14463830069.90
ibrd,World Bank Group,oof,2003,13711983226.94
ibrd,World Bank Group,oof,2004,11342065706.69
ibrd,World Bank Group,oof,2005,9775718334.33
ibrd,World Bank Group,oof,2006,13233309616.47
ibrd,World Bank Group,oof,2007,10643260144.03
ibrd,World Bank Group,oof,2008,13587640374.26
ibrd,World Bank Group,oof,2009,22443681771.10
ibrd,World Bank Group,oof,2010,27515213672.88
ibrd,World Bank Group,oof,2011,15609365517.59
ibrd,World Bank Group,oof,2012,15136130000.00
ibrd,World Bank Group,oof,2013,16140100710.84
ibrd,World Bank Group,oof,2014,15708742723.36
idb,Inter-American Development Bank,oof,2000,9814663295.49
idb,Inter-American Development Bank,oof,2001,9337045587.89
idb,Inter-American Development Bank,oof,2002,8248752159.46
idb,Inter-American Development Bank,oof,2003,11084738694.51
idb,Inter-American Development Bank,oof,2004,4550876976.28
idb,Inter-American Development Bank,oof,2005,5743432247.50
idb,Inter-American Development Bank,oof,2006,6976749002.77
idb,Inter-American Development Bank,oof,2007,7154365791.96
idb,Inter-American Development Bank,oof,2008,7261330136.13
idb,Inter-American Development Bank,oof,2009,11967756395.66
idb,Inter-American Development Bank,oof,2010,10560249726.75
idb,Inter-American Development Bank,oof,2011,7024690942.86
idb,Inter-American Development Bank,oof,2012,6446510000.00
idb,Inter-American Development Bank,oof,2013,9770772813.94
idb,Inter-American Development Bank,oof,2014,8706003161.57
ifad,International Fund for Agricultural Development,oof,2000,48839652.26
ifad,International Fund for Agricultural Development,oof,2001,51697271.42
ifad,International Fund for Agricultural Development,oof,2002,30116194.01
ifad,International Fund for Agricultural Development,oof,2003,30528662.93
ifad,International Fund for Agricultural Development,oof,2004,37109792.33
ifad,International Fund for Agricultural Development,oof,2005,31272404.15
ifad,International Fund for Agricultural Development,oof,2006,44909940.97
ifad,International Fund for Agricultural Development,oof,2007,42721981.55
ifad,International Fund for Agricultural Development,oof,2008,54002179.97
ifad,International Fund for Agricultural Development,oof,2009,39555847.55
ifad,International Fund for Agricultural Development,oof,2010,45873427.07
ifad,International Fund for Agricultural Development,oof,2011,47773051.02
ifad,International Fund for Agricultural Development,oof,2012,63390000.00
ifad,International Fund for Agricultural Development,oof,2013,57158034.69
ifad,International Fund for Agricultural Development,oof,2014,91113067.34
ifc,World Bank Group,oof,2000,1880481307.70
ifc,World Bank Group,oof,2001,1646412982.29
ifc,World Bank Group,oof,2002,2109676081.25
ifc,World Bank Group,oof,2003,2802850252.44
ifc,World Bank Group,oof,2004,2782702384.50
ifc,World Bank Group,oof,2005,2907946348.07
ifc,World Bank Group,oof,2006,4323471067.23
ifc,World Bank Group,oof,2007,4604598609.86
ifc,World Bank Group,oof,2008,5094851546.44
ifc,World Bank Group,oof,2009,4687362693.10
ifc,World Bank Group,oof,2010,4342469938.31
ifc,World Bank Group,oof,2011,4625668668.62
ifc,World Bank Group,oof,2012,6414080000.00
ifc,World Bank Group,oof,2013,6704063800.87
islamic-dev-bank,Islamic Development Bank,oof,2010,1547750747.91
islamic-dev-bank,Islamic Development Bank,oof,2011,1645736649.38
islamic-dev-bank,Islamic Development Bank,oof,2012,1304530000.00
islamic-dev-bank,Islamic Development Bank,oof,2013,1447294331.15
islamic-dev-bank,Islamic Development Bank,oof,2014,1502384942.16
ofid,OPEC Fund for International Development,oof,2009,379245488.84
ofid,OPEC Fund for International Development,oof,2010,510097978.99
ofid,OPEC Fund for International Development,oof,2011,599323089.53
ofid,OPEC Fund for International Development,oof,2012,447930000.00
ofid,OPEC Fund for International Development,oof,2013,674741204.08
ofid,OPEC Fund for International Development,oof,2014,681545159.00
